"t","id","drive","speed.kmh","occ_nr","x","y","yaw","steer","off","speed","speed.min","speed.max","mean_speed_kmh","median_speed_kmh","leftTLC","rightTLC","report","OT","OTTLC","true.TLC","FADE1.leftTLC","FADE1.rightTLC","FADE1.off","FADE1.speed","FADE1.TLC.min","FADE0.TLC.min","steer.ampl","steer.min","steer.max","steer.avg","steer.sd","offset.min","offset.max","offset.avg","offset.sd","occluded_now","deviation_counting_active","speed_oob_now","speed_deviation_event","occ_speed_deviation_event","vis_speed_deviation_event","total_speed_deviation_event_total","occ_speed_deviation_event_total","vis_speed_deviation_event_total","lane_oob_now","lane_deviation_event","occ_lane_deviation_event","vis_lane_deviation_event","total_lane_deviation_event_total","occ_lane_deviation_event_total","vis_lane_deviation_event_total"
46.673828,"P01","1.2.1_occon_110_mo_01_ch",99.22392,1,5760.11084,8271.427734,-102.907372,-0.013957,0.502754,27.5622,27.5532,27.5622,104.898136801769,105.0102,6.2,3.9,"{""type"":""M"",""msg"":""FADE0"",""time"":46.6556,""dist"":0.243033}",0.101036000000001,4.001036,0,5.7,3.7,0.542196,27.5532,3.7,3.9,0.001994,-0.015951,-0.013957,-0.014954,0.00140997092168598,0.502754,0.542196,0.522475,0.0278897056635598,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0
47.580856,"P01","1.2.1_occon_110_mo_01_ch",100.50732,2,5754.29834,8247.114258,-103.999191,-0.007894,0.063035,27.9187,27.6081,27.9187,104.898136801769,105.0102,15.1,4.9,"{""type"":""M"",""msg"":""FADE0"",""time"":47.4818,""dist"":0.265784}",0.403117999999999,5.303118,0,10.2,5,0.26602,27.6081,5,4.9,0.000854000000000001,-0.008748,-0.007894,-0.0085772,0.000381920410556964,0.063035,0.26602,0.1647908,0.0802473870023193,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0
48.289906,"P01","1.2.1_occon_110_mo_01_ch",102.7224,3,5749.394043,8227.681641,-104.081482,-0.000488,-0.230941,28.534,28.3972,28.534,104.898136801769,105.0102,5.3,7.4,"{""type"":""M"",""msg"":""FADE0"",""time"":48.2193,""dist"":0.286566}",0.304238000000005,5.604238,0,4.7,6.4,-0.133958,28.3972,4.7,5.3,0.006317,-0.000488,0.005829,0.0029985,0.00273060463389826,-0.230941,-0.133958,-0.18568875,0.0418857259168721,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0
49.097664,"P01","1.2.1_occon_110_mo_01_ch",104.31792,4,5743.711426,8205.199219,-104.281281,-0.002035,-0.240244,28.9772,28.8032,28.9772,104.898136801769,105.0102,4.3,6.6,"{""type"":""M"",""msg"":""FADE0"",""time"":49.0026,""dist"":0.309016}",0.302776000000001,4.602776,0,4.9,7.1,-0.273507,28.8032,4.9,4.3,0.000204,-0.002035,-0.001831,-0.001984,0.000102,-0.273507,-0.240244,-0.25909875,0.0145036499860093,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0
50.11248,"P01","1.2.1_occon_110_mo_01_ch",106.82532,5,5736.275391,8176.420898,-104.763107,-0.004883,0.113656,29.6737,29.3005,29.6737,104.898136801769,105.0102,2.9,5.7,"{""type"":""M"",""msg"":""FADE0"",""time"":50.0163,""dist"":0.338642}",0.508240000000001,3.40824,0,3.9,6.5,-0.104248,29.3005,3.9,2.9,0.000692,-0.004883,-0.004191,-0.0043335,0.000276982129387439,-0.104248,0.113656,-0.000345333333333327,0.0819309566053434,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0
51.024429,"P01","1.2.1_occon_110_mo_01_ch",109.66428,6,5729.140625,8149.956055,-105.616539,-0.011271,0.660036,30.4623,30.0942,30.4623,104.898136801769,105.0102,1.7,29.1,"{""type"":""M"",""msg"":""FADE0"",""time"":50.9801,""dist"":0.367551}",0.405994,2.105994,0,2.4,6.9,0.402369,30.0942,2.4,1.7,0.00236,-0.011271,-0.008911,-0.009847,0.000974881531264184,0.402369,0.660036,0.5302922,0.101897377079589,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0
51.831642,"P01","1.2.1_occon_110_mo_01_ch",108.8784,7,5722.342773,8126.407227,-106.821373,-0.012939,1.136858,30.244,30.244,30.306,104.898136801769,105.0102,0,14.2,"{""type"":""M"",""msg"":""FADE0"",""time"":51.774,""dist"":0.391667}",0.303046999999999,0.303046999999999,0.303046999999999,0.7,14.8,0.970854,30.306,0.7,0,0,-0.012939,-0.012939,-0.012939,0,0.970854,1.136858,1.055125,0.0713442650346426,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,TRUE,TRUE,FALSE,1,1,0
52.640186,"P01","1.2.1_occon_110_mo_01_ch",107.95212,8,5714.989258,8103.195801,-109.425583,-0.040489,1.349668,29.9867,29.9867,30.0855,104.898136801769,105.0102,-0.808544,2.6,"{""type"":""M"",""msg"":""FADE0"",""time"":52.5743,""dist"":0.415786}",0.304180000000002,-0.504363999999998,0,-0.504364,3.7,1.349535,30.0855,-0.504364,-0.808544,0.007813,-0.040768,-0.032955,-0.038588,0.00376411096187843,1.349535,1.367769,1.3584195,0.01019153774789,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,FALSE,FALSE,1,1,0
53.446812,"P01","1.2.1_occon_110_mo_01_ch",107.31816,9,5706.452148,8080.671875,-111.947426,-0.009766,0.610134,29.8106,29.8106,29.8572,104.898136801769,105.0102,5,2.7,"{""type"":""M"",""msg"":""FADE0"",""time"":53.4164,""dist"":0.440948}",0.302478999999998,3.002479,0,4.1,2.6,0.973795,29.8572,2.6,2.7,0.005859,-0.015625,-0.009766,-0.011556,0.00273316629570906,0.610134,0.973795,0.79346975,0.156629535176426,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,1,1,0
54.456165,"P01","1.2.1_occon_110_mo_01_ch",107.14536,10,5695.185547,8052.860352,-111.8806,0.002655,-0.380231,29.7626,29.7618,29.7709,104.898136801769,105.0102,5.8,7.4,"{""type"":""M"",""msg"":""FADE0"",""time"":54.3683,""dist"":0.469249}",0.501666999999998,6.301667,0,5.8,7.2,0.02402,29.7709,5.8,5.8,0.003174,0.002492,0.005666,0.00357716666666667,0.00140175995329681,-0.380231,0.02402,-0.191106166666667,0.151491550960991,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,1,1,0
55.365002,"P01","1.2.1_occon_110_mo_01_ch",107.43444,11,5685.171875,8027.780273,-111.527985,0.003998,-0.618105,29.8429,29.7676,29.8429,104.898136801769,105.0102,3.7,5.2,"{""type"":""M"",""msg"":""FADE0"",""time"":55.3326,""dist"":0.497901}",0.401935999999999,4.101936,0,4.5,5.9,-0.592648,29.7676,4.5,3.7,0.000163,0.003998,0.004161,0.0040632,8.9278776873342e-05,-0.623835,-0.592648,-0.6133184,0.0125367304070878,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,1,1,0
56.17408,"P01","1.2.1_occon_110_mo_01_ch",108.2862,12,5676.32666,8005.266602,-111.502937,-0.005534,-0.289712,30.0795,29.9965,30.0795,104.898136801769,105.0102,3.4,6,"{""type"":""M"",""msg"":""FADE0"",""time"":56.1543,""dist"":0.52246}",0.303386999999994,3.70338699999999,0,3.2,5,-0.463195,29.9965,3.2,3.4,0.004842,-0.005534,-0.000692,-0.0040285,0.00229283252768274,-0.463195,-0.289712,-0.3784285,0.0746379675701315,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,1,1,0
57.282818,"P01","1.2.1_occon_110_mo_01_ch",109.07496,13,5663.686035,7974.313965,-113.147408,-0.011271,0.336112,30.2986,30.2051,30.2986,104.898136801769,105.0102,24.9,20.9,"{""type"":""M"",""msg"":""FADE0"",""time"":57.1961,""dist"":0.553865}",0.604607000000001,21.504607,0,11.2,8.7,0.030116,30.2051,8.7,20.9,0.003703,-0.014974,-0.011271,-0.0130381428571429,0.00140238932166635,0.030116,0.336112,0.188718,0.109895024153356,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,1,1,0
58.190437,"P01","1.2.1_occon_110_mo_01_ch",109.02312,14,5652.67041,7949.125977,-114.190193,-0.009074,0.733716,30.2842,30.2842,30.3094,104.898136801769,105.0102,1.9,8.1,"{""type"":""M"",""msg"":""FADE0"",""time"":58.1261,""dist"":0.582034}",0.402351000000003,2.302351,0,2.9,9,0.555592,30.3094,2.9,1.9,0,-0.009074,-0.009074,-0.009074,0,0.555592,0.733716,0.6444222,0.0703822108433658,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,1,1,0
59.50452,"P01","1.2.1_occon_110_mo_01_ch",107.90532,15,5635.854004,7913.233887,-116.646233,-0.019816,1.141937,29.9737,29.9737,30.2072,104.898136801769,105.0102,-0.30236,4.8,"{""type"":""M"",""msg"":""FADE0"",""time"":59.4565,""dist"":0.622181}",0.807510000000001,0.50515,0.50515,1.4,9.4,0.963438,30.2072,1.4,-0.30236,0.004679,-0.019816,-0.015137,-0.0191831111111111,0.00155412334166601,0.963438,1.142433,1.08206444444444,0.064759331596132,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,FALSE,FALSE,2,2,0
60.921635,"P01","1.2.1_occon_110_mo_01_ch",104.9346,16,5616.174805,7876.194336,-119.217949,-0.011597,0.622162,29.1485,29.1485,29.7326,104.898136801769,105.0102,7.4,4.5,"{""type"":""M"",""msg"":""FADE0"",""time"":60.912,""dist"":0.665287}",0.909973000000001,5.409973,0,5.9,4.2,1.043321,29.7326,4.2,4.5,0.005859,-0.017456,-0.011597,-0.0127034,0.00198243667125978,0.622162,1.043321,0.8432167,0.142854461163996,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,2,2,0
61.831493,"P01","1.2.1_occon_110_mo_01_ch",102.40956,17,5603.21582,7853.431152,-119.931404,-0.00236,0.143411,28.4471,28.4471,28.7711,104.898136801769,105.0102,6.9,9.4,"{""type"":""M"",""msg"":""FADE0"",""time"":61.8238,""dist"":0.691545}",0.403308000000003,7.303308,0,9.2,11.9,0.338792,28.7711,9.2,6.9,0.001343,-0.003703,-0.00236,-0.0026286,0.000600607858756444,0.143411,0.338792,0.2379788,0.0773345829832941,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,2,2,0
62.842968,"P01","1.2.1_occon_110_mo_01_ch",99.38412,18,5589.05957,7828.936523,-120.042473,0.005666,-0.026514,27.6067,27.6067,28.0097,104.898136801769,105.0102,3,4.7,"{""type"":""M"",""msg"":""FADE0"",""time"":62.803,""dist"":0.718952}",0.503067000000001,3.503067,0,4.9,7.1,-0.005081,28.0097,4.9,3,0.005829,-0.000163,0.005666,0.0010595,0.00231691266559618,-0.033166,-0.005081,-0.0242648333333333,0.0106016693292456,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,0,FALSE,FALSE,FALSE,FALSE,2,2,0
63.849854,"P01","1.2.1_occon_110_mo_01_ch",97.25292,19,5575.469727,7805.108887,-119.740753,-0.012085,0.482728,27.0147,27.0147,27.3022,104.898136801769,105.0102,2.5,16,"{""type"":""M"",""msg"":""FADE0"",""time"":63.7675,""dist"":0.745262}",0.502926000000002,3.002926,0,1.9,3.6,0.137393,27.3022,1.9,2.5,0.017751,-0.012085,0.005666,-0.0037945,0.00705917600715551,0.137393,0.482728,0.304470666666667,0.130096437397289,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,0,FALSE,FALSE,FALSE,FALSE,2,2,0
64.655571,"P01","1.2.1_occon_110_mo_01_ch",95.68476,20,5564.583984,7786.532715,-121.25943,-0.016317,0.940498,26.5791,26.5791,26.7278,104.898136801769,105.0102,9.2,7.4,"{""type"":""M"",""msg"":""FADE0"",""time"":64.6494,""dist"":0.768853}",0.300597999999994,7.70059799999999,0,9.8,7.9,0.803245,26.7278,7.9,7.4,0,-0.016317,-0.016317,-0.016317,0,0.803245,0.940498,0.87424275,0.059084659144739,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,0,FALSE,FALSE,FALSE,FALSE,2,2,0
65.772018,"P01","1.2.1_occon_110_mo_01_ch",95.08968,21,5548.803711,7761.592285,-123.735367,-0.029538,1.06534,26.4138,26.4138,26.49,104.898136801769,105.0102,4.3,3.2,"{""type"":""M"",""msg"":""FADE0"",""time"":65.753,""dist"":0.798029}",0.607169999999996,3.80717,0,7.3,5.7,1.079646,26.49,5.7,3.2,0.011227,-0.029538,-0.018311,-0.0207571428571429,0.004262220760299,1.06534,1.100391,1.08827,0.0126167389077632,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,0,FALSE,FALSE,FALSE,FALSE,2,2,0
66.681503,"P01","1.2.1_occon_110_mo_01_ch",95.0292,22,5535.027832,7741.970215,-125.950676,-0.006388,0.43969,26.397,26.3822,26.397,104.898136801769,105.0102,9.8,4.1,"{""type"":""M"",""msg"":""FADE0"",""time"":66.5803,""dist"":0.819838}",0.403938000000011,4.50393800000001,0,5.4,3.4,0.780496,26.3822,3.4,4.1,0.006226,-0.012614,-0.006388,-0.0095784,0.0023309124393679,0.43969,0.780496,0.611698,0.134805518972704,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,0,FALSE,FALSE,FALSE,FALSE,2,2,0
67.492226,"P01","1.2.1_occon_110_mo_01_ch",95.41296,23,5522.382324,7724.674316,-126.263771,0.001343,-0.17657,26.5036,26.4339,26.5036,104.898136801769,105.0102,7.1,9,"{""type"":""M"",""msg"":""FADE0"",""time"":67.4328,""dist"":0.842361}",0.405144000000007,7.50514400000001,0,11.8,14.1,0.107059,26.4339,11.8,7.1,0.003866,-0.002523,0.001343,-0.0005696,0.00151322612322151,-0.17657,0.107059,-0.0387104,0.112252104440407,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,0,FALSE,FALSE,FALSE,FALSE,2,2,0
68.298103,"P01","1.2.1_occon_110_mo_01_ch",96.29136,24,5509.756836,7707.334961,-125.565346,0.008881,-0.421754,26.7476,26.6403,26.7476,104.898136801769,105.0102,3.2,4.7,"{""type"":""M"",""msg"":""FADE0"",""time"":68.26,""dist"":0.864363}",0.301788000000002,3.501788,0,3.5,4.8,-0.3999,26.6403,3.5,3.2,0.003011,0.008881,0.011892,0.00979625,0.00141182845393246,-0.424662,-0.3999,-0.41592025,0.0110933395144714,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,0,FALSE,FALSE,FALSE,FALSE,2,2,0
69.207809,"P01","1.2.1_occon_110_mo_01_ch",97.91208,25,5495.491699,7687.383789,-125.914856,-0.006388,-0.137591,27.1978,26.972,27.1978,104.898136801769,105.0102,5.1,9,"{""type"":""M"",""msg"":""FADE0"",""time"":69.1433,""dist"":0.888159}",0.405372,5.505372,0,8.1,15.8,-0.289838,26.972,8.1,5.1,0.002035,-0.008423,-0.006388,-0.0074298,0.000933544160712283,-0.289838,-0.137591,-0.2145776,0.0602294149257653,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,0,FALSE,FALSE,FALSE,FALSE,2,2,0
69.915421,"P01","1.2.1_occon_110_mo_01_ch",99.69984,26,5484.03125,7671.717285,-126.624619,-0.012248,0.151909,27.6944,27.5408,27.6944,104.898136801769,105.0102,13.9,10.8,"{""type"":""M"",""msg"":""FADE0"",""time"":69.9042,""dist"":0.909012}",0.202575999999993,11.002576,0,8.4,31.8,0.068161,27.5408,8.4,10.8,0.002686,-0.012248,-0.009562,-0.010905,0.001343,0.068161,0.151909,0.110072333333333,0.0418740499275307,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,0,FALSE,FALSE,FALSE,FALSE,2,2,0
70.928032,"P01","1.2.1_occon_110_mo_01_ch",102.82428,27,5466.776367,7649.102051,-128.212555,-0.012939,0.445666,28.5623,28.1053,28.5623,104.898136801769,105.0102,11,8.1,"{""type"":""M"",""msg"":""FADE0"",""time"":70.8358,""dist"":0.935141}",0.508453000000003,8.608453,0,11.7,8.8,0.326372,28.1053,8.8,8.1,0,-0.012939,-0.012939,-0.012939,0,0.326372,0.445666,0.389785333333333,0.0447058714070833,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,0,FALSE,FALSE,FALSE,FALSE,2,2,0
71.737038,"P01","1.2.1_occon_110_mo_01_ch",105.70104,28,5452.13916,7630.858887,-129.467377,-0.016805,0.522162,29.3614,29.0554,29.3614,104.898136801769,105.0102,6.9,4.9,"{""type"":""M"",""msg"":""FADE0"",""time"":71.6772,""dist"":0.959408}",0.302696999999995,5.202697,0,11.3,8.1,0.508728,29.0554,8.1,4.9,0.004354,-0.016805,-0.012451,-0.01449575,0.00212971193278966,0.508728,0.522162,0.51701175,0.00605716690513534,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,0,FALSE,FALSE,FALSE,FALSE,2,2,0
72.849236,"P01","1.2.1_occon_110_mo_01_ch",109.9764,29,5430.641113,7605.525391,-131.143936,-0.009562,0.352711,30.549,29.8928,30.549,104.898136801769,105.0102,1e+06,12.7,"{""type"":""M"",""msg"":""FADE0"",""time"":72.7637,""dist"":0.991783}",0.605812999999998,13.305813,0,9.3,6.1,0.475172,29.8928,6.1,12.7,0.002686,-0.012248,-0.009562,-0.0107072857142857,0.00096632701750593,0.352711,0.475172,0.415678285714286,0.0442505721835484,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,0,FALSE,FALSE,FALSE,FALSE,2,2,0
73.663795,"P01","1.2.1_occon_110_mo_01_ch",111.75876,30,5414.016602,7586.754395,-132.05455,-0.009399,0.181768,31.0441,30.9719,31.0441,104.898136801769,105.0102,43.2,50.7,"{""type"":""M"",""msg"":""FADE0"",""time"":73.6621,""dist"":1.01941}",0.304915999999992,43.504916,0,44.5,51.9,0.243941,30.9719,44.5,43.2,0,-0.009399,-0.009399,-0.009399,0,0.181768,0.243941,0.2125085,0.0267185751428976,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,1,1,FALSE,FALSE,FALSE,FALSE,2,2,0
74.574959,"P01","1.2.1_occon_110_mo_01_ch",110.37024,31,5395.05957,7566.025879,-132.961685,-0.008057,0.045277,30.6584,30.6584,30.8643,104.898136801769,105.0102,12.1,16.7,"{""type"":""M"",""msg"":""FADE0"",""time"":74.557,""dist"":1.047}",0.404175000000009,12.504175,0,16.5,21.8,0.093267,30.8643,16.5,12.1,0.000529,-0.008586,-0.008057,-0.0082276,0.000216105992512933,0.045277,0.093267,0.0681462,0.0190563591407173,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,1,1,FALSE,FALSE,FALSE,FALSE,2,2,0
75.483368,"P01","1.2.1_occon_110_mo_01_ch",108.23976,32,5376.166016,7545.953125,-133.640976,-0.0059,0.036592,30.0666,30.0666,30.3398,104.898136801769,105.0102,5.7,9,"{""type"":""M"",""msg"":""FADE0"",""time"":75.4741,""dist"":1.07484}",0.403953999999999,6.103954,0,6.4,9.6,0.019652,30.3398,6.4,5.7,0,-0.0059,-0.0059,-0.0059,0,0.019652,0.036592,0.025771,0.00710003288724778,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2,1,1,FALSE,FALSE,FALSE,FALSE,2,2,0
76.494514,"P01","1.2.1_occon_110_mo_01_ch",105.90876,33,5355.303223,7524.325684,-134.367554,-0.005697,0.231874,29.4191,29.4191,29.708,104.898136801769,105.0102,3.7,7.1,"{""type"":""M"",""msg"":""FADE0"",""time"":76.4383,""dist"":1.10351}",0.50589699999999,4.20589699999999,0,4.8,8.2,0.107053,29.708,4.8,3.7,0.000203,-0.0059,-0.005697,-0.00586616666666667,8.28744029641642e-05,0.107053,0.231874,0.165809,0.0468836649378011,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2,1,1,FALSE,FALSE,FALSE,FALSE,2,2,0
77.705772,"P01","1.2.1_occon_110_mo_01_ch",103.18104,34,5330.440918,7499.388672,-135.778931,-0.011922,0.637443,28.6614,28.6614,29.1335,104.898136801769,105.0102,14.6,11.5,"{""type"":""M"",""msg"":""FADE0"",""time"":77.6345,""dist"":1.13834}",0.705260999999993,12.205261,0,5.6,37.9,0.405886,29.1335,5.6,11.5,0.001994,-0.011922,-0.009928,-0.011632,0.000692446387816414,0.405886,0.637443,0.526904875,0.0811906855326881,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2,1,1,FALSE,FALSE,FALSE,FALSE,2,2,0
78.516602,"P01","1.2.1_occon_110_mo_01_ch",100.7622,35,5313.814941,7483.530762,-137.26033,-0.016642,0.756366,27.9895,27.9895,28.2588,104.898136801769,105.0102,7,5.1,"{""type"":""M"",""msg"":""FADE0"",""time"":78.4636,""dist"":1.16188}",0.304352000000009,5.40435200000001,0,7.2,5.4,0.741464,28.2588,5.4,5.1,0.001018,-0.01766,-0.016642,-0.01722225,0.000443952230913792,0.741464,0.756388,0.75137675,0.00703030475275904,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2,1,1,FALSE,FALSE,FALSE,FALSE,2,2,0
79.424675,"P01","1.2.1_occon_110_mo_01_ch",98.34228,36,5295.184082,7466.788086,-139.085892,-0.016113,0.54156,27.3173,27.3173,27.5236,104.898136801769,105.0102,5.5,3.5,"{""type"":""M"",""msg"":""FADE0"",""time"":79.3477,""dist"":1.18631}",0.403144999999995,3.903145,0,5.9,4.1,0.684316,27.5236,4.1,3.5,0.001018,-0.017131,-0.016113,-0.0167644,0.000451668905283506,0.54156,0.684316,0.6178144,0.0564982772595767,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3,1,2,FALSE,FALSE,FALSE,FALSE,2,2,0
80.235558,"P01","1.2.1_occon_110_mo_01_ch",97.08768,37,5278.411133,7452.599121,-140.616028,-0.010579,0.046875,26.9688,26.9688,27.0893,104.898136801769,105.0102,5.3,2.5,"{""type"":""M"",""msg"":""FADE0"",""time"":80.1898,""dist"":1.20915}",0.303771999999995,2.803772,0,4.7,2.7,0.263356,27.0893,2.7,2.5,0.005046,-0.015625,-0.010579,-0.0140685,0.00236869901000528,0.046875,0.263356,0.157211,0.0933108127032089,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3,1,2,FALSE,FALSE,FALSE,FALSE,2,2,0
81.045738,"P01","1.2.1_occon_110_mo_01_ch",96.02964,38,5261.605957,7438.894531,-140.698029,0.002818,-0.494437,26.6749,26.6749,26.784,104.898136801769,105.0102,5.9,7.6,"{""type"":""M"",""msg"":""FADE0"",""time"":80.9875,""dist"":1.23052}",0.305289999999999,6.20529,0,5.6,7.1,-0.326363,26.784,5.6,5.9,0.002848,0.002818,0.005666,0.00407925,0.0014804173679518,-0.494437,-0.326363,-0.4137235,0.0722429310705668,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3,1,2,FALSE,FALSE,FALSE,FALSE,2,2,0
81.854668,"P01","1.2.1_occon_110_mo_01_ch",95.00148,39,5245.083008,7425.282715,-140.06517,0.010712,-0.601883,26.3893,26.3893,26.4927,104.898136801769,105.0102,3,4.3,"{""type"":""M"",""msg"":""FADE0"",""time"":81.7619,""dist"":1.25103}",0.303764999999999,3.303765,0,3.7,5.1,-0.627401,26.4927,3.7,3,0.001343,0.009369,0.010712,0.01005075,0.000548405187794572,-0.628669,-0.601883,-0.61968275,0.0123606195199378,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3,1,2,FALSE,FALSE,FALSE,FALSE,2,2,0
82.658989,"P01","1.2.1_occon_110_mo_01_ch",94.3146,40,5229.027832,7411.605957,-138.914368,0.001343,-0.047608,26.1985,26.1985,26.2566,104.898136801769,105.0102,1.7,3.3,"{""type"":""M"",""msg"":""FADE0"",""time"":82.6005,""dist"":1.27304}",0.302399000000008,2.00239900000001,0,1.9,3.1,-0.343595,26.2566,1.9,1.7,0.012746,0.001343,0.014089,0.00926475,0.00576214672814453,-0.343595,-0.047608,-0.20132975,0.127611049256128,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3,1,2,FALSE,FALSE,FALSE,FALSE,2,2,0
83.366241,"P01","1.2.1_occon_110_mo_01_ch",93.89772,41,5214.993164,7399.628906,-141.326965,-0.045372,0.631064,26.0827,26.0827,26.1133,104.898136801769,105.0102,3.6,2.7,"{""type"":""M"",""msg"":""FADE0"",""time"":83.3594,""dist"":1.29284}",0.200500000000005,2.90050000000001,0,3.9,3,0.50481,26.1133,3,2.7,0.004325,-0.049697,-0.045372,-0.047395,0.0021759565712578,0.50481,0.631064,0.571489666666667,0.0634261968774207,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3,1,2,FALSE,FALSE,FALSE,FALSE,2,2,0
84.174759,"P01","1.2.1_occon_110_mo_01_ch",93.69936,42,5198.258301,7386.895996,-143.96077,-0.014771,0.506201,26.0276,26.0276,26.0343,104.898136801769,105.0102,5.7,3.6,"{""type"":""M"",""msg"":""FADE0"",""time"":84.0836,""dist"":1.31168}",0.302428999999989,3.90242899999999,0,5.4,3.7,0.628868,26.0343,3.7,3.6,0.00354,-0.018311,-0.014771,-0.0165915,0.00145248511179977,0.506201,0.628868,0.570255,0.0528829223789054,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3,1,2,FALSE,FALSE,FALSE,FALSE,2,2,0
84.881119,"P01","1.2.1_occon_110_mo_01_ch",93.86172,43,5183.308105,7376.201172,-144.817184,-0.003377,0.124524,26.0727,26.0489,26.0727,104.898136801769,105.0102,11.2,13.9,"{""type"":""M"",""msg"":""FADE0"",""time"":84.8439,""dist"":1.33146}",0.201225999999991,11.401226,0,12.5,5,0.235962,26.0489,5,11.2,0.003866,-0.007243,-0.003377,-0.00550666666666667,0.00196278433184426,0.124524,0.235962,0.180068333333333,0.0557198213056479,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3,1,2,FALSE,FALSE,FALSE,FALSE,2,2,0
85.694481,"P01","1.2.1_occon_110_mo_01_ch",94.43484,44,5165.956543,7363.919922,-144.339783,0.006195,-0.116196,26.2319,26.1575,26.2319,104.898136801769,105.0102,3.3,5,"{""type"":""M"",""msg"":""FADE0"",""time"":85.6014,""dist"":1.35124}",0.303901999999994,3.60390199999999,0,3.5,5.1,-0.087303,26.1575,3.5,3.3,0.002523,0.006195,0.008718,0.00702925,0.00114397796453137,-0.116196,-0.087303,-0.1060575,0.0133012892232294,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3,1,2,FALSE,FALSE,FALSE,FALSE,2,2,0
86.402298,"P01","1.2.1_occon_110_mo_01_ch",95.35752,45,5150.804199,7353.040527,-144.424149,-0.004028,0.039202,26.4882,26.4022,26.4882,104.898136801769,105.0102,3.9,7,"{""type"":""M"",""msg"":""FADE0"",""time"":86.3863,""dist"":1.37192}",0.201408000000001,4.101408,0,4,6.7,-0.024638,26.4022,4,3.9,0.001342,-0.004028,-0.002686,-0.00318733333333333,0.000732530772959972,-0.024638,0.039202,0.006692,0.0319363538933298,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3,1,2,FALSE,FALSE,FALSE,FALSE,2,2,0
