id;drive;speed.kmh;occ_nr;off;OT;TLC;FADE1.TLC.min;last_OT;last_FADE0.off.abs;steer.ampl;true.TLC.1.0;off.sd.avg.100.so;ratio_OT_TLC 
P24;MO_60;60;71;.19329;3.955063;8.855063;12.9;3.74015800000001;.342495;.6777;0;.094028624500547;.446644253123891
P24;MO_60;60;72;.577106;.910369000000003;10.010369;26.2;3.955063;.19329;.23805;0;.094028624500547;.0909426016163843
P25;MO_60;60;1;.202208;2.145173;5.745173;7.5;.614276;.895194;3.4056;0;.375698239894578;.373387015499794
P25;MO_60;60;2;.70527;1.727659;14.427659;12.3;2.145173;.202208;3.47895;0;.375698239894578;.119746315046675
P25;MO_60;60;3;.379626;2.125417;14.825417;6.9;1.727659;.70527;4.76055;0;.375698239894578;.14336305009161
P25;MO_60;60;4;-.132061;5.574397;25.874397;13.9;2.125417;.379626;3.8637;0;.375698239894578;.215440653554168
P25;MO_60;60;5;1.76069;6.484276;4.658272;14.1;5.574397;.132061;2.72835;1;.375698239894578;1.39199170851337
P25;MO_60;60;6;-1.010211;2.424778;5.224778;-2.33277;6.484276;1.76069;8.2728;0;.375698239894578;.464092062858939
P25;MO_60;60;7;1.230374;2.93058;2.020771;3.3;2.424778;1.010211;6.3315;1;.375698239894578;1.45022865035177
P25;MO_60;60;8;-.988163;4.665032;5.065032;-1.415516;2.93058;1.230374;7.10415;0;.375698239894578;.921027152444446
P25;MO_60;60;9;-.538422;3.23438299999999;8.13438299999999;-.303425;4.665032;.988163;8.07975;0;.375698239894578;.397618725353846
P25;MO_60;60;10;-.764825;4.866181;6.866181;13.9;3.23438299999999;.538422;6.4269;0;.375698239894578;.708717262186942
P25;MO_60;60;11;1.402091;5.78825;.709499999999998;1.8;4.866181;.764825;4.509;1;.375698239894578;8.15821000704724
P25;MO_60;60;12;-.867151;2.631603;5.131603;-5.583763;5.78825;1.402091;11.89755;0;.375698239894578;.512822796307509
P25;MO_60;60;13;.450962;3.031426;8.731426;2.3;2.631603;.867151;12.1563;0;.375698239894578;.347185671618817
P25;MO_60;60;14;.808463;5.363201;6.063201;11.3;3.031426;.450962;3.7764;0;.375698239894578;.884549431892494
P25;MO_60;60;15;1.114424;2.32444699999999;11.824447;-.101517;5.363201;.808463;14.5998;0;.375698239894578;.196579763941603
P25;MO_60;60;16;1.065468;6.075485;6.375485;10;2.32444699999999;1.114424;5.3514;0;.375698239894578;.952944756359712
P25;MO_60;60;17;.557328;3.55401599999999;10.354016;-.305649;6.075485;1.065468;7.3935;0;.375698239894578;.343250000772646
P25;MO_60;60;18;-.870648;5.461563;8.061563;7.5;3.55401599999999;.557328;2.78325;0;.375698239894578;.67748189774117
P25;MO_60;60;19;-1.088369;5.364639;1.92261499999999;3.1;5.461563;.870648;1.7397;1;.375698239894578;2.79028250585792
P25;MO_60;60;20;-.086475;5.46321900000001;40.463219;2.1;5.364639;1.088369;2.8017;0;.375698239894578;.135016914991366
P25;MO_60;60;21;-1.128103;5.87706800000001;5.87706800000001;9.5;5.46321900000001;.086475;3.25935;1;.375698239894578;1
P25;MO_60;60;22;-.939552;5.568642;4.150597;-.505012;5.87706800000001;1.128103;5.9553;0;.375698239894578;1.3416484423807
P25;MO_60;60;23;-.124533;2.33171900000001;-1.92384299999999;-1.923843;5.568642;.939552;19.0044;0;.375698239894578;-1.21201106327285
P25;MO_60;60;24;1.109129;2.126114;5.326114;-4.761093;2.33171900000001;.124533;6.6114;0;.375698239894578;.39918672412945
P25;MO_60;60;25;1.37569;3.24813800000001;3.045387;4;2.126114;1.109129;9.387;1;.375698239894578;1.06657643182952
P25;MO_60;60;26;-1.066105;1.61925500000001;-.70920599999999;-.709206;3.24813800000001;1.37569;20.2149;0;.375698239894578;-2.283194163614
P25;MO_60;60;27;1.050882;1.719612;2.819612;-2.83561;1.61925500000001;1.066105;14.81805;0;.375698239894578;.609875401296349
P25;MO_60;60;28;-.973887;3.33724199999999;3.53724199999999;.7;1.719612;1.050882;10.3545;0;.375698239894578;.943458773813044
P25;MO_60;60;29;-1.546765;2.83833300000002;-.40454099999998;-.404541;3.33724199999999;.973887;7.28145;0;.375698239894578;-7.01618130177203
P25;MO_60;60;30;-.48447;2.31918300000001;4.51918300000001;16.2;2.83833300000002;1.546765;6.3261;0;.375698239894578;.513186343637778
P25;MO_60;60;31;.54532;4.352082;6.052082;2.1;2.31918300000001;.48447;9.96525;0;.375698239894578;.719104929510208
P25;MO_60;60;32;.144796;5.66802999999999;.606933999999995;1.1;4.352082;.54532;15.72165;1;.375698239894578;9.33879136775998
P25;MO_60;60;33;-.303733;2.42808600000001;-3.23840299999999;-3.238403;5.66802999999999;.144796;22.2903;0;.375698239894578;-.749778826168336
P25;MO_60;60;34;1.60011;1.92588799999999;-6.17468300000001;-6.174683;2.42808600000001;.303733;3.0213;0;.375698239894578;-.311900708101126
P25;MO_60;60;35;.4926;1.82557600000001;7.72557600000001;-8.608521;1.92588799999999;1.60011;6.4359;0;.375698239894578;.23630289832111
P25;MO_60;60;36;.033281;2.934021;16.034021;4.5;1.82557600000001;.4926;12.02085;0;.375698239894578;.182987224477254
P25;MO_60;60;37;.964226;5.67494200000002;6.17494200000002;12.2;2.934021;.033281;2.5632;0;.375698239894578;.919027579530302
P25;MO_60;60;38;1.36367;1.61612;-.200638000000005;-.200638;5.67494200000002;.964226;8.46855;0;.375698239894578;-8.05490485351708
P25;MO_60;60;39;-1.24369;6.376328;5.870713;-2.326523;1.61612;1.36367;4.32135;0;.375698239894578;1.08612497323579
P25;MO_60;60;40;-.068682;5.160889;11.260889;-1.01213;6.376328;1.24369;5.64435;0;.375698239894578;.458302093200634
P25;MO_60;60;41;-.031639;6.075073;11.375073;15.8;5.160889;.068682;1.1349;0;.375698239894578;.534068924217014
P25;MO_60;60;42;1.116414;6.286697;2.73684700000001;5;6.075073;.031639;.76905;1;.375698239894578;2.29705825718426
P25;MO_60;60;43;1.633646;2.933029;-4.055923;-4.055923;6.286697;1.116414;9.7461;0;.375698239894578;-.723147111027502
P25;MO_60;60;44;1.193348;2.937881;2.835953;-7.495468;2.933029;1.633646;5.43825;0;.375698239894578;1.03594135727919
P25;MO_60;60;45;.158808;3.04444799999999;5.54444799999999;-.608902;2.937881;1.193348;14.5107;0;.375698239894578;.549098485548065
P25;MO_60;60;46;-1.546502;6.58084099999999;1.62123099999999;2.7;3.04444799999999;.158808;5.21865;1;.375698239894578;4.05916306806373
P25;MO_60;60;47;-.565731;2.534515;-1.319596;-1.319596;6.58084099999999;1.546502;17.1765;0;.375698239894578;-1.9206749641557
P25;MO_60;60;48;-.432443;2.535202;3.335202;-4.360794;2.534515;.565731;4.3947;0;.375698239894578;.760134468616893
P25;MO_60;60;49;-1.720359;3.44207799999998;-.101746000000019;-.101746;2.535202;.432443;15.471;0;.375698239894578;-33.8301063432404
P25;MO_60;60;50;.006459;3.64407399999999;24.444074;-4.05275;3.44207799999998;1.720359;1.51965;0;.375698239894578;.14907801375499
P26;MO_60;60;1;-1.413681;.40766;-1.225374;-1.225374;.407134999999999;1.433865;4.11345;0;.264891448920657;-.332682103586334
P26;MO_60;60;2;-1.042533;.308035;7.508035;-2.142074;.40766;1.413681;.67725;0;.264891448920657;.0410273793342732
P26;MO_60;60;3;.133648;1.826696;6.326696;10.8;.308035;1.042533;.82395;0;.264891448920657;.288728271438994
P26;MO_60;60;4;1.274906;2.642253;2.132417;14.6;1.826696;.133648;2.10555;1;.264891448920657;1.23908832090534
P26;MO_60;60;5;1.179869;2.833889;-1.016265;-1.016265;2.642253;1.274906;4.4496;0;.264891448920657;-2.78853350258053
P26;MO_60;60;6;.414234;2.630151;10.830151;11.6;2.833889;1.179869;.531;0;.264891448920657;.242854508676749
P26;MO_60;60;7;-.502846;3.34129;7.94129;29.4;2.630151;.414234;1.13535;0;.264891448920657;.420749021884354
P26;MO_60;60;8;-1.111509;3.242887;3.342887;10.5;3.34129;.502846;3.47895;0;.264891448920657;.970085737268415
P26;MO_60;60;9;-1.023961;3.650203;45.850203;-.4037;3.242887;1.111509;2.63655;0;.264891448920657;.0796114904878393
P26;MO_60;60;10;-.578266;4.662524;9.062524;12.6;3.650203;1.023961;1.9593;0;.264891448920657;.514484044400876
P26;MO_60;60;11;-1.512533;7.402443;4.063709;8.1;4.662524;.578266;1.50165;1;.264891448920657;1.82159770790674
P26;MO_60;60;12;1.294367;6.571411;6.365528;-3.843246;7.402443;1.512533;6.34005;0;.264891448920657;1.03234342854198
P26;MO_60;60;13;2.090759;5.371578;-.717419;-.717419;6.571411;1.294367;11.4669;0;.264891448920657;-7.48736512414642
P26;MO_60;60;14;4.876863;.709147999999999;-6.594952;-6.594952;5.371578;2.090759;29.94165;0;.264891448920657;-.10752890999055
P26;MO_60;60;15;1.817391;1.414265;-7.813748;-7.813748;.709147999999999;4.876863;2.2284;0;.264891448920657;-.180997006814143
P26;MO_60;60;16;-1.254622;.506152999999998;-9.732209;-9.732209;1.414265;1.817391;20.5272;0;.264891448920657;-.0520080281876394
P26;MO_60;60;17;-.742511;.407832999999997;2.307833;3.4;.506152999999998;1.254622;28.56465;0;.264891448920657;.176716859495465
P26;MO_60;60;18;.080986;.404941000000001;1.704941;1.2;.407832999999997;.742511;61.9875;0;.264891448920657;.237510271616438
P26;MO_60;60;19;1.336657;.908434999999997;.100260999999996;.2;.404941000000001;.080986;28.44;1;.264891448920657;9.06070156890549
P26;MO_60;60;20;1.630603;2.94605199999999;-1.31483500000001;-1.314835;.908434999999997;1.336657;3.1725;0;.264891448920657;-2.24062486928015
P26;MO_60;60;21;-1.860465;.202240000000003;-4.771576;-4.771576;2.94605199999999;1.630603;2.34225;0;.264891448920657;-.0423843191431936
P26;MO_60;60;22;1.12588;3.137528;3.637528;-5.482498;.202240000000003;1.860465;12.63285;0;.264891448920657;.862544013406907
P26;MO_60;60;23;1.281701;2.830803;.808411000000007;2.7;3.137528;1.12588;.9891;1;.264891448920657;3.50168787906149
P26;MO_60;60;24;999;2.631394;2.024636;-2.528556;2.830803;1.281701;5.1453;0;.264891448920657;1.29968744999101
P26;MO_60;60;25;.995192;2.841438;12.141438;-1.111206;2.631394;7.5;2.72835;0;.264891448920657;.23402812747551
P26;MO_60;60;26;.74505;2.836106;5.136106;8.6;2.841438;.995192;5.6628;0;.264891448920657;.55218992754433
P26;MO_60;60;27;1.438806;2.83394600000001;1.31588000000001;14;2.836106;.74505;3.186;1;.264891448920657;2.15365078882572
P26;MO_60;60;28;1.263243;2.839882;-2.025001;-2.025001;2.83394600000001;1.438806;5.1453;0;.264891448920657;-1.4024101716493
P26;MO_60;60;29;.241019;3.648613;10.148613;-5.372108;2.839882;1.263243;.31095;0;.264891448920657;.359518389360201
P26;MO_60;60;30;-.353717;3.53967299999999;19.139673;26.5;3.648613;.241019;1.88595;0;.264891448920657;.184939053033978
P26;MO_60;60;31;.918972;3.03990999999999;3.93990999999999;7.9;3.53967299999999;.353717;7.86015;0;.264891448920657;.771568386079885
P26;MO_60;60;32;.83013;6.47406000000001;16.37406;-.103149;3.03990999999999;.918972;2.43495;0;.264891448920657;.395385139666033
P26;MO_60;60;33;.266633;4.55442000000001;11.95442;11.4;6.47406000000001;.83013;1.9773;0;.264891448920657;.380982096998433
P26;MO_60;60;34;-1.650771;6.489029;3.660515;5.9;4.55442000000001;.266633;.98865;1;.264891448920657;1.77270930456507
P26;MO_60;60;35;-1.798479;1.82454700000001;-3.33583799999999;-3.335838;6.489029;1.650771;5.95485;0;.264891448920657;-.546953119426068
P26;MO_60;60;36;.95098;4.25790500000001;4.85790500000001;-5.667022;1.82454700000001;1.798479;7.164;0;.264891448920657;.87648996841231
P26;MO_60;60;37;1.309301;3.23504700000001;-.201201999999991;-.201202;4.25790500000001;.95098;3.86325;0;.264891448920657;-16.0786025983845
P26;MO_60;60;38;1.180291;3.838043;3.637146;-3.942276;3.23504700000001;1.309301;2.19735;0;.264891448920657;1.05523479123467
P26;MO_60;60;39;1.458741;3.54522700000001;-.702391999999989;-.702392;3.838043;1.180291;4.76055;0;.264891448920657;-5.04736244148576
P26;MO_60;60;40;1.481622;4.95912200000001;-4.75474499999999;-4.754745;3.54522700000001;1.458741;1.593;0;.264891448920657;-1.04298379828992
P26;MO_60;60;41;-1.366832;5.56814599999998;-10.222702;-10.222702;4.95912200000001;1.481622;6.28065;0;.264891448920657;-.544684370140104
P26;MO_60;60;42;-.882357;.812576000000007;-16.296249;-16.296249;5.56814599999998;1.366832;9.38655;0;.264891448920657;-.0498627628971555
P26;MO_60;60;43;.273164;3.552063;7.252063;-17.511215;.812576000000007;.882357;9.9099;0;.264891448920657;.489800350603683
P26;MO_60;60;44;-.32912;.408279999999991;7.80827999999999;7.2;3.552063;.273164;1.37295;0;.264891448920657;.0522880839314153
P26;MO_60;60;45;.235912;2.83268799999999;4.73268799999999;6.4;.408279999999991;.32912;1.66635;0;.264891448920657;.598536814596694
P26;MO_60;60;46;1.643701;1.61947600000002;.707305000000019;1.3;2.83268799999999;.235912;4.76055;1;.264891448920657;2.28964308183878
P26;MO_60;60;47;-1.704204;.303664999999995;-1.423005;-1.423005;1.61947600000002;1.643701;6.44355;0;.264891448920657;-.213397001416014
P26;MO_60;60;48;1.625825;2.02432200000001;-2.13485799999999;-2.134858;.303664999999995;1.704204;9.5949;0;.264891448920657;-.948223254193028
P26;MO_60;60;49;1.574282;2.53422599999999;-4.66914400000001;-4.669144;2.02432200000001;1.625825;1.6659;0;.264891448920657;-.542760300389104
P26;MO_60;60;50;1.750556;.604309000000001;-7.710953;-7.710953;2.53422599999999;1.574282;1.81305;0;.264891448920657;-.078370209233541
P26;MO_60;60;51;.053338;5.260895;33.260895;-8.819657;.604309000000001;1.750556;4.3947;0;.264891448920657;.158170578392434
P26;MO_60;60;52;.238931;3.54267899999999;6.54267899999999;20.3;5.260895;.053338;3.84975;0;.264891448920657;.54147223178762
P26;MO_60;60;53;1.276189;3.14424099999999;2.133453;14.7;3.54267899999999;.238931;2.4903;1;.264891448920657;1.47378029888635
P26;MO_60;60;54;1.216487;2.94104000000002;-1.51396199999999;-1.513962;3.14424099999999;1.276189;3.2409;0;.264891448920657;-1.94261150544072
P26;MO_60;60;55;.60227;4.44927999999999;21.24928;-4.965164;2.94104000000002;1.216487;1.13535;0;.264891448920657;.209384976808626
P26;MO_60;60;56;-.303205;4.862503;20.262503;15.4;4.44927999999999;.60227;1.062;0;.264891448920657;.239975436400922
P26;MO_60;60;57;-.54018;3.43412700000002;23.234127;14.3;4.862503;.303205;.7506;0;.264891448920657;.147805295202183
P26;MO_60;60;58;-.561034;4.16134600000001;13.861346;26.9;3.43412700000002;.54018;.7506;0;.264891448920657;.300212259328929
P26;MO_60;60;59;-.417899;4.55711399999998;21.757114;15.5;4.16134600000001;.561034;.7506;0;.264891448920657;.209453974456354
P26;MO_60;60;60;.144362;3.84375;9.54375;16.6;4.55711399999998;.417899;.4581;0;.264891448920657;.402750491159136
P26;MO_60;60;61;-1.093795;6.27552800000001;3.039749;6.8;3.84375;.144362;1.35495;1;.264891448920657;2.06448887720664
P28;MO_60;60;1;-.004216;2.757106;6.357106;7.1; ; ;4.22955;0;.279842348274513;.433704581927688
P28;MO_60;60;2;-.784517;2.852783;5.452783;5;2.757106;.004216;6.1938;0;.279842348274513;.523179264606715
P28;MO_60;60;3;-.404499;2.32603;12.72603;9.9;2.852783;.784517;5.95575;0;.279842348274513;.182777346902373
P28;MO_60;60;4;-.221137;2.7268;6.7268;9.2;2.32603;.404499;2.10555;0;.279842348274513;.405363620146281
P28;MO_60;60;5;-.290787;2.836153;14.136153;25.7;2.7268;.221137;5.36985;0;.279842348274513;.20063117596421
P28;MO_60;60;6;-.577138;3.445618;5.845618;7.7;2.836153;.290787;3.47895;0;.279842348274513;.58943605278347
P28;MO_60;60;7;-.310569;2.827116;15.927116;9.7;3.445618;.577138;8.0793;0;.279842348274513;.177503322007575
P28;MO_60;60;8;-.426447;3.742024;21.542024;10.4;2.827116;.310569;4.00995;0;.279842348274513;.173708097252143
P28;MO_60;60;9;.317192;3.945614;15.945614;8.1;3.742024;.426447;6.26715;0;.279842348274513;.247441961156215
P28;MO_60;60;10;.376459;3.948449;7.348449;8.3;3.945614;.317192;7.23735;0;.279842348274513;.537317330500627
P28;MO_60;60;11;.475044;2.628338;7.628338;9.9;3.948449;.376459;4.9986;0;.279842348274513;.344549232086989
P28;MO_60;60;12;-.015778;3.236256;15.536256;11.6;2.628338;.475044;5.2182;0;.279842348274513;.20830346770805
P28;MO_60;60;13;.753996;3.45222099999999;5.55222099999999;6.7;3.236256;.015778;4.89375;0;.279842348274513;.621772980578402
P28;MO_60;60;14;1.278244;2.123321;1.314552;9.3;3.45222099999999;.753996;6.7383;1;.279842348274513;1.61524306379664
P28;MO_60;60;15;1.425747;.711615999999999;-1.313374;-1.313374;2.123321;1.278244;2.61315;0;.279842348274513;-.5418228166539
P28;MO_60;60;16;.460627;1.924187;6.024187;-2.432346;.711615999999999;1.425747;11.412;0;.279842348274513;.319410237431209
P28;MO_60;60;17;-.141903;2.837166;5.937166;11;1.924187;.460627;3.8637;0;.279842348274513;.47786536539487
P28;MO_60;60;18;-.885463;2.336575;6.736575;3.4;2.837166;.141903;6.12045;0;.279842348274513;.346849103587505
P28;MO_60;60;19;-.459415;2.02417;11.82417;8;2.336575;.885463;8.6652;0;.279842348274513;.171189182834821
P28;MO_60;60;20;-.245925;2.427353;7.327353;9.1;2.02417;.459415;1.5201;0;.279842348274513;.331272834814973
P28;MO_60;60;21;-.51974;3.34421599999999;8.24421599999999;31.8;2.427353;.245925;3.186;0;.279842348274513;.405643908408027
P28;MO_60;60;22;.269608;3.138809;23.938809;17.9;3.34421599999999;.51974;6.72435;0;.279842348274513;.131118010089809
P28;MO_60;60;23;.744937;2.42583399999999;15.225834;11.4;3.138809;.269608;3.699;0;.279842348274513;.15932355495272
P28;MO_60;60;24;.185789;2.929535;13.229535;6.8;2.42583399999999;.744937;5.74965;0;.279842348274513;.221438999934616
P28;MO_60;60;25;.305664;3.04604400000001;27.046044;9.8;2.929535;.185789;1.88595;0;.279842348274513;.112624382331109
P28;MO_60;60;26;-.765521;4.36151099999999;5.36151099999999;10.7;3.04604400000001;.305664;3.4056;0;.279842348274513;.813485414839212
P28;MO_60;60;27;-1.383496;.807144000000008;8.10462807976364E-15;0;4.36151099999999;.765521;5.5161;0;.279842348274513;99590504592722.4
P28;MO_60;60;28;-.984155;1.519318;11.019318;-1.311943;.807144000000008;1.383496;9.36135;0;.279842348274513;.137877679907232
P28;MO_60;60;29;-.580156;3.338814;7.138814;9.6;1.519318;.984155;3.4056;0;.279842348274513;.46769869616998
P28;MO_60;60;30;-.478408;2.940613;14.140613;18.2;3.338814;.580156;5.7357;0;.279842348274513;.207955128960817
P28;MO_60;60;31;-1.3527;3.74399500000001;3.239395;8.9;2.940613;.478408;2.4903;1;.279842348274513;1.15576982739061
P28;MO_60;60;32;-.754219;1.92113499999999;5.12113499999999;-1.011665;3.74399500000001;1.3527;13.85685;0;.279842348274513;.375138519097816
P28;MO_60;60;33;.988494;1.72249599999999;2.22249599999999;11.9;1.92113499999999;.754219;4.23;0;.279842348274513;.775027716585316
P28;MO_60;60;34;1.236069;.506355999999997;-.204711000000003;-.204711;1.72249599999999;.988494;12.23505;0;.279842348274513;-2.47351632301141
P28;MO_60;60;35;.936084;.915177;22.915177;-1.216079;.506355999999997;1.236069;9.3654;0;.279842348274513;.0399375924523734
P28;MO_60;60;36;.454039;1.92602600000001;5.12602600000001;23.8;.915177;.936084;5.42475;0;.279842348274513;.375734730959228
P28;MO_60;60;37;-.926101;3.346191;3.746191;8.7;1.92602600000001;.454039;5.60295;0;.279842348274513;.893224878283035
P28;MO_60;60;38;-1.866614;1.416481;-.303115999999996;-.303116;3.346191;.926101;7.7868;0;.279842348274513;-4.67306575700398
P28;MO_60;60;39;-.517335;1.620659;5.920659;-2.226432;1.416481;1.866614;17.06625;0;.279842348274513;.273729495314626
P28;MO_60;60;40;.7016;1.216461;3.116461;8.3;1.620659;.517335;6.70545;0;.279842348274513;.390334100121901
P28;MO_60;60;41;1.03375;.605095000000006;9.10509500000001;5.3;1.216461;.7016;7.01415;0;.279842348274513;.0664567475682577
P28;MO_60;60;42;.659729;1.315124;11.115124;4.1;.605095000000006;1.03375;12.04965;0;.279842348274513;.118318428116501
P28;MO_60;60;43;.323813;2.64392100000001;8.64392100000001;11.6;1.315124;.659729;.3843;0;.279842348274513;.305870564990125
P28;MO_60;60;44;.359785;2.422821;22.022821;5.9;2.64392100000001;.323813;5.60295;0;.279842348274513;.110014107638617
P28;MO_60;60;45;-.127452;3.14154099999999;39.641541;18.2;2.422821;.359785;3.09465;0;.279842348274513;.0792487103364622
P28;MO_60;60;46;.196013;2.63571199999998;5.73571199999998;11.8;3.14154099999999;.127452;5.04;0;.279842348274513;.459526559213571
P28;MO_60;60;47;1.041554;1.928314;2.428314;6.9;2.63571199999998;.196013;6.2622;0;.279842348274513;.794095821215873
P28;MO_60;60;48;1.150918;.506897000000009;-.203658999999991;-.203659;1.928314;1.041554;16.452;0;.279842348274513;-2.48894966586319
P28;MO_60;60;49;.508422;2.333054;4.633054;6;.506897000000009;1.150918;10.0386;0;.279842348274513;.503567193475405
P28;MO_60;60;50;.691422;2.02775600000001;1000002.027756;7.2;2.333054;.508422;6.0426;0;.279842348274513;2.02775188821395E-06
P28;MO_60;60;51;.074584;2.531341;8.831341;5.5;2.02775600000001;.691422;4.0833;0;.279842348274513;.286631554596295
P28;MO_60;60;52;-.63856;3.45253;19.75253;6.3;2.531341;.074584;7.54875;0;.279842348274513;.174789254844822
P28;MO_60;60;53;.206282;2.528503;7.128503;14.8;3.45253;.63856;7.9146;0;.279842348274513;.354703224505903
P28;MO_60;60;54;.803263;2.43945299999999;18.039453;5.6;2.528503;.206282;6.98805;0;.279842348274513;.135228767745895
P28;MO_60;60;55;.28767;2.94374099999999;8.74374099999999;5.7;2.43945299999999;.803263;4.5414;0;.279842348274513;.336668366549283
P28;MO_60;60;56;-.970281;3.446304;23.146304;5;2.94374099999999;.28767;9.8739;0;.279842348274513;.148892194624248
P28;MO_60;60;57;-.084321;2.028412;7.728412;7.6;3.446304;.970281;10.8081;0;.279842348274513;.26246168035555
P28;MO_60;60;58;.748713;2.63443000000001;13.63443;15.3;2.028412;.084321;3.91815;0;.279842348274513;.19321893177786
P28;MO_60;60;59;-.205273;3.649292;7.049292;6.3;2.63443000000001;.748713;3.1131;0;.279842348274513;.517682059418166
P28;MO_60;60;60;-.721776;2.93963600000001;11.639636;2.7;3.649292;.205273;11.2473;0;.279842348274513;.252553945845043
P28;MO_60;60;61;.094383;3.02507;21.92507;22.7;2.93963600000001;.721776;9.96525;0;.279842348274513;.137973105673095
P28;MO_60;60;62;.553996;3.045242;14.645242;12.2;3.02507;.094383;3.09465;0;.279842348274513;.207933880505355
P28;MO_60;60;63;-.310198;3.439132;6.839132;10.5;3.045242;.553996;0;0;.279842348274513;.502860889364323
P28;MO_60;60;64;-.085019;3.44549599999999;9.44549599999999;2.8;3.439132;.310198;9.9657;0;.279842348274513;.36477660887263
P28;MO_60;60;65;.6297;3.35296599999998;16.452966;21.3;3.44549599999999;.085019;.0729;0;.279842348274513;.203790976046506
P28;MO_60;60;66;.95958;4.55912800000002;4.95912800000002;7.2;3.35296599999998;.6297;11.54025;0;.279842348274513;.91934065827702
P28;MO_60;60;67;1.797841;1.21542300000002;-.303970999999984;-.303971;4.55912800000002;.95958;14.80365;0;.279842348274513;-3.99848340795696
P28;MO_60;60;68;.506618;1.42120400000002;3.82120400000002;-2.02594;1.21542300000002;1.797841;33.00705;0;.279842348274513;.371925707185487
P28;MO_60;60;69;-1.122175;1.41537500000001;1.41537500000001;2.1;1.42120400000002;.506618;7.36785;1;.279842348274513;1
P28;MO_60;60;70;-.586193;1.41903699999997;5.51903699999997;-.504806;1.41537500000001;1.122175;9.14175;0;.279842348274513;.257116775988271
P28;MO_60;60;71;.52053;1.616974;19.616974;4.8;1.41903699999997;.586193;5.47605;0;.279842348274513;.082427289754271
P28;MO_60;60;72;.78412;1.615386;16.615386;8.1;1.616974;.52053;7.1451;0;.279842348274513;.0972222974536974
P29;MO_60;60;1;.197278;2.956717;8.756717;3.3;.410454;.059355;9.96525;0;.142876616760567;.337651313842848
P29;MO_60;60;2;.006524;3.532716;9.332716;13.6;2.956717;.197278;9.6723;0;.142876616760567;.37853032279135
P29;MO_60;60;3;-.134811;3.546891;38.246891;7.2;3.532716;.006524;12.2364;0;.142876616760567;.0927367142076986
P29;MO_60;60;4;.113064;5.777874;10.077874;5.6;3.546891;.134811;12.76695;0;.142876616760567;.573322706753428
P29;MO_60;60;5;-1.796763;3.350504;2.639828;8.2;5.777874;.113064;11.4669;1;.142876616760567;1.26921299417992
P29;MO_60;60;6;-.859911;.404178000000002;-1.22377;-1.22377;3.350504;1.796763;17.87715;0;.142876616760567;-.330272845387615
P29;MO_60;60;7;1.704831;.811071999999999;-2.135383;-2.135383;.404178000000002;.859911;36.28215;0;.142876616760567;-.379825071193317
P29;MO_60;60;8;.29964;.406475999999998;3.606476;4.8;.811071999999999;1.704831;7.1253;0;.142876616760567;.112707252176362
P29;MO_60;60;9;-.058804;.705458000000004;6.805458;3.8;.406475999999998;.29964;12.6207;0;.142876616760567;.103660620637142
P29;MO_60;60;10;.02279;2.63125599999999;7.33125599999999;16.7;.705458000000004;.058804;10.35;0;.142876616760567;.358909305581471
P29;MO_60;60;11;.185432;2.639572;7.139572;47.3;2.63125599999999;.02279;10.11195;0;.142876616760567;.369710117077046
P29;MO_60;60;12;.223505;4.053371;15.653371;7;2.639572;.185432;11.1006;0;.142876616760567;.258945565143764
P29;MO_60;60;13;.350128;4.36013;15.66013;6.6;4.053371;.223505;9.0684;0;.142876616760567;.278422337490174
P29;MO_60;60;14;.39954;5.468724;24.468724;58.1;4.36013;.350128;2.05065;0;.142876616760567;.223498536335609
P29;MO_60;60;15;.499378;5.165276;17.265276;31.9;5.468724;.39954;1.28205;0;.142876616760567;.299171354109833
P29;MO_60;60;16;.619038;5.25578300000001;1000005.255783;37;5.165276;.499378;1.062;0;.142876616760567;5.25575537689025E-06
P29;MO_60;60;17;.046679;6.494072;21.994072;29.9;5.25578300000001;.619038;1.9044;0;.142876616760567;.295264651311499
P29;MO_60;60;18;-.436361;7.60037199999999;12.400372;11.2;6.494072;.046679;4.0833;0;.142876616760567;.6129148383613
P29;MO_60;60;19;-.5864;1.11921699999999;8.01921699999999;7.6;7.60037199999999;.436361;3.30075;0;.142876616760567;.139566867937355
P29;MO_60;60;20;.01435;2.83223000000001;7.83223000000001;4.8;1.11921699999999;.5864;7.4754;0;.142876616760567;.361612210060226
P29;MO_60;60;21;1.11837;7.50025100000001;6.079971;6.3;2.83223000000001;.01435;5.80905;1;.142876616760567;1.23359979842009
P29;MO_60;60;22;.784231;3.651718;5.651718;7.2;7.50025100000001;1.11837;6.7383;0;.142876616760567;.646125302076289
P29;MO_60;60;23;.567214;5.165093;14.865093;11.2;3.651718;.784231;4.68765;0;.142876616760567;.347464560093906
P29;MO_60;60;24;-.617989;4.260285;6.560285;9.1;5.165093;.567214;1.7397;0;.142876616760567;.64940547552431
P29;MO_60;60;25;-.690703;3.74878699999999;11.848787;11.2;4.260285;.617989;5.8824;0;.142876616760567;.316385719483352
P29;MO_60;60;26;.39015;2.73201800000001;18.832018;6.9;3.74878699999999;.690703;5.3514;0;.142876616760567;.145073034658315
P29;MO_60;60;27;-1.535886;6.385864;2.843552;7.9;2.73201800000001;.39015;5.74965;1;.142876616760567;2.24573491182859
P29;MO_60;60;28;-1.262625;1.31740500000001;-4.04617299999999;-4.046173;6.385864;1.535886;5.3424;0;.142876616760567;-.325592850330427
