id;drive;speed.kmh;occ_nr;off;OT;TLC;FADE1.TLC.min;last_OT;last_FADE0.off.abs;steer.ampl;true.TLC.1.0;off.sd.avg.100.so;ratio_OT_TLC 
P10;MO_60;60;70;-.270182;2.52842699999999;14.028427;13.9;2.332337;.315388;.6039;0;.644271298379488;.180235959455753
P10;MO_60;60;71;.814096;4.751709;5.951709;1000000;2.52842699999999;.270182;2.637;0;.644271298379488;.79837723920978
P10;MO_60;60;72;.97649;2.32978800000001;.202834999999993;.3;4.751709;.814096;7.2513;1;.644271298379488;11.4861241896127
P10;MO_60;60;73;.828526;.303009000000003;2.603009;8;2.32978800000001;.97649;1.2087;0;.644271298379488;.116407204124151
P11;MO_60;60;1;.317821;1.328169;3.428169;3.4;1.119166;.612298;7.25535;0;.206824215039977;.387428099373164
P11;MO_60;60;2;1.096529;1.21855;10.71855;1.3;1.328169;.317821;13.1481;0;.206824215039977;.113686086270997
P11;MO_60;60;3;.752399;1.015399;4.815399;6.9;1.21855;1.096529;6.45975;0;.206824215039977;.210864977128583
P11;MO_60;60;4;.026308;.60718;10.20718;18.2;1.015399;.752399;3.39165;0;.206824215039977;.0594855777991571
P11;MO_60;60;5;-.317436;.712538;5.712538;5.9;.60718;.026308;1.88595;0;.206824215039977;.124732299373763
P11;MO_60;60;6;.20634;1.416652;4.516652;4.4;.712538;.317436;2.7144;0;.206824215039977;.313650907796306
P11;MO_60;60;7;.812899;1.41453;7.91453;2.6;1.416652;.20634;6.64695;0;.206824215039977;.178725710812897
P11;MO_60;60;8;-.157094;1.920771;4.420771;5.3;1.41453;.812899;5.25645;0;.206824215039977;.43448778504926
P11;MO_60;60;9;-.771249;1.214125;5.714125;7.2;1.920771;.157094;1.73925;0;.206824215039977;.212477850939558
P11;MO_60;60;10;.038833;1.413131;5.513131;4.2;1.214125;.771249;4.3623;0;.206824215039977;.256320954463081
P11;MO_60;60;11;.773569;1.211087;13.311087;3.7;1.413131;.038833;1.7397;0;.206824215039977;.090983328408867
P11;MO_60;60;12;.84535;1.116026;6.116026;7.9;1.211087;.773569;1.13535;0;.206824215039977;.182475679468989
P11;MO_60;60;13;-.008955;1.519934;6.719934;5.5;1.116026;.84535;2.03265;0;.206824215039977;.226182876200867
P11;MO_60;60;14;-.472758;1.317842;6.917842;15.8;1.519934;.008955;4.45365;0;.206824215039977;.190499002434574
P11;MO_60;60;15;-.208823;1.318806;19.518806;15.3;1.317842;.472758;.6777;0;.206824215039977;.0675659156610297
P11;MO_60;60;16;-.083273;1.71698;14.51698;16.9;1.318806;.208823;0;0;.206824215039977;.118273910964953
P11;MO_60;60;17;-.204601;1.922538;15.222538;11.8;1.71698;.083273;.4581;0;.206824215039977;.12629549684816
P11;MO_60;60;18;-.413493;1.417611;15.117611;16;1.922538;.204601;.07335;0;.206824215039977;.0937721575188037
P11;MO_60;60;19;-.42911;1.114639;7.214639;11.9;1.417611;.413493;2.62305;0;.206824215039977;.154496850084945
P11;MO_60;60;20;.009969;1.31483100000001;19.814831;5.8;1.114639;.42911;2.71035;0;.206824215039977;.0663559028083565
P11;MO_60;60;21;.240473;1.420181;15.520181;17.3;1.31483100000001;.009969;0;0;.206824215039977;.0915054405615501
P11;MO_60;60;22;.220758;1.523899;14.423899;17.7;1.420181;.240473;.07335;0;.206824215039977;.105650975509465
P11;MO_60;60;23;-.055182;1.923904;13.223904;11.7;1.523899;.220758;.38475;0;.206824215039977;.145486839589882
P11;MO_60;60;24;-.447905;1.923832;29.223832;12.1;1.923904;.055182;.45765;0;.206824215039977;.0658309286749253
P11;MO_60;60;25;-.413388;1.817749;6.217749;16.6;1.923832;.447905;3.61215;0;.206824215039977;.292348404543188
P11;MO_60;60;26;.605476;1.932652;4.432652;5.5;1.817749;.413388;.531;0;.206824215039977;.436003548214477
P11;MO_60;60;27;1.03309;1.419319;10.419319;2.6;1.932652;.605476;2.5632;0;.206824215039977;.136219939134218
P11;MO_60;60;28;.561682;1.416786;6.316786;8.3;1.419319;1.03309;2.8017;0;.206824215039977;.224289060924337
P11;MO_60;60;29;-.356325;1.718281;15.018281;20.5;1.416786;.561682;.91575;0;.206824215039977;.114412628182946
P11;MO_60;60;30;-.515275;1.61878599999999;8.11878599999999;9.7;1.718281;.356325;.1647;0;.206824215039977;.199387691706616
P11;MO_60;60;31;.13535;2.335266;8.235266;10.2;1.61878599999999;.515275;0;0;.206824215039977;.28356898247124
P11;MO_60;60;32;.588549;1.51201599999999;13.412016;28.3;2.335266;.13535;.9891;0;.206824215039977;.112735922772534
P11;MO_60;60;33;.228898;2.226356;7.526356;9.7;1.51201599999999;.588549;1.57455;0;.206824215039977;.295807958060979
P11;MO_60;60;34;-.357962;2.326981;9.826981;16.8;2.226356;.228898;.91575;0;.206824215039977;.2367951052312
P11;MO_60;60;35;.008028;2.23144600000001;10.431446;7.5;2.326981;.357962;1.3734;0;.206824215039977;.213915309536186
P11;MO_60;60;36;999;1.81675;11.51675;17.6;2.23144600000001;.008028;.60435;0;.206824215039977;.157748496754727
P11;MO_60;60;37;-.061944;2.335854;9.435854;10.5;1.81675;7.5;.38475;0;.206824215039977;.247550884106515
P11;MO_60;60;38;-.582341;2.225075;36.225075;1000000;2.335854;.061944;.1467;0;.206824215039977;.0614236133396549
P11;MO_60;60;39;-.480497;1.925392;7.325392;10.5;2.225075;.582341;.7686;0;.206824215039977;.262838084296376
P11;MO_60;60;40;.222936;1.81996199999999;21.619962;9.8;1.925392;.480497;.60435;0;.206824215039977;.0841797039236235
P11;MO_60;60;41;.443846;1.71745299999999;13.117453;13.6;1.81996199999999;.222936;.75105;0;.206824215039977;.130928847238865
P11;MO_60;60;42;.239439;2.03033499999999;19.330335;11.7;1.71745299999999;.443846;.7506;0;.206824215039977;.10503361685144
P11;MO_60;60;43;-.213988;3.047196;18.547196;15.8;2.03033499999999;.239439;.2196;0;.206824215039977;.16429416069146
P11;MO_60;60;44;-.528063;2.02188099999999;29.721881;13.8;3.047196;.213988;.38475;0;.206824215039977;.0680266837754983
P11;MO_60;60;45;-.558714;2.02047800000001;11.020478;15.8;2.02188099999999;.528063;.531;0;.206824215039977;.183338508547452
P11;MO_60;60;46;.085095;2.63285099999999;8.53285099999999;10.2;2.02047800000001;.558714;.0729;0;.206824215039977;.308554667132942
P11;MO_60;60;47;.434539;2.022728;14.122728;11.1;2.63285099999999;.085095;1.593;0;.206824215039977;.143225019981975
P11;MO_60;60;48;-.251235;3.64913200000001;9.04913200000001;11;2.022728;.434539;.6039;0;.206824215039977;.403257682615306
P11;MO_60;60;49;-1.00967;2.732766;5.032766;5.2;3.64913200000001;.251235;.9153;0;.206824215039977;.542994846174052
P11;MO_60;60;50;-.652243;1.922241;6.722241;8.4;2.732766;1.00967;2.3301;0;.206824215039977;.285952407835423
P11;MO_60;60;51;.594653;2.31920700000001;5.51920700000001;5.7;1.922241;.652243;1.4283;0;.206824215039977;.420206562283314
P11;MO_60;60;52;.783866;1.52301800000001;8.32301800000001;8.3;2.31920700000001;.594653;4.15665;0;.206824215039977;.182988670696135
P11;MO_60;60;53;.093543;2.02602399999999;35.726024;7.1;1.52301800000001;.783866;1.88595;0;.206824215039977;.0567100330000335
P11;MO_60;60;54;-.308126;2.53164700000001;9.63164700000001;19;2.02602399999999;.093543;1.2816;0;.206824215039977;.262846738465395
P11;MO_60;60;55;.551636;2.94430499999999;5.64430499999999;7;2.53164700000001;.308126;.6039;0;.206824215039977;.521641725597748
P11;MO_60;60;56;.932554;2.022537;10.222537;3.9;2.94430499999999;.551636;2.56365;0;.206824215039977;.197850787920846
P11;MO_60;60;57;.234609;2.22590600000001;23.025906;7.4;2.022537;.932554;2.63655;0;.206824215039977;.0966696381024056
P11;MO_60;60;58;-.241999;2.84120100000001;16.941201;14.5;2.22590600000001;.234609;.6777;0;.206824215039977;.167709538420565
P11;MO_60;60;59;-.16079;2.93632499999998;15.036325;14.9;2.84120100000001;.241999;.1647;0;.206824215039977;.195282091867526
P11;MO_60;60;60;.349287;3.44013999999999;9.44013999999999;12;2.93632499999998;.16079;0;0;.206824215039977;.364416205691864
P11;MO_60;60;61;.584346;2.427536;10.927536;8.6;3.44013999999999;.349287;1.9593;0;.206824215039977;.222148524607926
P11;MO_60;60;62;-.175111;2.72966;8.22966;7.6;2.427536;.584346;1.35495;0;.206824215039977;.331685634643472
P11;MO_60;60;63;-.696105;2.43107599999999;13.531076;6.4;2.72966;.175111;1.51965;0;.206824215039977;.179666125591194
P11;MO_60;60;64;-.295274;2.53697199999999;9.43697199999999;11.3;2.43107599999999;.696105;.0729;0;.206824215039977;.268833265585613
P11;MO_60;60;65;.340014;2.33059700000001;18.130597;8.2;2.53697199999999;.295274;1.35495;0;.206824215039977;.128544967383038
P11;MO_60;60;66;.323246;2.82956000000001;17.62956;14.7;2.33059700000001;.340014;.6957;0;.206824215039977;.160500886011903
P11;MO_60;60;67;-.33315;3.43804899999998;9.13804899999998;13.5;2.82956000000001;.323246;0;0;.206824215039977;.376234467554287
P11;MO_60;60;68;-.8031;3.13854999999998;16.03855;28.2;3.43804899999998;.33315;.9153;0;.206824215039977;.195687889491256
P11;MO_60;60;69;-.128319;3.038681;8.038681;13.1;3.13854999999998;.8031;.531;0;.206824215039977;.378007411912477
P11;MO_60;60;70;.770801;2.83364900000001;7.03364900000001;5.7;3.038681;.128319;1.73925;0;.206824215039977;.402870401977694
P11;MO_60;60;71;.514222;2.023056;6.323056;11.4;2.83364900000001;.770801;2.72835;0;.206824215039977;.319949087909391
P11;MO_60;60;72;-.414279;2.02401800000001;9.12401800000001;4.9;2.023056;.514222;3.3921;0;.206824215039977;.22183406477278
P11;MO_60;60;73;.054455;2.53698699999998;8.23698699999998;6.6;2.02401800000001;.414279;2.2707;0;.206824215039977;.307999393467537
P11;MO_60;60;74;.641574;2.133545;19.833545;5.3;2.53698699999998;.054455;2.41695;0;.206824215039977;.107572549435817
P11;MO_60;60;75;.412997;2.52690200000001;8.42690200000001;19;2.133545;.641574;1.35495;0;.206824215039977;.299861325075337
P11;MO_60;60;76;-.505553;2.22451799999999;7.62451799999999;6.3;2.52690200000001;.412997;1.2087;0;.206824215039977;.29175850853785
P11;MO_60;60;77;-.739326;2.329621;8.929621;11.3;2.22451799999999;.505553;.23805;0;.206824215039977;.260886884224986
P11;MO_60;60;78;-.072813;1.920975;1000001.920975;5.7;2.329621;.739326;3.11265;0;.206824215039977;1.92097130986214E-06
P11;MO_60;60;79;.240608;2.02604700000001;16.626047;43.8;1.920975;.072813;1.593;0;.206824215039977;.121859814302222
P11;MO_60;60;80;.139907;2.031372;33.331372;57.7;2.02604700000001;.240608;.07335;0;.206824215039977;.060944745988854
P11;MO_60;60;81;-.163831;2.63574300000002;56.535743;26.8;2.031372;.139907;.07335;0;.206824215039977;.0466208253422975
P11;MO_60;60;82;-.549609;2.63661199999999;13.736612;1000000;2.63574300000002;.163831;.1467;0;.206824215039977;.191940487217663
P11;MO_60;60;83;-.717511;1.92411799999999;16.224118;16.8;2.63661199999999;.549609;.29295;0;.206824215039977;.118596154194637
P11;MO_60;60;84;-.534757;2.02597;18.42597;13.5;1.92411799999999;.717511;.531;0;.206824215039977;.109951877703046
P12;MO_60;60;1;.051045;.406912;17.406912;26.9;.613825;.210172;.531;0;.205341438302374;.0233764610288143
P12;MO_60;60;2;.33783;.921466;18.821466;17.9;.406912;.051045;.1467;0;.205341438302374;.0489582479919471
P12;MO_60;60;3;.335709;2.943383;12.343383;10.7;.921466;.33783;1.50165;0;.205341438302374;.238458370772421
P12;MO_60;60;4;-1.070861;4.253268;4.453268;8.3;2.943383;.335709;.38475;0;.205341438302374;.955089161487699
P12;MO_60;60;5;-1.43077;.604761;-.405512;-.405512;4.253268;1.070861;0;0;.205341438302374;-1.4913516739332
P12;MO_60;60;6;-1.162648;.304846000000001;-1.517443;-1.517443;.604761;1.43077;3.25935;0;.205341438302374;-.200894531129012
P12;MO_60;60;7;-.058816;1.010671;18.210671;2;.304846000000001;1.162648;4.6143;0;.205341438302374;.0554988336234288
P12;MO_60;60;8;.413112;.303895999999998;10.903896;13;1.010671;.058816;.60435;0;.205341438302374;.0278704052202991
P12;MO_60;60;9;.964336;2.229761;7.329761;9.2;.303895999999998;.413112;3.64365;0;.205341438302374;.304206508234034
P12;MO_60;60;10;.957929;1.010459;12.110459;9.7;2.229761;.964336;1.50165;0;.205341438302374;.0834368870742224
P12;MO_60;60;11;.406839;2.231524;10.131524;10.4;1.010459;.957929;.6777;0;.205341438302374;.220255511411709
P12;MO_60;60;12;-.335999;2.529369;7.229369;10.6;2.231524;.406839;2.2707;0;.205341438302374;.349874103811826
P12;MO_60;60;13;.09165;2.533897;5.633897;9.4;2.529369;.335999;4.06935;0;.205341438302374;.449759198650597
P12;MO_60;60;14;.750469;2.118561;10.618561;10.8;2.533897;.09165;3.0213;0;.205341438302374;.199514887186691
P12;MO_60;60;15;.447928;1.828899;7.428899;14.6;2.118561;.750469;2.4903;0;.205341438302374;.246187086404055
P12;MO_60;60;16;.077806;2.436474;10.836474;10;1.828899;.447928;2.58165;0;.205341438302374;.224840109430429
P12;MO_60;60;17;-.403082;3.033883;29.833883;11.8;2.436474;.077806;1.66635;0;.205341438302374;.101692528592406
P12;MO_60;60;18;-.539562;3.341797;12.141797;26.3;3.033883;.403082;1.2087;0;.205341438302374;.275230841036133
P12;MO_60;60;19;-.191993;2.329628;9.229628;6.8;3.341797;.539562;3.02625;0;.205341438302374;.252407572656233
P12;MO_60;60;20;.369687;3.645245;21.345245;32.5;2.329628;.191993;2.3436;0;.205341438302374;.170775505270612
P12;MO_60;60;21;.232773;2.724987;22.724987;10.5;3.645245;.369687;2.124;0;.205341438302374;.119911487738145
P12;MO_60;60;22;.189068;3.040142;10.540142;19.4;2.724987;.232773;.7506;0;.205341438302374;.288434633992597
P12;MO_60;60;23;.412183;2.53421;7.83421;11;3.040142;.189068;2.72835;0;.205341438302374;.323479967986561
P12;MO_60;60;24;.222359;3.639168;26.839168;21;2.53421;.412183;2.4903;0;.205341438302374;.135591684511234
P12;MO_60;60;25;.170094;3.644188;11.844188;22.6;3.639168;.222359;1.44675;0;.205341438302374;.307677318191842
P12;MO_60;60;26;.165532;3.14670600000001;22.746706;11.4;3.644188;.170094;2.10555;0;.205341438302374;.138336777201939
P12;MO_60;60;27;-.381928;3.339882;10.139882;18.1;3.14670600000001;.165532;.29295;0;.205341438302374;.329380756107418
P12;MO_60;60;28;-.271838;2.848747;10.348747;9.5;3.339882;.381928;1.83105;0;.205341438302374;.275274581550791
P12;MO_60;60;29;.045488;3.238861;14.038861;12.5;2.848747;.271838;1.37295;0;.205341438302374;.230706821586167
P12;MO_60;60;30;-.481343;4.75515799999999;10.555158;19.1;3.238861;.045488;.67725;0;.205341438302374;.45050562009588
P12;MO_60;60;31;-.55727;3.44047499999999;1000003.440475;34.6;4.75515799999999;.481343;1.7397;0;.205341438302374;3.44046316317249E-06
P12;MO_60;60;32;.272264;4.46788799999999;47.667888;11;3.44047499999999;.55727;1.88595;0;.205341438302374;.0937295145109007
P12;MO_60;60;33;.149057;3.64505800000001;11.045058;10.2;4.46788799999999;.272264;1.2816;0;.205341438302374;.330017099050092
P12;MO_60;60;34;-.810176;3.346405;4.946405;32.7;3.64505800000001;.149057;1.593;0;.205341438302374;.67653275459652
P12;MO_60;60;35;-.721302;1.927307;7.427307;8.1;3.346405;.810176;4.81995;0;.205341438302374;.259489341156896
P12;MO_60;60;36;.180405;2.32322699999999;16.023227;16.1;1.927307;.721302;1.2816;0;.205341438302374;.14499120557925
P12;MO_60;60;37;.223996;3.044602;23.544602;12.6;2.32322699999999;.180405;1.44675;0;.205341438302374;.129312103045955
P12;MO_60;60;38;.029222;3.137985;19.137985;17.5;3.044602;.223996;.7506;0;.205341438302374;.163966321428301
P12;MO_60;60;39;-.270402;4.15542600000001;24.155426;20.5;3.137985;.029222;.8424;0;.205341438302374;.1720286779459
P12;MO_60;60;40;-.443913;3.741547;37.841547;27.3;4.15542600000001;.270402;.9891;0;.205341438302374;.0988740497316349
P12;MO_60;60;41;-.272542;4.15579199999999;21.055792;16.6;3.741547;.443913;.60435;0;.205341438302374;.197370490741929
P12;MO_60;60;42;.331351;4.858383;11.958383;15;4.15579199999999;.272542;0;0;.205341438302374;.40627424293067
P12;MO_60;60;43;.697996;3.23658800000001;7.53658800000001;10.9;4.858383;.331351;2.655;0;.205341438302374;.429450037603224
P12;MO_60;60;44;.676268;3.74388099999999;39.643881;12.7;3.23658800000001;.697996;2.124;0;.205341438302374;.0944378023937664
P12;MO_60;60;45;.378204;4.05706799999999;23.057068;11.1;3.74388099999999;.676268;1.575;0;.205341438302374;.175957671634572
P12;MO_60;60;46;.302795;5.88102699999999;1000005.881027;16;4.05706799999999;.378204;.67725;0;.205341438302374;5.88099241372482E-06
P12;MO_60;60;47;-.097469;5.26272600000001;38.462726;11.4;5.88102699999999;.302795;1.20825;0;.205341438302374;.136826651340313
P12;MO_60;60;48;-.75331;5.676041;9.876041;29.2;5.26272600000001;.097469;.3663;0;.205341438302374;.574728375469482
P12;MO_60;60;49;-.409212;1.92179899999999;6.42179899999999;7.3;5.676041;.75331;2.934;0;.205341438302374;.299261780071284
P12;MO_60;60;50;1.062067;3.23834199999999;3.53834199999999;6;1.92179899999999;.409212;1.7397;0;.205341438302374;.915214527029891
P12;MO_60;60;51;1.27676;.914398000000006;-.305999999999994;-.306;3.23834199999999;1.062067;2.3436;0;.205341438302374;-2.98822875817001
P12;MO_60;60;52;1.139813;.408173000000005;-1.727051;-1.727051;.914398000000006;1.27676;.3663;0;.205341438302374;-.236341022934473
P12;MO_60;60;53;.467006;1.61778200000001;11.917782;10.2;.408173000000005;1.139813;.6777;0;.205341438302374;.135745225076278
P12;MO_60;60;54;-.359299;3.338089;18.538089;27.6;1.61778200000001;.467006;.45765;0;.205341438302374;.180066510631166
P12;MO_60;60;55;-.171644;3.33406099999999;15.134061;13.2;3.338089;.359299;1.13535;0;.205341438302374;.220301807954916
P12;MO_60;60;56;.647317;4.76907299999999;8.76907299999999;11;3.33406099999999;.171644;.531;0;.205341438302374;.543851442450074
P12;MO_60;60;57;.779774;2.537994;26.337994;10.4;4.76907299999999;.647317;2.4903;0;.205341438302374;.0963624640509828
P12;MO_60;60;58;.143301;2.72416699999999;11.224167;9.3;2.537994;.779774;1.593;0;.205341438302374;.242705494314187
P12;MO_60;60;59;-.444214;2.837952;28.737952;11.9;2.72416699999999;.143301;2.5083;0;.205341438302374;.0987527573294019
P12;MO_60;60;60;.292281;3.85922300000001;7.25922300000001;8.6;2.837952;.444214;1.7397;0;.205341438302374;.531630313602434
P12;MO_60;60;61;.913901;3.23822000000001;8.63822000000001;14.4;3.85922300000001;.292281;3.16755;0;.205341438302374;.374871211893192
P12;MO_60;60;62;.669327;2.43682799999999;20.136828;9.3;3.23822000000001;.913901;3.0213;0;.205341438302374;.121013498253051
P12;MO_60;60;63;.511399;4.353408;38.653408;49.2;2.43682799999999;.669327;1.7397;0;.205341438302374;.11262675725773
P13;MO_60;60;1;.571771;1.221891;10.321891;4.3;.715002;.658186;12.2274;0;.104981288361038;.118378599425241
P13;MO_60;60;2;.464756;3.654234;13.554234;49.4;1.221891;.571771;1.8126;0;.104981288361038;.269600923224433
P13;MO_60;60;3;.661568;4.44863;10.44863;9.2;3.654234;.464756;.67725;0;.104981288361038;.42576203770255
P13;MO_60;60;4;.691393;2.630905;18.130905;7.9;4.44863;.661568;3.5523;0;.104981288361038;.145106104742152
P13;MO_60;60;5;-.088632;4.053045;10.153045;14.8;2.630905;.691393;1.20825;0;.104981288361038;.399195019819177
P13;MO_60;60;6;.025527;2.531943;18.031943;7.3;4.053045;.088632;5.7357;0;.104981288361038;.140414319189008
P13;MO_60;60;7;.452744;3.037327;37.437327;12.7;2.531943;.025527;1.3734;0;.104981288361038;.081130979249667
P13;MO_60;60;8;.398824;3.753113;30.753113;19.3;3.037327;.452744;.45765;0;.104981288361038;.122040100460724
P13;MO_60;60;9;.722627;3.65033;5.75033;28;3.753113;.398824;1.7397;0;.104981288361038;.63480356779524
P13;MO_60;60;10;.934388;1.725284;25.625284;8.6;3.65033;.722627;5.29155;0;.104981288361038;.0673274099128033
P13;MO_60;60;11;.862624;2.633404;5.633404;19.5;1.725284;.934388;1.57455;0;.104981288361038;.467462301656334
P13;MO_60;60;12;.673347;1.717831;27.717831;7.3;2.633404;.862624;4.4676;0;.104981288361038;.0619756646903576
P13;MO_60;60;13;.114902;2.939048;51.239048;40.3;1.717831;.673347;.45765;0;.104981288361038;.0573595356416458
P13;MO_60;60;14;.163924;2.733941;7.933941;13.5;2.939048;.114902;.8244;0;.104981288361038;.344588017480846
P13;MO_60;60;15;.599182;2.625408;20.025408;23.7;2.733941;.163924;0;0;.104981288361038;.131103845674455
P13;MO_60;60;16;.54607;3.033836;18.933836;12.5;2.625408;.599182;1.28205;0;.104981288361038;.160233562813156
P13;MO_60;60;17;.568093;3.04330100000001;11.243301;47.7;3.033836;.54607;.60435;0;.104981288361038;.270676823470261
P13;MO_60;60;18;.978076;3.55257399999999;5.05257399999999;10.9;3.04330100000001;.568093;.38475;0;.104981288361038;.703121616823424
P13;MO_60;60;19;1.112646;1.41308600000001;.404374000000004;1;3.55257399999999;.978076;1.35495;1;.104981288361038;3.49450261391681
P13;MO_60;60;20;.880785;1.523819;18.123819;22.7;1.41308600000001;1.112646;.531;0;.104981288361038;.0840782508366476
P13;MO_60;60;21;.353263;3.232704;14.632704;11.5;1.523819;.880785;1.35495;0;.104981288361038;.220923214191991
P13;MO_60;60;22;999;3.13735200000001;15.537352;18.3;3.232704;.353263;.91575;0;.104981288361038;.201923210595989
P13;MO_60;60;23;-.046281;3.240937;13.140937;10.6;3.13735200000001;7.5;1.2087;0;.104981288361038;.246629064578881
P13;MO_60;60;24;.484955;3.045731;9.545731;11.1;3.240937;.046281;.07335;0;.104981288361038;.319067340154463
P13;MO_60;60;25;.891416;3.03196;6.93196;18.1;3.045731;.484955;1.28205;0;.104981288361038;.437388559657009
P13;MO_60;60;26;.833227;2.63809999999999;1000002.6381;12;3.03196;.891416;1.8126;0;.104981288361038;2.63809304044674E-06
P13;MO_60;60;27;.35357;3.03990899999999;20.139909;11.6;2.63809999999999;.833227;.98865;0;.104981288361038;.150939559856005
P13;MO_60;60;28;.294292;2.028023;8.628023;6.7;3.03990899999999;.35357;1.7397;0;.104981288361038;.235050717875926
P13;MO_60;60;29;.383841;1.723038;14.423038;10.5;2.028023;.294292;1.2087;0;.104981288361038;.119464290394298
P13;MO_60;60;30;.255429;2.328903;11.728903;40.7;1.723038;.383841;.6957;0;.104981288361038;.198561024846058
P13;MO_60;60;31;.495605;3.033249;10.533249;12.5;2.328903;.255429;.0729;0;.104981288361038;.287968982789641
P13;MO_60;60;32;1.050703;3.84805999999999;5.34805999999999;7.7;3.033249;.495605;.9153;0;.104981288361038;.71952446307633
P13;MO_60;60;33;.886073;1.82208300000001;9.12208300000001;10.9;3.84805999999999;1.050703;.9702;0;.104981288361038;.1997441812358
P13;MO_60;60;34;.109384;2.72892;14.62892;11.1;1.82208300000001;.886073;1.28205;0;.104981288361038;.186542820659351
P13;MO_60;60;35;.114043;2.737182;23.737182;11.1;2.72892;.109384;1.2087;0;.104981288361038;.115312002915932
P13;MO_60;60;36;.207976;2.637062;14.537062;29.4;2.737182;.114043;.67725;0;.104981288361038;.181402679578583
P13;MO_60;60;37;.095801;2.727638;14.327638;20.3;2.637062;.207976;1.2816;0;.104981288361038;.190375971252205
P13;MO_60;60;38;.158354;2.73086500000002;31.430865;30.7;2.727638;.095801;.07335;0;.104981288361038;.0868848184738161
P13;MO_60;60;39;.023797;3.73904400000001;21.439044;25.7;2.73086500000002;.158354;.43965;0;.104981288361038;.174403485528553
P13;MO_60;60;40;.244615;4.96086099999999;1000004.960861;17;3.73904400000001;.023797;.60435;0;.104981288361038;4.96083638998022E-06
P13;MO_60;60;41;1.719556;4.854431;3.64442499999998;14.3;4.96086099999999;.244615;1.35495;1;.104981288361038;1.33201561288819
P13;MO_60;60;42;-1.662761;.909957999999989;-1.72056500000001;-1.720565;4.854431;1.719556;11.18115;0;.104981288361038;-.528871620659483
P13;MO_60;60;43;.811233;.913116000000002;3.713116;-3.137558;.909957999999989;1.662761;7.18425;0;.104981288361038;.245916367816142
P13;MO_60;60;44;-.32734;.812332999999995;5.412333;5.5;.913116000000002;.811233;1.99485;0;.104981288361038;.150089249866923
P13;MO_60;60;45;.338093;3.04771400000001;10.147714;4;.812332999999995;.32734;8.83035;0;.104981288361038;.300335031121296
P13;MO_60;60;46;.877008;2.93598900000001;6.03598900000001;14.1;3.04771400000001;.338093;2.03265;0;.104981288361038;.486413908308979
P13;MO_60;60;47;.693031;1.71807799999999;8.51807799999999;6.8;2.93598900000001;.877008;2.80125;0;.104981288361038;.201697847800876
P13;MO_60;60;48;.24897;2.428924;9.12892399999999;9.9;1.71807799999999;.693031;.67725;0;.104981288361038;.266069035080148
P13;MO_60;60;49;.627759;2.83264199999999;7.73264199999999;5.8;2.428924;.24897;1.5201;0;.104981288361038;.366322661775884
P13;MO_60;60;50;1.11537;2.73111;2.73111;14.5;2.83264199999999;.627759;2.4903;1;.104981288361038;1
P13;MO_60;60;51;1.178295;.706879000000015;-.507247999999985;-.507248;2.73111;1.11537;1.7397;0;.104981288361038;-1.39355699776054
P13;MO_60;60;52;.598739;1.51681500000001;18.916815;6.8;.706879000000015;1.178295;2.94795;0;.104981288361038;.0801834241123577
P13;MO_60;60;53;.34724;2.838852;26.638852;4.8;1.51681500000001;.598739;4.60035;0;.104981288361038;.10656810586282
P13;MO_60;60;54;.507391;2.734848;7.034848;30.1;2.838852;.34724;1.4463;0;.104981288361038;.388757226879671
P13;MO_60;60;55;.865665;3.144913;7.344913;12.9;2.734848;.507391;1.88595;0;.104981288361038;.428175663891458
P13;MO_60;60;56;.884098;2.43672100000001;26.936721;13.5;3.144913;.865665;1.50165;0;.104981288361038;.0904609362067495
P13;MO_60;60;57;.788577;2.02172899999999;16.421729;24.6;2.43672100000001;.884098;.67725;0;.104981288361038;.123113041263803
P13;MO_60;60;58;.87707;2.73266599999999;6.33266599999999;6.9;2.02172899999999;.788577;.531;0;.104981288361038;.431519047428049
P13;MO_60;60;59;.655699;2.33174100000002;19.831741;8.4;2.73266599999999;.87707;2.87505;0;.104981288361038;.117576212799472
P13;MO_60;60;60;.593507;1.91885400000001;5.31885400000001;5.8;2.33174100000002;.655699;.8424;0;.104981288361038;.360764555673084
P13;MO_60;60;61;.851129;2.52853400000001;24.928534;12.6;1.91885400000001;.593507;1.73925;0;.104981288361038;.101431315616073
P13;MO_60;60;62;.539427;2.22891300000001;15.828913;7.7;2.52853400000001;.851129;2.655;0;.104981288361038;.140812764590974
P13;MO_60;60;63;.435624;2.43109100000001;17.931091;8.5;2.22891300000001;.539427;3.8637;0;.104981288361038;.13557964766338
P13;MO_60;60;64;.641183;2.83345;29.83345;37.5;2.43109100000001;.435624;1.4283;0;.104981288361038;.094975606240646
P13;MO_60;60;65;.645636;2.93171700000002;27.731717;10.3;2.83345;.641183;2.10555;0;.104981288361038;.105717110844598
P13;MO_60;60;66;.78784;3.438614;9.238614;9.1;2.93171700000002;.645636;.97065;0;.104981288361038;.372200202324721
P13;MO_60;60;67;.683823;3.13870200000002;37.938702;10.4;3.438614;.78784;2.124;0;.104981288361038;.082730874661975
P14;MO_60;60;1;.261132;.309208;9.209208;7.8;.507031;.164297;.98865;0;.244666784644148;.0335759600608435
P14;MO_60;60;2;.223566;.817803;7.217803;8.1;.309208;.261132;4.15665;0;.244666784644148;.113303591134311
P14;MO_60;60;3;.269215;.506125000000001;56.406125;7.7;.817803;.223566;1.044;0;.244666784644148;.00897287307007884
