"t","id","drive","speed.kmh","occ_nr","x","y","yaw","steer","off","speed","leftTLC","rightTLC","report","OT","OTTLC","true.TLC","FADE1.leftTLC","FADE1.rightTLC","FADE1.off","FADE1.TLC.min","FADE0.TLC.min","steer.ampl","steer.min","steer.max","steer.avg","steer.sd","offset.min","offset.max","offset.avg","offset.sd","last_OT","last_FADE0.off"
19.629766,"P17","SO_1.2",100,11,5720.041992,8135.932129,-107.826477,-0.011922,0.628268,27.7773,10.6,7.7,"{""type"":""M"",""msg"":""FADE0"",""time"":19.6189,""dist"":0.384065}",3.33295,11.03295,0,12.3,8.4,0.091949,8.4,7.7,0.007568,-0.012451,-0.004883,-0.00859529411764706,0.00241828004906833,0.091949,0.628268,0.350447,0.185024498034802,2.534431,0.352845
19.41568,"P17","SO_1.2",100,12,5721.720215,8142.217773,-107.574654,-0.010742,0.31073,27.778,12.2,8.5,"{""type"":""M"",""msg"":""FADE0"",""time"":19.4087,""dist"":0.377701}",3.13127,11.63127,0,27.9,19.4,0.075217,19.4,8.5,0.005534,-0.010742,-0.005208,-0.0083809375,0.00166329356393834,0.075217,0.31073,0.192192,0.0809806069703748,3.33295,0.628268
19.747242,"P17","SO_1.2",100,13,5718.831055,8134.586914,-108.695526,-0.01359,-0.125965,27.7777,5.6,3,"{""type"":""M"",""msg"":""FADE0"",""time"":19.6598,""dist"":0.383606}",3.32991,6.32991,0,10.2,6.8,0.144556,6.8,3,0.008422,-0.014119,-0.005697,-0.0102622941176471,0.00266519356883478,-0.125965,0.145824,0.0893446764705882,0.0725551017117839,3.13127,0.31073
19.803799,"P17","SO_1.2",100,14,5718.644043,8133.82666,-108.12352,-0.009074,-0.058091,27.7779,15.8,9,"{""type"":""M"",""msg"":""FADE0"",""time"":19.7294,""dist"":0.384748}",3.337084,12.337084,0,9.8,5.9,0.0306,5.9,9,0.006714,-0.010905,-0.004191,-0.00805308823529412,0.00212790395328428,-0.064617,0.0306,-0.0334800294117647,0.0232418680513047,3.32991,-0.125965
19.111212,"P17","SO_1.2",100,15,5724.081543,8150.309082,-107.704155,-0.011434,0.124289,27.7777,8.6,5.2,"{""type"":""M"",""msg"":""FADE0"",""time"":19.0983,""dist"":0.369132}",2.732428,7.932428,0,18.1,26.8,0.154185,18.1,5.2,0.007894,-0.013102,-0.005208,-0.00911596428571429,0.00241698099844111,0.124289,0.210449,0.173755571428571,0.0252350389023302,3.337084,-0.058091
19.284409,"P17","SO_1.2",100,16,5723.972656,8149.878418,-107.672005,-0.010579,0.149402,27.7781,10,6.1,"{""type"":""M"",""msg"":""FADE0"",""time"":19.2556,""dist"":0.369113}",2.828097,8.928097,0,5.9,10.1,0.136059,5.9,6.1,0.007568,-0.013265,-0.005697,-0.00989886206896552,0.00171766813949564,0.136059,0.261347,0.213467413793103,0.0383786185083358,2.732428,0.124289
20.292633,"P17","SO_1.2",100,17,5713.616211,8116.874023,-108.702362,-0.008423,0.483463,27.7774,34.7,20.2,"{""type"":""M"",""msg"":""FADE0"",""time"":20.2266,""dist"":0.402677}",4.041756,24.241756,0,13,19.2,0.386227,13,20.2,0.006754,-0.011108,-0.004354,-0.00783141463414634,0.00205996814266155,0.334572,0.486706,0.389556292682927,0.0552639514191864,2.828097,0.149402
20.310907,"P17","SO_1.2",100,18,5715.012207,8122.649902,-108.550064,-0.012939,-0.024387,27.7776,7.6,4.7,"{""type"":""M"",""msg"":""FADE0"",""time"":20.2748,""dist"":0.397532}",3.84202,8.54202,0,52.6,58,-0.183908,52.6,4.7,0.007242,-0.012939,-0.005697,-0.00865866666666667,0.00200030344189304,-0.183908,-0.017433,-0.102748897435897,0.0624577596185466,4.041756,0.483463
19.99057,"P17","SO_1.2",100,19,5717.418457,8128.653809,-108.307877,-0.011108,0.380012,27.7776,10.4,7,"{""type"":""M"",""msg"":""FADE0"",""time"":19.8929,""dist"":0.389402}",3.633749,10.633749,0,11.2,16.2,0.244825,11.2,7,0.008545,-0.012085,-0.00354,-0.00796535135135135,0.00250701484966812,0.200421,0.389005,0.288937405405405,0.0689865530191933,3.84202,-0.024387
20.495338,"P17","SO_1.2",100,20,5712.650391,8115.459961,-109.064697,-0.010417,0.013407,27.7778,9.5,5.4,"{""type"":""M"",""msg"":""FADE0"",""time"":20.467,""dist"":0.40533}",4.041256,9.441256,0,8.3,12.9,0.125075,8.3,5.4,0.004842,-0.010905,-0.006063,-0.00896085365853659,0.00137829127112116,0.013407,0.185408,0.141713634146341,0.0440929769701231,3.633749,0.380012
19.526762,"P17","SO_1.2",100,21,5721.157715,8139.551758,-107.622887,-0.008057,0.585823,27.7779,19,35.9,"{""type"":""M"",""msg"":""FADE0"",""time"":19.5076,""dist"":0.380055}",3.130613,22.130613,0,5.7,9.1,0.116155,5.7,19,0.007528,-0.010905,-0.003377,-0.007993,0.00240805789770713,0.116155,0.585823,0.3603931875,0.159768924031419,4.041256,0.013407
20.312124,"P17","SO_1.2",100,22,5714.323242,8120.13623,-108.849403,-0.008748,0.11211,27.7779,15.7,8.6,"{""type"":""M"",""msg"":""FADE0"",""time"":20.3042,""dist"":0.400942}",3.943132,12.543132,0,13.5,19.8,0.153571,13.5,8.6,0.005045,-0.010742,-0.005697,-0.008642575,0.00170242742060738,0.11211,0.221737,0.176519675,0.0320397484451755,3.130613,0.585823
19.787102,"P17","SO_1.2",100,23,5718.164551,8130.816406,-107.837097,-0.007894,0.424428,27.7778,11,24.1,"{""type"":""M"",""msg"":""FADE0"",""time"":19.6969,""dist"":0.387344}",3.433756,14.433756,0,7.1,10.7,0.106128,7.1,11,0.005045,-0.009399,-0.004354,-0.00718348571428571,0.0016318570145593,0.091742,0.424428,0.215488514285714,0.114705092087946,3.943132,0.11211
19.982178,"P17","SO_1.2",100,24,5716.852539,8127.524414,-108.240547,-0.007894,0.195552,27.7776,27.3,36.3,"{""type"":""M"",""msg"":""FADE0"",""time"":19.9242,""dist"":0.391758}",3.637928,30.937928,0,13.9,20.2,0.190507,13.9,27.3,0.006917,-0.011271,-0.004354,-0.00779164864864865,0.00195163900088869,0.069072,0.195791,0.1317,0.0443802555103806,3.433756,0.424428
20.2286,"P17","SO_1.2",100,25,5716.306641,8125.006348,-108.017517,-0.009074,0.472004,27.7776,25.6,19.4,"{""type"":""M"",""msg"":""FADE0"",""time"":20.1878,""dist"":0.394805}",3.745097,23.145097,0,14.1,22.4,0.010565,14.1,19.4,0.003011,-0.009074,-0.006063,-0.007759,0.000981036049148924,0.010565,0.472004,0.204661973684211,0.142984549107159,3.637928,0.195552
20.389437,"P17","SO_1.2",100,26,5711.537598,8115.012207,-109.337677,-0.010905,-0.902183,27.7779,5.8,1.1,"{""type"":""M"",""msg"":""FADE0"",""time"":20.3587,""dist"":0.405977}",4.142763,5.242763,0,11.3,14.9,-0.24806,11.3,1.1,0.005534,-0.010905,-0.005371,-0.00865628571428571,0.0019268237263626,-0.902183,-0.24806,-0.520776595238095,0.179481678154822,3.745097,0.472004
19.605562,"P17","SO_1.2",100,27,5721.836914,8142.301758,-107.405479,-0.009399,0.399779,27.7778,20.4,15.1,"{""type"":""M"",""msg"":""FADE0"",""time"":19.5252,""dist"":0.375567}",3.034326,18.134326,0,27.3,19,0.121953,19,15.1,0.003703,-0.009766,-0.006063,-0.00785051612903226,0.0011706861484038,0.121953,0.399779,0.235876741935484,0.0846615949192107,4.142763,-0.902183
20.391453,"P17","SO_1.2",100,28,5713.489746,8118.769531,-109.178207,-0.007731,-0.250069,27.7781,45.1,5.7,"{""type"":""M"",""msg"":""FADE0"",""time"":20.382,""dist"":0.402455}",3.939175,9.639175,0,22.8,31.1,0.251923,22.8,5.7,0.006713,-0.011759,-0.005046,-0.00898135,0.00195590063915742,-0.250069,0.251923,0.09094425,0.139791070141736,3.034326,0.399779
20.336761,"P17","SO_1.2",100,29,5714.832031,8120.631348,-108.559196,-0.010417,0.44324,27.7777,12.2,8.4,"{""type"":""M"",""msg"":""FADE0"",""time"":20.2473,""dist"":0.398091}",3.840732,12.240732,0,14.2,26.3,0.135603,14.2,8.4,0.003865,-0.010579,-0.006714,-0.00881617948717949,0.00133329690048065,0.135603,0.445382,0.329273948717949,0.108814065569124,3.939175,-0.250069
20.033541,"P17","SO_1.2",100,30,5716.77832,8127.105957,-108.49707,-0.01359,0.251462,27.7775,7.3,4.7,"{""type"":""M"",""msg"":""FADE0"",""time"":19.9699,""dist"":0.391982}",3.642025,8.342025,0,5.8,10.1,-0.077531,5.8,4.7,0.008544,-0.01359,-0.005046,-0.0100680540540541,0.00222901102816107,-0.077531,0.276304,0.186683432432432,0.102484479656824,3.840732,0.44324
18.871422,"P18","SO_1.2",100,1,5726.942871,8157.778809,-106.154129,-0.004028,0.675841,27.7777,1.7,5.2,"{""type"":""M"",""msg"":""FADE0"",""time"":18.7933,""dist"":0.35931}",2.52277,4.22277,0,5.3,7.7,-0.146122,5.3,1.7,0.011922,-0.010905,0.001017,-0.00490623076923077,0.00416984099752201,-0.146634,0.675841,0.189693538461538,0.275872880027774,NA,NA
18.748489,"P18","SO_1.2",100,2,5727.088867,8160.424316,-107.42514,-0.006388,0.015475,27.7777,15,19.5,"{""type"":""M"",""msg"":""FADE0"",""time"":18.6725,""dist"":0.356797}",2.321901,17.321901,0,8,12.6,0.07521,8,15,0.010579,-0.016479,-0.0059,-0.00986395833333333,0.00362568000793334,0.015475,0.148612,0.105571416666667,0.0366431631180648,2.52277,0.675841
20.201332,"P18","SO_1.2",100,3,5715.057129,8122.27002,-108.418015,-0.010091,0.140689,27.7773,13,8.5,"{""type"":""M"",""msg"":""FADE0"",""time"":20.1932,""dist"":0.398676}",3.935951,12.435951,0,5.1,7.5,-0.179356,5.1,8.5,0.013631,-0.014974,-0.001343,-0.007984475,0.00377101099813789,-0.180434,0.140689,-0.0130917,0.0917010684699097,2.321901,0.015475
21.120457,"P18","SO_1.2",100,4,5706.868652,8099.305664,-109.944878,-0.008911,-0.214431,27.7777,10.2,4.4,"{""type"":""M"",""msg"":""FADE0"",""time"":21.0312,""dist"":0.420811}",4.751162,9.151162,0,5.8,8.4,-0.328556,5.8,4.4,0.016317,-0.019328,-0.003011,-0.00944183333333333,0.00443774770999757,-0.328556,0.069857,-0.0615077708333333,0.12828873057275,3.935951,0.140689
21.304043,"P18","SO_1.2",100,5,5702.496094,8091.375977,-110.846436,-0.007568,-1.713013,27.7785,3,-0.905663,"{""type"":""M"",""msg"":""FADE0"",""time"":21.211,""dist"":0.429614}",4.946291,4.040628,4.040628,8.5,5.3,0.431113,5.3,-0.905663,0.017465,-0.020313,-0.002848,-0.00912936,0.00421366331365195,-1.713013,0.431113,-0.49013754,0.61595748429169,4.751162,-0.214431
19.701731,"P18","SO_1.2",100,6,5720.117188,8138.938965,-108.221489,-0.00236,-0.229496,27.779,7,9.5,"{""type"":""M"",""msg"":""FADE0"",""time"":19.6816,""dist"":0.380905}",3.232861,10.232861,0,6.4,9.6,-0.073743,6.4,7,0.01879,-0.02115,-0.00236,-0.00914754545454545,0.00519933985046966,-0.229496,0.11637,-0.0134777272727273,0.097331863474042,4.946291,-1.713013
19.580639,"P18","SO_1.2",100,7,5720.835449,8138.799805,-107.251007,-0.006063,0.515911,27.7785,3.6,8.5,"{""type"":""M"",""msg"":""FADE0"",""time"":19.5147,""dist"":0.379579}",3.24226,6.84226,0,4.7,7,-0.249541,4.7,3.6,0.017823,-0.019491,-0.001668,-0.00733915151515152,0.00459420582174719,-0.249541,0.515911,0.161685787878788,0.242140161476746,3.232861,-0.229496
19.880844,"P18","SO_1.2",100,8,5718.161621,8131.491211,-106.885941,0.001343,0.23057,27.7783,2,4.1,"{""type"":""M"",""msg"":""FADE0"",""time"":19.8204,""dist"":0.387489}",3.43461,5.43461,0,5.7,7.8,-0.217934,5.7,2,0.019653,-0.017985,0.001668,-0.00413537142857143,0.00576053996185261,-0.26532,0.23057,-0.103315028571429,0.129438870655449,3.24226,0.515911
19.975639,"P18","SO_1.2",100,9,5717.609863,8131.279785,-107.60923,-0.006714,-0.243029,27.7782,7.6,12.4,"{""type"":""M"",""msg"":""FADE0"",""time"":19.9739,""dist"":0.389493}",3.536285,11.136285,0,10.7,6.6,-0.08618,6.6,7.6,0.013265,-0.014119,-0.000854,-0.00707327777777778,0.00389707140307115,-0.361483,-0.08618,-0.22715075,0.0989494695273083,3.43461,0.23057
21.119343,"P18","SO_1.2",100,10,5710.016602,8102.969238,-108.627243,-0.008057,1.578638,27.7777,-1.310017,9.6,"{""type"":""M"",""msg"":""FADE0"",""time"":21.1068,""dist"":0.418527}",4.541493,3.231476,3.231476,5.6,9.8,0.094018,5.6,-1.310017,0.012939,-0.015625,-0.002686,-0.00800980434782609,0.0035844646500609,0.094018,1.578638,0.799927847826087,0.462537145599835,3.536285,-0.243029
20.400841,"P18","SO_1.2",100,11,5713.692383,8116.025879,-107.98951,-0.008586,0.840277,27.7779,2.2,41,"{""type"":""M"",""msg"":""FADE0"",""time"":20.348,""dist"":0.403795}",4.045069,6.245069,0,12.6,7.9,0.01917,7.9,2.2,0.015625,-0.016968,-0.001343,-0.0067139512195122,0.0039832056810515,0.012509,0.840277,0.349029097560976,0.26136013560285,4.541493,1.578638
19.397429,"P18","SO_1.2",100,12,5721.195801,8143.353516,-107.798965,-0.001017,-0.537659,27.7792,6,8.1,"{""type"":""M"",""msg"":""FADE0"",""time"":19.3481,""dist"":0.375545}",3.032248,9.032248,0,5.2,7.1,-0.316856,5.2,6,0.023765,-0.022911,0.000854,-0.00741906451612903,0.00719477875469651,-0.537659,-0.209467,-0.334221451612903,0.0974059932915967,4.045069,0.840277
19.812109,"P18","SO_1.2",100,13,5721.260254,8141.226562,-107.803291,-0.007243,0.169671,27.7783,15.3,22.3,"{""type"":""M"",""msg"":""FADE0"",""time"":19.7695,""dist"":0.377783}",3.138912,18.438912,0,5.5,8.2,0.06026,5.5,15.3,0.015788,-0.017985,-0.002197,-0.007845625,0.00443715636016088,0.040989,0.245254,0.1527093125,0.0748616254309059,3.032248,-0.537659
19.87863,"P18","SO_1.2",100,14,5715.972168,8129.05957,-109.351837,-0.006063,-1.141056,27.7787,24.8,0,"{""type"":""M"",""msg"":""FADE0"",""time"":19.818,""dist"":0.390457}",3.535153,3.535153,3.535153,11.5,7.8,-0.022046,7.8,0,0.016087,-0.021987,-0.0059,-0.0114085555555556,0.00402622350841114,-1.141056,0.023255,-0.350519277777778,0.386117101984552,3.138912,0.169671
19.083853,"P18","SO_1.2",100,15,5724.131348,8149.696777,-107.268173,-0.004557,0.362944,27.7786,5,8.9,"{""type"":""M"",""msg"":""FADE0"",""time"":19.0102,""dist"":0.367949}",2.729527,7.729527,0,4.2,7.2,-0.158836,4.2,5,0.013591,-0.018148,-0.004557,-0.0101259642857143,0.00429650421623891,-0.158836,0.362944,0.223525928571429,0.164438481271744,3.535153,-1.141056
19.103743,"P18","SO_1.2",100,16,5725.187988,8150.010742,-106.231415,-0.003866,1.298004,27.7781,-0.303595,3.5,"{""type"":""M"",""msg"":""FADE0"",""time"":19.0796,""dist"":0.368753}",2.728733,2.425138,2.425138,3.4,5.4,-0.00514,3.4,-0.303595,0.019785,-0.016113,0.003672,-0.00534896428571429,0.00608834257980344,-0.00514,1.298004,0.611590285714286,0.427975704363197,2.729527,0.362944
19.481115,"P18","SO_1.2",100,17,5719.733887,8140.604004,-109.463692,-0.010742,-1.127455,27.1812,3,0,"{""type"":""M"",""msg"":""FADE0"",""time"":19.4084,""dist"":0.37803}",3.13404,3.13404,3.13404,7.2,10.3,-0.080422,7.2,0,0.018766,-0.022632,-0.003866,-0.0119199375,0.00562231632289374,-1.127455,-0.080422,-0.34517225,0.32844253017164,2.728733,1.298004
19.77367,"P18","SO_1.2",100,18,5719.609375,8137.452148,-108.723793,-0.012085,-0.26747,27.778,5.7,2.7,"{""type"":""M"",""msg"":""FADE0"",""time"":19.7253,""dist"":0.381717}",3.230032,5.930032,0,26.2,20.5,0.108133,20.5,2.7,0.008912,-0.017131,-0.008219,-0.0116842424242424,0.00254979111926721,-0.26747,0.28083,0.112314303030303,0.163372659598861,3.13404,-1.127455
19.583515,"P18","SO_1.2",100,19,5720.419434,8141.145508,-108.465416,-0.006063,-0.619647,27.7792,18.6,3.6,"{""type"":""M"",""msg"":""FADE0"",""time"":19.5305,""dist"":0.377803}",3.139173,6.739173,0,6.2,10.7,0.028021,6.2,3.6,0.021068,-0.024934,-0.003866,-0.0109445625,0.00620823644865588,-0.619647,0.204828,-0.0677346875,0.268830926674746,3.230032,-0.26747
19.39879,"P18","SO_1.2",100,20,5721.537598,8142.59082,-107.545898,-0.004883,0.02475,27.7784,6.4,10,"{""type"":""M"",""msg"":""FADE0"",""time"":19.3705,""dist"":0.376779}",3.039159,9.439159,0,11,6.9,0.07815,6.9,6.4,0.009562,-0.014445,-0.004883,-0.00742803225806452,0.00304246609933314,0.012856,0.07815,0.0331965483870968,0.0178695124235642,3.139173,-0.619647
20.701435,"P18","SO_1.2",100,21,5708.995117,8108.382812,-110.076042,-0.006714,-1.182133,27.7778,6.7,-0.100218,"{""type"":""M"",""msg"":""FADE0"",""time"":20.6204,""dist"":0.411698}",4.338802,4.238584,4.238584,24.6,17,-0.021574,17,-0.100218,0.01123,-0.017293,-0.006063,-0.0105840681818182,0.00336500720755113,-1.182133,0.016026,-0.398099886363636,0.386045614543105,3.039159,0.02475
19.904701,"P18","SO_1.2",100,22,5716.34668,8130.344727,-108.486839,-0.002197,-1.169425,27.7785,8.3,-0.20208,"{""type"":""M"",""msg"":""FADE0"",""time"":19.8035,""dist"":0.387999}",3.536045,3.333965,3.333965,13.9,18.2,-0.071618,13.9,-0.20208,0.020069,-0.022266,-0.002197,-0.00780163888888889,0.00591299829263717,-1.169425,-0.071618,-0.538661583333333,0.371831393778292,4.338802,-1.182133
18.986019,"P18","SO_1.2",100,23,5724.75293,8153.790527,-107.693176,-0.010254,-0.269719,27.7783,8.7,4.2,"{""type"":""M"",""msg"":""FADE0"",""time"":18.941,""dist"":0.364645}",2.626928,6.826928,0,9.2,13.2,-0.115573,9.2,4.2,0.011596,-0.017293,-0.005697,-0.00928348148148148,0.00350449000317253,-0.269719,-0.08849,-0.138907592592593,0.0496737102889053,3.536045,-1.169425
19.489927,"P18","SO_1.2",100,24,5721.514648,8139.643066,-107.140129,-0.005046,0.906856,27.7786,1.3,6.2,"{""type"":""M"",""msg"":""FADE0"",""time"":19.4352,""dist"":0.378858}",3.132469,4.432469,0,3.8,23.7,-0.00664,3.8,1.3,0.016276,-0.018473,-0.002197,-0.0106721875,0.00596987341108292,-0.00664,0.906856,0.60254709375,0.241028620712034,2.626928,-0.269719
19.384792,"P18","SO_1.2",100,25,5725.751465,8153.469727,-106.291199,-0.005208,0.80607,27.778,1.3,5.4,"{""type"":""M"",""msg"":""FADE0"",""time"":19.3441,""dist"":0.364833}",2.632431,3.932431,0,21.3,14.5,0.034922,14.5,1.3,0.008382,-0.011759,-0.003377,-0.00563325925925926,0.00258171014568895,0.034922,0.80607,0.342994037037037,0.249198060204279,3.132469,0.906856
18.969128,"P18","SO_1.2",100,26,5724.812988,8153.04541,-107.091156,-0.004557,0.019805,27.7788,5.9,9.3,"{""type"":""M"",""msg"":""FADE0"",""time"":18.9038,""dist"":0.364799}",2.720991,8.620991,0,4.5,6.6,-0.179162,4.5,5.9,0.020639,-0.020313,0.000326,-0.00736082142857143,0.00596910645992297,-0.179531,0.060686,-0.0320773214285714,0.0857833476165407,2.632431,0.80607
19.998198,"P18","SO_1.2",100,27,5720.750488,8139.39209,-107.598465,-0.0059,0.247135,27.7784,6.5,11.1,"{""type"":""M"",""msg"":""FADE0"",""time"":19.9885,""dist"":0.38057}",3.13325,9.63325,0,4.8,8,-0.139615,4.8,6.5,0.013753,-0.018473,-0.00472,-0.00921121875,0.00417439651991082,-0.139615,0.247135,0.1556805625,0.116948717781642,2.720991,0.019805
20.10412,"P18","SO_1.2",100,28,5715.367188,8125.544434,-108.310722,-0.005697,-0.594911,27.7784,10.1,13.7,"{""type"":""M"",""msg"":""FADE0"",""time"":20.0852,""dist"":0.395101}",3.736755,13.836755,0,9.1,12.8,-0.301328,9.1,10.1,0.015299,-0.019653,-0.004354,-0.00795502631578947,0.00464936672518255,-0.594911,-0.229608,-0.379508789473684,0.13096862789938,3.13325,0.247135
19.591778,"P18","SO_1.2",100,29,5719.926758,8138.953613,-107.921585,-0.006063,-0.409742,27.7783,11.5,15.5,"{""type"":""M"",""msg"":""FADE0"",""time"":19.4992,""dist"":0.378949}",3.132939,14.632939,0,7,10.3,-0.199449,7,11.5,0.01294,-0.01766,-0.00472,-0.00856015625,0.00434234161677013,-0.409742,-0.114147,-0.22837609375,0.0997586906959891,3.736755,-0.594911
18.576944,"P19","SO_1.2",100,1,5727.888672,8161.65332,-106.90152,-0.009399,0.431885,27.7778,17.4,12.2,"{""type"":""M"",""msg"":""FADE0"",""time"":18.4797,""dist"":0.354819}",2.326034,14.526034,0,9.3,15.1,0.410424,9.3,12.2,0.003173,-0.009399,-0.006226,-0.007759875,0.00125817114728862,0.395348,0.431885,0.407047541666667,0.0109539340520007,NA,NA
18.870096,"P19","SO_1.2",100,2,5725.14502,8153.006348,-107.443031,-0.0059,0.34168,27.7782,8.8,13.6,"{""type"":""M"",""msg"":""FADE0"",""time"":18.8632,""dist"":0.366408}",2.625091,11.425091,0,9.7,7,0.583356,7,8.8,0.006551,-0.012451,-0.0059,-0.00881618518518519,0.00186415194240906,0.34168,0.584353,0.474800037037037,0.0812528176488864,2.326034,0.431885
18.571234,"P19","SO_1.2",100,3,5729.291992,8167.080566,-106.955605,-0.008219,0.202032,27.7782,59.1,16.3,"{""type"":""M"",""msg"":""FADE0"",""time"":18.5364,""dist"":0.35094}",2.125311,18.425311,0,14.1,9.9,0.314238,9.9,16.3,0.003377,-0.011434,-0.008057,-0.00955118181818182,0.00120547728687748,0.202032,0.32286,0.284319181818182,0.0385603503276869,2.625091,0.34168
18.607653,"P19","SO_1.2",100,4,5727.999512,8163.125488,-106.791611,-0.008586,0.111883,27.7779,30.5,19.9,"{""type"":""M"",""msg"":""FADE0"",""time"":18.5993,""dist"":0.355827}",2.218111,22.118111,0,19.9,26.5,0.214635,19.9,19.9,0.003703,-0.009074,-0.005371,-0.006737,0.00133795753431728,0.096421,0.214635,0.125412173913043,0.0352515455440057,2.125311,0.202032
18.363638,"P19","SO_1.2",100,5,5729.350586,8168.512695,-107.193047,-0.007894,-0.157991,27.7778,51.5,7.5,"{""type"":""M"",""msg"":""FADE0"",""time"":18.3124,""dist"":0.34908}",2.119282,9.619282,0,12.9,8.1,0.264747,8.1,7.5,0.003174,-0.010742,-0.007568,-0.009294,0.00111914035887244,-0.157991,0.264747,0.0719804545454545,0.132859685062933,2.218111,0.111883
18.686636,"P19","SO_1.2",100,6,5727.138184,8160.97998,-107.550896,-0.010905,-0.101968,27.7777,7.7,4,"{""type"":""M"",""msg"":""FADE0"",""time"":18.6222,""dist"":0.356572}",2.325626,6.325626,0,12.6,8.2,0.349032,8.2,4,0.00472,-0.011597,-0.006877,-0.00966058333333333,0.00159883155478609,-0.101968,0.349032,0.143999791666667,0.142093034070297,2.119282,-0.157991
18.797081,"P19","SO_1.2",100,7,5726.166016,8156.47168,-107.039375,-0.008423,0.300354,27.7778,1e+06,28.3,"{""type"":""M"",""msg"":""FADE0"",""time"":18.7608,""dist"":0.361932}",2.52944,30.82944,0,13.6,9.1,0.208909,9.1,28.3,0.003214,-0.010091,-0.006877,-0.00797542307692308,0.00108352145057039,0.208843,0.300354,0.244699961538462,0.0294594552176116,2.325626,-0.101968
19.197262,"P19","SO_1.2",100,8,5723.005859,8147.886719,-107.910172,-0.007894,-0.180994,27.778,48.5,8.3,"{""type"":""M"",""msg"":""FADE0"",""time"":19.1764,""dist"":0.371504}",2.836378,11.136378,0,11.6,7.4,0.292206,7.4,8.3,0.003215,-0.010254,-0.007039,-0.00887744827586207,0.00103906769978143,-0.180994,0.292206,0.0768928620689655,0.145209266067415,2.52944,0.300354
19.125389,"P19","SO_1.2",100,9,5723.141602,8146.907715,-107.541382,-0.008423,0.249508,27.7779,33.1,19.4,"{""type"":""M"",""msg"":""FADE0"",""time"":19.0523,""dist"":0.370934}",2.935898,22.335898,0,21.3,15.6,0.063169,15.6,19.4,0.003337,-0.010905,-0.007568,-0.00921223333333333,0.00115739316728507,0.063169,0.250712,0.191033866666667,0.0587633017896628,2.836378,-0.180994
19.191778,"P19","SO_1.2",100,10,5722.751953,8146.532715,-107.969673,-0.008219,-0.017215,27.7778,18.6,8.1,"{""type"":""M"",""msg"":""FADE0"",""time"":19.1008,""dist"":0.370927}",2.932543,11.032543,0,12.9,8.8,0.337951,8.8,8.1,0.003702,-0.010579,-0.006877,-0.00932753333333333,0.00114007089112108,-0.017215,0.337951,0.193125533333333,0.109079135664713,2.935898,0.249508
19.575113,"P19","SO_1.2",100,11,5723.722656,8149.037109,-107.550911,-0.008586,0.164758,27.7778,22.4,13.2,"{""type"":""M"",""msg"":""FADE0"",""time"":19.4992,""dist"":0.36865}",2.833679,16.033679,0,11.4,17.5,0.255183,11.4,13.2,0.003214,-0.010091,-0.006877,-0.00834427586206896,0.00116362450670774,0.164758,0.255183,0.214465724137931,0.026050567675329,2.932543,-0.017215
19.106312,"P19","SO_1.2",100,12,5723.547852,8149.437988,-108.049385,-0.008911,-0.131511,27.7781,10.4,4.8,"{""type"":""M"",""msg"":""FADE0"",""time"":19.0715,""dist"":0.369464}",2.828461,7.628461,0,12.6,20.8,0.321259,12.6,4.8,0.004679,-0.012085,-0.007406,-0.010136,0.00130642210417832,-0.131511,0.322318,0.170927034482759,0.146765914828556,2.833679,0.164758
19.276537,"P19","SO_1.2",100,13,5722.529297,8146.004883,-108.092239,-0.008423,-0.073581,27.7781,13.8,6.1,"{""type"":""M"",""msg"":""FADE0"",""time"":19.2108,""dist"":0.37217}",2.936293,9.036293,0,14.6,10.6,0.16805,10.6,6.1,0.004842,-0.013265,-0.008423,-0.0107435666666667,0.00180179787000868,-0.073581,0.227684,0.137954366666667,0.0901032716247396,2.828461,-0.131511
18.969261,"P19","SO_1.2",100,14,5724.680176,8153.068359,-107.500237,-0.008057,-0.121765,27.778,49.9,15.2,"{""type"":""M"",""msg"":""FADE0"",""time"":18.9253,""dist"":0.365382}",2.621786,17.821786,0,15.7,9.9,0.227672,9.9,15.2,0.004191,-0.010579,-0.006388,-0.00846507407407407,0.00151831156035314,-0.121765,0.227672,0.0553624444444444,0.110298523361806,2.936293,-0.073581
19.394968,"P19","SO_1.2",100,15,5721.566406,8142.188477,-107.442818,-0.006226,0.175273,27.7779,6.9,11.8,"{""type"":""M"",""msg"":""FADE0"",""time"":19.3275,""dist"":0.376041}",3.032639,9.932639,0,33.3,22.5,-0.081885,22.5,6.9,0.003662,-0.009562,-0.0059,-0.00785706451612903,0.00131679107265817,-0.081885,0.175273,0.0211626774193548,0.0794895891352602,2.621786,-0.121765
19.400843,"P19","SO_1.2",100,16,5721.077148,8142.251953,-108.050949,-0.006226,-0.321532,27.778,14.4,18.5,"{""type"":""M"",""msg"":""FADE0"",""time"":19.3667,""dist"":0.377061}",3.027356,17.427356,0,22.8,13.7,0.222307,13.7,14.4,0.006388,-0.012614,-0.006226,-0.00863948387096774,0.00188078240582597,-0.321532,0.222307,-0.0338279677419355,0.173773329530068,3.032639,0.175273
