"t","id","drive","speed.kmh","occ_nr","x","y","yaw","steer","off","speed","leftTLC","rightTLC","report","OT","OTTLC","true.TLC","FADE1.leftTLC","FADE1.rightTLC","FADE1.off","FADE1.TLC.min","FADE0.TLC.min","steer.ampl","steer.min","steer.max","steer.avg","steer.sd","offset.min","offset.max","offset.avg","offset.sd","last_OT","last_FADE0.off"
18.802202,"P05","SO_1.2",100,26,5727.60498,8161.413574,-107.514893,-0.010742,0.21875,27.7781,8.6,5.1,"{""type"":""M"",""msg"":""FADE0"",""time"":18.7618,""dist"":0.356677}",2.322702,7.422702,0,12.2,8.9,0.374663,8.9,5.1,0.000692,-0.011434,-0.010742,-0.011342375,0.000208030685968075,0.21875,0.427769,0.371759083333333,0.0620271690582769,4.033843,-1.304591
19.996,"P05","SO_1.2",100,27,5718.179688,8132.830078,-107.992325,-0.008586,-0.188867,27.7778,26.4,15.2,"{""type"":""M"",""msg"":""FADE0"",""time"":19.978,""dist"":0.387338}",3.441311,18.641311,0,59.5,21.3,-0.207552,21.3,15.2,0.001018,-0.008586,-0.007568,-0.00786582857142857,0.000412845113081114,-0.250925,-0.188867,-0.227902171428571,0.0193156849423798,2.322702,0.21875
19.944401,"P05","SO_1.2",100,28,5719.485352,8134.420898,-107.680504,-0.008911,0.567045,27.778,28.9,22,"{""type"":""M"",""msg"":""FADE0"",""time"":19.9172,""dist"":0.385218}",3.33473,25.33473,0,12.6,22.2,0.089865,12.6,22,0.00118,-0.008911,-0.007731,-0.00803873529411765,0.000380559899225333,0.089865,0.567045,0.312551558823529,0.148032494872556,3.441311,-0.188867
20.135323,"P05","SO_1.2",100,29,5717.327148,8128.931152,-107.78891,-0.007894,0.216241,27.7779,10,21.1,"{""type"":""M"",""msg"":""FADE0"",""time"":20.0526,""dist"":0.389533}",3.635056,13.635056,0,17.2,10.2,-0.036326,10.2,10,0.002523,-0.009074,-0.006551,-0.00709878378378378,0.000752642977747053,-0.081885,0.216241,-0.000495702702702712,0.0902449530564405,3.33473,0.567045
19.911394,"P05","SO_1.2",100,30,5719.13916,8133.963867,-108.060699,-0.006551,0.371694,27.7779,9.7,15.4,"{""type"":""M"",""msg"":""FADE0"",""time"":19.8737,""dist"":0.385528}",3.431061,13.131061,0,57.8,1e+06,0.5152,57.8,9.7,0.002035,-0.008586,-0.006551,-0.00809974285714286,0.000504605398706119,0.371694,0.5152,0.439951114285714,0.0408393812440678,3.635056,0.216241
19.920067,"P06","SO_1.2",100,1,5717.827637,8127.842773,-107.257805,-0.003703,1.041992,27.7779,0.3,4.3,"{""type"":""M"",""msg"":""FADE0"",""time"":19.8337,""dist"":0.390451}",3.641775,3.941775,0,11.3,18.4,0.522964,11.3,0.3,0.00354,-0.007243,-0.003703,-0.00565286486486487,0.00108567606080682,0.495446,1.041992,0.630104216216216,0.164168149809905,NA,NA
20.62887,"P06","SO_1.2",100,2,5715.29834,8117.842285,-106.382439,-0.002035,1.813364,27.778,-0.708626,1.4,"{""type"":""M"",""msg"":""FADE0"",""time"":20.5711,""dist"":0.401512}",3.943752,3.235126,3.235126,15.8,21,0.181468,15.8,-0.708626,0.006388,-0.006714,-0.000326,-0.002641775,0.00120865624659615,0.086469,1.813364,0.5763065,0.53453421747901,3.641775,1.041992
20.425491,"P06","SO_1.2",100,3,5715.84668,8117.958008,-107.071266,-0.006877,-1.46632,27.7777,-1.820886,1,"{""type"":""M"",""msg"":""FADE0"",""time"":20.3271,""dist"":0.400135}",3.943279,2.122393,2.122393,3.4,6.5,0.312727,3.4,-1.820886,0.007242,-0.009928,-0.002686,-0.006251025,0.0022804697051884,-1.843332,1.833714,0.573327075,1.04096097707488,3.943752,1.813364
20.408157,"P06","SO_1.2",100,4,5715.0625,8118.010254,-107.511421,-0.005046,1.515097,27.778,-0.810018,3.4,"{""type"":""M"",""msg"":""FADE0"",""time"":20.3098,""dist"":0.400322}",4.033767,3.223749,3.223749,4.8,8.5,0.302497,4.8,-0.810018,0.005046,-0.009074,-0.004028,-0.00643012195121951,0.00128361166625896,0.302497,1.515097,0.787641073170732,0.363968811475887,3.943279,-1.46632
21.187227,"P06","SO_1.2",100,5,5709.467285,8097.290527,-107.437943,-0.005697,-0.796817,27.7786,-2.319881,-0.302921,"{""type"":""M"",""msg"":""FADE0"",""time"":21.1479,""dist"":0.423414}",4.741501,2.42162,2.42162,23.7,18.9,0.259642,18.9,-2.319881,0.009074,-0.009766,-0.000692,-0.00601708333333333,0.00269373963607294,-1.864644,1.807932,0.203225479166667,1.09639564104707,4.033767,1.515097
19.416674,"P06","SO_1.2",100,6,5723.076172,8144.001465,-106.277718,-0.005697,1.087929,27.7776,0.1,4.1,"{""type"":""M"",""msg"":""FADE0"",""time"":19.3557,""dist"":0.374134}",3.029501,3.129501,0,4.8,7.3,0.074776,4.8,0.1,0.004517,-0.005697,-0.00118,-0.00412683870967742,0.00118722320554517,0.066563,1.087929,0.410673548387097,0.327954599576714,4.741501,-0.796817
20.585669,"P06","SO_1.2",100,7,5712.90625,8115.51416,-108.347626,-0.007243,0.252164,27.7782,7.7,14.7,"{""type"":""M"",""msg"":""FADE0"",""time"":20.5705,""dist"":0.40559}",4.042654,11.742654,0,4.7,6.9,-0.056497,4.7,7.7,0.010742,-0.010579,0.000163,-0.00706019512195122,0.0024956221290443,-0.06874,0.252164,0.0610561951219512,0.105110088708986,3.029501,1.087929
20.293842,"P06","SO_1.2",100,8,5714.874512,8122.953125,-108.413628,-0.005208,-0.248415,27.7781,8.3,11.8,"{""type"":""M"",""msg"":""FADE0"",""time"":20.2653,""dist"":0.397551}",3.738714,12.038714,0,53.3,24.3,0.189603,24.3,8.3,0.006551,-0.011434,-0.004883,-0.00752886842105263,0.00188215405882143,-0.248415,0.189603,-0.0378469736842105,0.143769394064787,4.042654,0.252164
21.416662,"P06","SO_1.2",100,9,5706.329102,8091.92627,-108.469292,-0.006877,1.760189,27.7779,-1.514553,3.1,"{""type"":""M"",""msg"":""FADE0"",""time"":21.3631,""dist"":0.42904}",4.94461,3.430057,3.430057,20.4,14.5,0.277865,14.5,-1.514553,0.005371,-0.009399,-0.004028,-0.00662196,0.0017544216904026,0.277865,1.760189,0.84195084,0.466888766342685,3.738714,-0.248415
20.312195,"P06","SO_1.2",100,10,5716.631348,8126.388184,-107.630333,-0.006226,0.35364,27.7779,4,8.7,"{""type"":""M"",""msg"":""FADE0"",""time"":20.2988,""dist"":0.394156}",3.637362,7.637362,0,12.4,17.1,0.031118,12.4,4,0.006714,-0.009237,-0.002523,-0.00603545945945946,0.00214273820916906,-0.027941,0.35364,0.0676251621621622,0.111173416293223,4.94461,1.760189
20.530859,"P06","SO_1.2",100,11,5713.040527,8114.771484,-108.299263,-0.006063,0.618762,27.7783,3.7,9,"{""type"":""M"",""msg"":""FADE0"",""time"":20.5035,""dist"":0.405956}",4.14213,7.84213,0,6.1,9.5,0.245045,6.1,3.7,0.006389,-0.010417,-0.004028,-0.00700552380952381,0.00182750018835667,0.226602,0.618762,0.358388023809524,0.12788613233225,3.637362,0.35364
20.707716,"P06","SO_1.2",100,12,5713.691406,8115.504883,-108.072144,-0.007731,1.004954,27.7778,0.9,10.3,"{""type"":""M"",""msg"":""FADE0"",""time"":20.6619,""dist"":0.40454}",4.134995,5.034995,0,4.8,7.8,0.0687,4.8,0.9,0.007731,-0.011271,-0.00354,-0.00748792857142857,0.00207088521655339,0.0687,1.004954,0.48101480952381,0.278572353088091,4.14213,0.618762
20.734474,"P06","SO_1.2",100,13,5710.432617,8110.206543,-109.32428,-0.009237,-0.398938,27.7777,10.4,4.4,"{""type"":""M"",""msg"":""FADE0"",""time"":20.6393,""dist"":0.409169}",4.348823,8.748823,0,13.8,8.6,0.153156,8.6,4.4,0.003377,-0.010091,-0.006714,-0.00869020454545455,0.000942421265098093,-0.398938,0.153156,-0.0941019090909091,0.161426622061185,4.134995,1.004954
20.600485,"P06","SO_1.2",100,14,5712.662109,8114.425781,-108.764664,-0.009074,0.362531,27.7778,18.6,12.4,"{""type"":""M"",""msg"":""FADE0"",""time"":20.5454,""dist"":0.4056}",4.045242,16.445242,0,6.1,9.9,0.263181,6.1,12.4,0.005208,-0.010091,-0.004883,-0.00823036585365854,0.00139040623121621,0.263124,0.363349,0.322318902439024,0.0328606410883939,4.348823,-0.398938
21.631023,"P06","SO_1.2",100,15,5704.683105,8093.492188,-109.870506,-0.008911,-0.342537,27.7775,12.8,5.6,"{""type"":""M"",""msg"":""FADE0"",""time"":21.6073,""dist"":0.428858}",4.955764,10.555764,0,14.5,9.2,0.316093,9.2,5.6,0.006917,-0.011108,-0.004191,-0.00834312,0.00199495543032409,-0.342537,0.316093,0.01530668,0.200536364662722,4.045242,0.362531
21.203541,"P06","SO_1.2",100,16,5707.434082,8097.585938,-108.957336,-0.009074,0.90715,27.7777,29.8,23.7,"{""type"":""M"",""msg"":""FADE0"",""time"":21.1628,""dist"":0.423652}",4.751156,28.451156,0,7.2,10.7,0.283979,7.2,23.7,0.008382,-0.010905,-0.002523,-0.00688602083333333,0.00255348448194947,0.233557,0.90715,0.478648604166667,0.218027391960397,4.955764,-0.342537
23.029648,"P06","SO_1.2",100,17,5693.722168,8060.615234,-110.453827,-0.006388,0.680267,27.7779,4,10.1,"{""type"":""M"",""msg"":""FADE0"",""time"":23.0028,""dist"":0.463434}",6.167477,10.167477,0,5.6,8.4,-0.001288,5.6,4,0.007243,-0.010254,-0.003011,-0.00756903225806452,0.00172153485623656,-0.00416,0.680267,0.27826735483871,0.221988356568101,4.751156,0.90715
24.027243,"P06","SO_1.2",100,18,5683.836914,8037.649414,-111.90715,-0.009074,-0.252626,27.7777,13.6,6.7,"{""type"":""M"",""msg"":""FADE0"",""time"":23.9373,""dist"":0.486625}",7.077158,13.777158,0,57.9,32.2,0.213681,32.2,6.7,0.006714,-0.010254,-0.00354,-0.0083220985915493,0.00191297708264168,-0.252626,0.213681,0.010859676056338,0.136345437868334,6.167477,0.680267
24.135456,"P06","SO_1.2",100,19,5679.947754,8025.148926,-111.812378,-0.006063,0.802647,27.7779,3,9,"{""type"":""M"",""msg"":""FADE0"",""time"":24.0496,""dist"":0.499836}",7.481922,10.481922,0,17,24.7,0.213239,17,3,0.005208,-0.009399,-0.004191,-0.00759268,0.00173237060793678,0.159502,0.802647,0.391920733333333,0.215674708339073,7.077158,-0.252626
22.217735,"P06","SO_1.2",100,20,5701.664062,8082.698242,-109.846077,-0.009074,0.458953,27.7779,21.2,14.9,"{""type"":""M"",""msg"":""FADE0"",""time"":22.2024,""dist"":0.440261}",5.35099,20.25099,0,7.8,12.1,-0.113087,7.8,14.9,0.007569,-0.010417,-0.002848,-0.00826092592592593,0.00210808694328465,-0.113087,0.458953,0.185421203703704,0.175673981951708,7.481922,0.802647
23.657766,"P06","SO_1.2",100,21,5682.85498,8035.691406,-111.978645,-0.006714,-0.441738,27.7779,16,20.5,"{""type"":""M"",""msg"":""FADE0"",""time"":23.5744,""dist"":0.489017}",7.182485,23.182485,0,13.9,18.4,0.283983,13.9,16,0.006226,-0.010417,-0.004191,-0.00773341666666667,0.00180196127695963,-0.441738,0.283983,-0.0882875416666666,0.178045866059721,5.35099,0.458953
23.01759,"P06","SO_1.2",100,22,5695.263672,8063.604004,-110.286003,-0.008586,1.068563,27.7777,0.9,51.5,"{""type"":""M"",""msg"":""FADE0"",""time"":23.0124,""dist"":0.460723}",6.058394,6.958394,0,9.4,14.4,0.110742,9.4,0.9,0.005208,-0.009562,-0.004354,-0.00756575409836066,0.00160001036096372,0.10699,1.068563,0.491872081967213,0.317076853388118,7.182485,-0.441738
27.22674,"P06","SO_1.2",100,23,5647.365723,7953.650391,-115.20459,-0.008423,-0.575542,27.7776,20.4,5.8,"{""type"":""M"",""msg"":""FADE0"",""time"":27.1487,""dist"":0.578555}",10.358746,16.158746,0,31.4,21.5,0.207494,21.5,5.8,0.009073,-0.011759,-0.002686,-0.00835771844660194,0.00204407327109318,-0.575542,0.228261,-0.062719359223301,0.240847569538261,6.058394,1.068563
27.210888,"P06","SO_1.2",100,24,5644.418457,7945.630859,-115.113434,-0.007243,0.159547,27.778,10.6,16.9,"{""type"":""M"",""msg"":""FADE0"",""time"":27.1223,""dist"":0.586879}",10.718552,21.318552,0,37.7,47.7,0.347553,37.7,10.6,0.005209,-0.009766,-0.004557,-0.00795056074766355,0.00158652205461048,0.139871,0.347553,0.27013646728972,0.0664839932357559,10.358746,-0.575542
26.690071,"P06","SO_1.2",100,25,5650.582031,7957.762207,-114.652267,-0.006714,0.62528,27.7779,6.4,13,"{""type"":""M"",""msg"":""FADE0"",""time"":26.605,""dist"":0.573365}",10.227108,16.627108,0,15.3,22.2,0.170419,15.3,6.4,0.00472,-0.010091,-0.005371,-0.00787078431372549,0.00125986444836989,0.15234,0.62528,0.429756117647059,0.182532783124821,10.718552,0.159547
22.485912,"P06","SO_1.2",100,26,5696.808105,8070.458984,-110.363922,-0.007039,0.109908,27.7778,11.7,18,"{""type"":""M"",""msg"":""FADE0"",""time"":22.4384,""dist"":0.452558}",5.755224,17.455224,0,7.2,10.7,0.161519,7.2,11.7,0.006713,-0.010579,-0.003866,-0.00774515517241379,0.00204540131009999,0.04985,0.161519,0.0944462931034483,0.0286925095170546,10.227108,0.62528
21.632433,"P06","SO_1.2",100,27,5702.382812,8090.470215,-110.315613,-0.007406,-1.505203,27.7778,8.4,-1.113768,"{""type"":""M"",""msg"":""FADE0"",""time"":21.5545,""dist"":0.430942}",5.053417,3.939649,3.939649,10.3,6.1,0.319419,6.1,-1.113768,0.006876,-0.011922,-0.005046,-0.00832313725490196,0.0019673722781376,-1.505203,0.319419,-0.540736960784314,0.571847993081552,5.755224,0.109908
23.334625,"P06","SO_1.2",100,28,5686.95459,8042.209961,-110.806488,-0.007568,0.992182,27.7776,0.9,9.1,"{""type"":""M"",""msg"":""FADE0"",""time"":23.3109,""dist"":0.483143}",6.872656,7.772656,0,8.7,12.1,0.142575,8.7,0.9,0.008219,-0.010742,-0.002523,-0.00670027536231884,0.0020047051630371,-0.011445,0.992182,0.27839236231884,0.301326019559037,5.053417,-1.505203
24.231092,"P06","SO_1.2",100,29,5683.367676,8031.601074,-110.796188,-0.005371,1.576844,27.7782,-1.011032,3.3,"{""type"":""M"",""msg"":""FADE0"",""time"":24.192,""dist"":0.49391}",7.282306,6.271274,6.271274,9.9,14.7,0.158379,9.9,-1.011032,0.005696,-0.009399,-0.003703,-0.00665260273972603,0.00180386248197618,0.097915,1.576844,0.513688726027397,0.446295148002146,6.872656,0.992182
24.340595,"P06","SO_1.2",100,30,5676.932129,8019.344727,-112.748245,-0.009074,0.191559,27.7778,13.5,7.7,"{""type"":""M"",""msg"":""FADE0"",""time"":24.2937,""dist"":0.507422}",7.778177,15.478177,0,13.1,17.8,0.231267,13.1,7.7,0.006225,-0.010579,-0.004354,-0.00803114102564103,0.00173835631967074,0.019435,0.375551,0.209740871794872,0.122141952039033,7.282306,1.576844
21.00495,"P07","SO_1.2",100,1,5703.976074,8099.158691,-111.32,-0.012248,0.828042,27.7775,-0.30505,-2.325392,"{""type"":""M"",""msg"":""FADE0"",""time"":20.9108,""dist"":0.421703}",4.754923,2.429531,2.429531,8.6,4.2,0.142679,4.2,-2.325392,0.003825,-0.012248,-0.008423,-0.0099038125,0.00103681900298307,-1.823569,1.851943,-0.200307916666667,1.095926433003,NA,NA
18.198357,"P07","SO_1.2",100,2,5731.080566,8174.688477,-106.707039,-0.007243,-0.25146,27.7776,21.2,27,"{""type"":""M"",""msg"":""FADE0"",""time"":18.1271,""dist"":0.342116}",1.822352,23.022352,0,24.5,30.4,0.080975,24.5,21.2,0.000204,-0.007243,-0.007039,-0.00720005263157895,8.5446197291506e-05,-0.25146,0.080975,-0.102794684210526,0.104487587002291,4.754923,0.828042
20.295418,"P07","SO_1.2",100,3,5714.008789,8120.957031,-108.306519,-0.00472,-0.435722,27.778,7.3,10.4,"{""type"":""M"",""msg"":""FADE0"",""time"":20.2935,""dist"":0.400378}",3.937369,11.237369,0,17.7,9.6,-0.016829,9.6,7.3,0.004557,-0.008748,-0.004191,-0.007248075,0.00168196540083778,-0.452025,-0.016829,-0.274129075,0.147212069132166,1.822352,-0.25146
20.840069,"P07","SO_1.2",100,4,5712.195801,8107.61377,-106.429001,-0.0059,-1.584856,27.7778,-0.813061,0.7,"{""type"":""M"",""msg"":""FADE0"",""time"":20.8132,""dist"":0.413001}",4.358528,3.545467,3.545467,13.5,5.5,-0.071224,5.5,-0.813061,0.009725,-0.008219,0.001506,-0.00197163636363636,0.00337458446772484,-1.832664,1.795564,0.116493659090909,0.803722018168984,3.937369,-0.435722
19.783316,"P07","SO_1.2",100,5,5718.955078,8136.42334,-109.479225,-0.014974,-0.588772,27.7775,3.4,1.1,"{""type"":""M"",""msg"":""FADE0"",""time"":19.7499,""dist"":0.383282}",3.331269,4.431269,0,14,9.6,0.434086,9.6,1.1,0.005046,-0.014974,-0.009928,-0.0120393823529412,0.00166441617782707,-0.588772,0.434086,0.111232911764706,0.306105916418362,4.358528,-1.584856
21.320421,"P07","SO_1.2",100,6,5707.62207,8098.67334,-108.55352,-0.005534,0.733016,27.7776,1.9,6.4,"{""type"":""M"",""msg"":""FADE0"",""time"":21.2218,""dist"":0.42096}",4.756822,6.656822,0,14,19.3,0.356491,14,1.9,0.00236,-0.007243,-0.004883,-0.00602297916666667,0.0006255745780866,0.132023,0.733016,0.298395833333333,0.168879956654894,3.331269,-0.588772
22.023563,"P07","SO_1.2",100,7,5696.661621,8076.258301,-112.386711,-0.012248,1.670513,27.778,0.9,-1.0104,"{""type"":""M"",""msg"":""FADE0"",""time"":22.0145,""dist"":0.448188}",5.562154,4.551754,4.551754,23.8,15.2,0.447834,15.2,-1.0104,0.004679,-0.013265,-0.008586,-0.0111891785714286,0.00139391111112376,-1.872478,1.7753,-0.219236446428571,0.768231343717714,4.756822,0.733016
20.099201,"P07","SO_1.2",100,8,5716.986328,8128.351562,-108.0858,-0.008586,0.067681,27.7779,31.8,20.2,"{""type"":""M"",""msg"":""FADE0"",""time"":20.0654,""dist"":0.391603}",3.547834,23.747834,0,10.1,14.4,0.092646,10.1,20.2,0.002686,-0.008586,-0.0059,-0.00730522222222222,0.000590640916347227,-0.007772,0.092646,0.0236972777777778,0.0286061276139133,5.562154,1.670513
21.908537,"P07","SO_1.2",100,9,5697.654297,8078.147949,-111.683929,-0.009237,-1.785018,27.7778,2,-0.909649,"{""type"":""M"",""msg"":""FADE0"",""time"":21.8824,""dist"":0.445578}",5.551836,4.642187,4.642187,18.4,11.9,0.455326,11.9,-0.909649,0.002686,-0.011597,-0.008911,-0.0101644464285714,0.000532901352619203,-1.785018,0.455326,-0.358146892857143,0.671410562290241,3.547834,0.067681
21.181927,"P07","SO_1.2",100,10,5708.25,8103.14209,-109.374435,-0.008219,-0.161447,27.7778,53.9,11.9,"{""type"":""M"",""msg"":""FADE0"",""time"":21.1262,""dist"":0.417662}",4.544312,16.444312,0,21.4,13.4,0.194786,13.4,11.9,0.001342,-0.008748,-0.007406,-0.0083494347826087,0.00042271643514425,-0.161447,0.194786,0.0228670869565217,0.104396322708721,5.551836,-1.785018
24.241266,"P07","SO_1.2",100,11,5679.14209,8021.155273,-111.857788,-0.006877,1.564756,27.7778,-2.529011,7.1,"{""type"":""M"",""msg"":""FADE0"",""time"":24.2164,""dist"":0.505556}",7.682178,5.153167,5.153167,9.7,20.1,0.156885,9.7,-2.529011,0.001709,-0.008586,-0.006877,-0.0081328961038961,0.000362407577489024,0.156885,1.564756,0.886070857142857,0.406999648413811,4.544312,-0.161447
23.563007,"P07","SO_1.2",100,12,5678.585938,8038.394043,-115.291267,-0.011759,0.527524,27.7778,-1.922687,-3.33918,"{""type"":""M"",""msg"":""FADE0"",""time"":23.5546,""dist"":0.490033}",7.175382,3.836202,3.836202,11.2,7.7,0.53542,7.7,-3.33918,0.002889,-0.013794,-0.010905,-0.0121645416666667,0.000679213877359101,-1.792006,1.854084,0.0225019166666667,0.848768573546584,7.682178,1.564756
21.510408,"P07","SO_1.2",100,13,5712.301758,8110.375,-107.089645,-0.002197,1.358513,27.7778,-0.302291,2.4,"{""type"":""M"",""msg"":""FADE0"",""time"":21.4597,""dist"":0.409767}",4.249059,3.946768,3.946768,6.9,10.4,0.247509,6.9,-0.302291,0.006551,-0.006063,0.000488,-0.00408990697674419,0.00168993876775453,0.192706,1.358513,0.487931534883721,0.345360918773759,7.175382,0.527524
20.321014,"P07","SO_1.2",100,14,5714.739258,8121.715332,-108.548355,-0.007406,0.012037,27.7779,18.5,25.5,"{""type"":""M"",""msg"":""FADE0"",""time"":20.256,""dist"":0.397765}",3.838165,22.338165,0,20.6,28.3,0.40105,20.6,18.5,0.001018,-0.008057,-0.007039,-0.00772917948717949,0.000334230921732019,0.012037,0.40105,0.177921641025641,0.117894900190021,4.249059,1.358513
22.327263,"P07","SO_1.2",100,15,5696.372559,8069.477051,-109.940918,-0.009074,0.052243,27.7778,29.9,22.6,"{""type"":""M"",""msg"":""FADE0"",""time"":22.2923,""dist"":0.453925}",5.86163,28.46163,0,18.7,24.2,-0.176578,18.7,22.6,0.003703,-0.009074,-0.005371,-0.00697401694915254,0.000614323050237089,-0.394891,0.052243,-0.270826627118644,0.121923562787751,3.838165,0.012037
21.707003,"P07","SO_1.2",100,16,5705.575684,8092.897949,-109.045563,-0.007568,0.713515,27.7778,3.6,12.5,"{""type"":""M"",""msg"":""FADE0"",""time"":21.6632,""dist"":0.428518}",4.944933,8.544933,0,8.9,12.9,-0.253239,8.9,3.6,0.002523,-0.008423,-0.0059,-0.00741132,0.00077553550794379,-0.253239,0.713515,0.15257686,0.313430079856248,5.86163,0.052243
22.633631,"P07","SO_1.2",100,17,5692.801758,8059.326172,-110.305481,-0.005371,0.280071,27.7778,4.2,8.3,"{""type"":""M"",""msg"":""FADE0"",""time"":22.615,""dist"":0.465081}",6.174896,10.374896,0,11.5,15.5,-0.244948,11.5,4.2,0.003173,-0.008219,-0.005046,-0.00698341935483871,0.000595387697037136,-0.340206,0.280071,-0.156626870967742,0.188767531501744,4.944933,0.713515
22.849703,"P07","SO_1.2",100,18,5690.421875,8053.316406,-110.855881,-0.003866,0.194409,27.778,4.8,8.2,"{""type"":""M"",""msg"":""FADE0"",""time"":22.8428,""dist"":0.471974}",6.472656,11.272656,0,54.4,23.5,0.363599,23.5,4.8,0.004353,-0.008219,-0.003866,-0.00741956923076923,0.000783575478360867,0.077268,0.363599,0.148608861538462,0.0742909205856604,6.174896,0.280071
21.925652,"P07","SO_1.2",100,19,5699.53418,8078.015137,-109.749374,-0.005697,0.063084,27.7779,5.9,10,"{""type"":""M"",""msg"":""FADE0"",""time"":21.9019,""dist"":0.445203}",5.451466,11.351466,0,34.7,41.9,0.414943,34.7,5.9,0.002848,-0.008219,-0.005371,-0.00701047272727273,0.000937272458402284,-0.075792,0.414943,0.0777451636363636,0.149222686843791,6.472656,0.194409
21.428965,"P07","SO_1.2",100,20,5703.948242,8089.725098,-108.791801,-0.004191,0.249618,27.7776,3,6.2,"{""type"":""M"",""msg"":""FADE0"",""time"":21.4032,""dist"":0.432638}",5.061245,8.061245,0,12.3,7,0.398509,7,3,0.0059,-0.008911,-0.003011,-0.00556427450980392,0.00120060240010474,-0.153792,0.398509,0.0163818823529412,0.159124582455716,5.451466,0.063084
22.823072,"P07","SO_1.2",100,21,5692.07666,8053.680176,-109.233383,-0.002848,1.640067,27.778,-0.60733,1.9,"{""type"":""M"",""msg"":""FADE0"",""time"":22.7419,""dist"":0.469072}",6.472492,5.865162,5.865162,51.8,13.6,0.295746,13.6,-0.60733,0.005697,-0.008057,-0.00236,-0.00512021538461538,0.00122939683499048,-0.028596,1.640067,0.361638138461538,0.465336922023269,5.061245,0.249618
21.440653,"P07","SO_1.2",100,22,5706.025879,8093.882812,-108.515717,-0.004883,0.819504,27.7777,1.2,5.2,"{""type"":""M"",""msg"":""FADE0"",""time"":21.3477,""dist"":0.426202}",4.852656,6.052656,0,54.4,22.3,0.297237,22.3,1.2,0.004029,-0.008057,-0.004028,-0.00593087755102041,0.00087846840278628,0.145874,0.819504,0.312612795918367,0.187434433894671,6.472492,1.640067
23.20488,"P07","SO_1.2",100,23,5689.050781,8041.830566,-108.640083,-0.003377,-0.626824,27.7788,-1.919106,-0.405262,"{""type"":""M"",""msg"":""FADE0"",""time"":23.115,""dist"":0.480998}",6.866757,4.947651,4.947651,8.5,11.9,0.142852,8.5,-1.919106,0.003377,-0.0059,-0.002523,-0.00423186956521739,0.0012425989357349,-1.849628,1.798207,0.155689101449275,0.801925943934152,4.852656,0.819504
21.18812,"P07","SO_1.2",100,24,5708.257324,8099.359863,-108.551682,-0.007243,1.105596,27.7778,0.1,7.3,"{""type"":""M"",""msg"":""FADE0"",""time"":21.1728,""dist"":0.422415}",4.745886,4.845886,0,59.8,28.6,0.50549,28.6,0.1,0.002685,-0.008219,-0.005534,-0.006591,0.000664934231270201,0.434327,1.105596,0.611530270833333,0.203254510920055,6.866757,-0.626824
22.529047,"P07","SO_1.2",100,25,5700.395996,8067.320312,-106.67382,-0.00236,0.888864,27.7787,-2.724888,-1.210878,"{""type"":""M"",""msg"":""FADE0"",""time"":22.4438,""dist"":0.453475}",5.865429,3.140541,3.140541,6.7,10.1,0.265299,6.7,-2.724888,0.003011,-0.004028,-0.001017,-0.00257108474576271,0.000854877754683646,-1.798282,1.845016,0.27524679661017,0.854448495862718,4.745886,1.105596
20.119696,"P07","SO_1.2",100,26,5717.345703,8127.266602,-107.773636,-0.008423,0.754127,27.7777,4.8,43,"{""type"":""M"",""msg"":""FADE0"",""time"":20.0701,""dist"":0.392159}",3.638047,8.438047,0,8.1,13.5,0.442699,8.1,4.8,0.002889,-0.008423,-0.005534,-0.00691518918918919,0.000789365808659002,0.428247,0.754127,0.509001405405405,0.0997432036516383,5.865429,0.888864
22.325556,"P07","SO_1.2",100,27,5696.556641,8072.780273,-110.938217,-0.009928,-0.945336,27.7778,6.4,0.9,"{""type"":""M"",""msg"":""FADE0"",""time"":22.2664,""dist"":0.450111}",5.772072,6.672072,0,14.8,9.3,0.368096,9.3,0.9,0.002197,-0.009928,-0.007731,-0.00862827586206897,0.000472768286150409,-0.945336,0.368096,-0.231191206896552,0.395806175425161,3.638047,0.754127
22.222399,"P07","SO_1.2",100,28,5698.856445,8078.90918,-110.593468,-0.006551,-0.897668,27.7778,20,1.9,"{""type"":""M"",""msg"":""FADE0"",""time"":22.1674,""dist"":0.44376}",5.460776,7.360776,0,11.4,7.4,0.552002,7.4,1.9,0.003377,-0.009928,-0.006551,-0.00817132727272727,0.000592624765877459,-0.897668,0.552002,-0.158492036363636,0.436925555742791,5.772072,-0.945336
23.34012,"P07","SO_1.2",100,29,5688.664062,8049.617676,-111.330223,-0.007406,-0.120754,27.7779,19.8,25.9,"{""type"":""M"",""msg"":""FADE0"",""time"":23.3359,""dist"":0.476161}",6.672485,26.472485,0,22.9,15.3,0.443542,15.3,19.8,0.001342,-0.008748,-0.007406,-0.00815186567164179,0.000438325356380546,-0.120754,0.443542,0.167750582089552,0.17583383945337,5.460776,-0.897668
23.838846,"P07","SO_1.2",100,30,5682.723633,8035.725586,-112.754433,-0.010742,-0.591531,27.778,5.4,1.7,"{""type"":""M"",""msg"":""FADE0"",""time"":23.8027,""dist"":0.49036}",7.183254,8.883254,0,17.3,37,0.52085,17.3,1.7,0.002685,-0.010742,-0.008057,-0.00947608333333333,0.000476684315474841,-0.591531,0.572645,0.292070847222222,0.34129366920725,6.672485,-0.120754
