id,t,drive,speed.kmh,occ_nr,x,y,yaw,steer,off,speed,leftTLC,rightTLC,report,OT,OTTLC,true.TLC,FADE1.leftTLC,FADE1.rightTLC,FADE1.off,FADE1.TLC.min,FADE0.TLC.min,steer.ampl,steer.min,steer.max,steer.avg,steer.sd,offset.min,offset.max,offset.avg,offset.sd,last_OT,last_FADE0.off,offset.avg.abs,filter_$,FADE1.off.changed75,FADE1.off.abs,last_FADE0.off.abs,FADE1.off.changed75.abs,last_FADE0.off.changed75,steer.ampl.360,last_FADE0.off.changed75.abs,steer.ampl.450,last.lane.position09,last.lane.position.11,true.TLC.1.0,z.FADE1.TLC.min,z.last_FADE0.off.changed75.abs,z.last_OT,z.OT,z.OTTLC,z.steer.ampl.450,steer.sd.100.bl,off.sd.100.bl,steer.sd.60.bl,off.sd.60.bl,steer.sd.avg.100.so,off.sd.avg.100.so,off.sd.bl.60.100,z.off.sd.avg.100.so
P01,57.828377,MO_60,60,21,5731.796387,8986.50293,-74.59462,-.007039,-.355709,16.6668,9.7,4.2,"{""type"":""M"",""msg"":""FADE0"",""time"":57.7552,""dist"":0.836513}",1.72135900000001,5.92135900000001,0,10.9,6.6,-.008016,6.6,4.2,.001547,-.008586,-.007039,-.00748461111111111,.000559103393457027,-.355709,-.008016,-.160011388888889,.110433554495393,2.325184,.025363,.160011388888889,1,-.008016,.008016,.025363,.008016,.025363,.55692,.025363,.69615,1,1,0,-.586544343785131,-1.36497902739546,.15668709913357,-.442940031880294,-.68415621942314,-.704998065548008, , ,0.00280126240861859,0.171870963447654,.00108883351231003,.331582572862225,.194562733105182,.465682637181346
P01,59.545227,MO_60,60,22,5739.165527,8958.844727,-75.171082,.000488,-.769961,16.6667,9.9,12.8,"{""type"":""M"",""msg"":""FADE0"",""time"":59.4603,""dist"":0.864942}",1.211861,11.111861,0,34.9,4.8,-.505104,4.8,9.9,.004354,-.003866,.000488,-.000344538461538462,.00151384403728745,-.769961,-.505104,-.657355230769231,.0871312532353287,1.72135900000001,-.355709,.657355230769231,1,-.505104,.505104,.355709,.505104,-.355709,1.56744,.355709,1.9593,1,1,0,-.795413193641846,-.282445274610041,-.369346060439152,-.864670536752468,-.108699847412488,-.201183007135535, , ,0.00280126240861859,0.171870963447654,.00108883351231003,.331582572862225,.194562733105182,.465682637181346
P01,61.462883,MO_60,60,23,5747.302246,8927.926758,-75.391365,-.001668,-.698637,16.6665,8.6,12.3,"{""type"":""M"",""msg"":""FADE0"",""time"":61.3659,""dist"":0.896713}",1.411137,10.011137,0,4.8,6.3,-.804514,4.8,8.6,.001668,-.001668,0,-.000838333333333333,.000698364177066324,-.806924,-.698637,-.771668066666667,.0364551069741297,1.211861,-.769961,.771668066666667,1,-.804514,.804514,.769961,.804514,-.769961,.60048,.769961,.7506,1,1,0,-.795413193641846,1.07504587757242,-.813204533897509,-.699722356212199,-.230734024381316,-.683280351950606, , ,0.00280126240861859,0.171870963447654,.00108883351231003,.331582572862225,.194562733105182,.465682637181346
P01,64.000381,MO_60,60,24,5757.645996,8886.90625,-76.437042,-.004883,-.044315,16.6668,7.3,15.5,"{""type"":""M"",""msg"":""FADE0"",""time"":63.9311,""dist"":0.93948}",2.13050800000001,9.43050800000001,0,7.8,11.5,-.625053,7.8,7.3,.003215,-.004883,-.001668,-.00335863636363636,.001019465198054,-.625053,-.044315,-.351660545454545,.182292536785749,1.411137,-.698637,.351660545454545,1,-.625053,.625053,.698637,.625053,-.698637,1.1574,.698637,1.44675,1,1,0,-.447298443880653,.84131930790405,-.639601612675275,-.104272138506931,-.295106730108848,-.405616691329268, , ,0.00280126240861859,0.171870963447654,.00108883351231003,.331582572862225,.194562733105182,.465682637181346
P01,66.025543,MO_60,60,25,5765.074219,8853.970703,-78.211792,-.008057,.454619,16.6667,18.9,14.3,"{""type"":""M"",""msg"":""FADE0"",""time"":65.9682,""dist"":0.973444}",1.518326,15.818326,0,48.7,39.8,.107298,39.8,14.3,.001669,-.008057,-.006388,-.0075024375,.000493774168184876,.107298,.454619,.2973186875,.111087913429991,2.13050800000001,-.044315,.2973186875,1,.107298,.107298,.044315,.107298,-.044315,.60084,.044315,.75105,1,1,0,3.26592555357207,-1.30287390221523,-.0129084482070925,-.61099802150089,.413092702497928,-.683100866714263, , ,0.00280126240861859,0.171870963447654,.00108883351231003,.331582572862225,.194562733105182,.465682637181346
P01,69.06002,MO_60,60,26,5774.001953,8804.179688,-81.225105,-.007039,.373355,16.6666,15.4,9.6,"{""type"":""M"",""msg"":""FADE0"",""time"":69.0035,""dist"":1.02405}",2.52941799999999,12.129418,0,14,10.3,.516335,10.3,9.6,.002522,-.009399,-.006877,-.00772326923076923,.000952646106702475,.373355,.541866,.491949230769231,.0523998584168375,1.518326,.454619,.491949230769231,1,.516335,.516335,.454619,.516335,.454619,.90792,.454619,1.1349,1,1,0,-.157202819079659,.0416797745445012,-.546221960720749,.225920552531202,.00411383795629538,-.529999960114392, , ,0.00280126240861859,0.171870963447654,.00108883351231003,.331582572862225,.194562733105182,.465682637181346
P01,72.197449,MO_60,60,27,5780.826172,8752.323242,-83.657127,-.0059,-.3002,16.6666,14.9,5.7,"{""type"":""M"",""msg"":""FADE0"",""time"":72.1324,""dist"":1.07622}",2.630944,8.330944,0,18.2,10.3,.286004,10.3,5.7,.000529,-.006226,-.005697,-.005864,.000132155793842547,-.3002,.286004,.00737614814814812,.179059185440222,2.52941799999999,.373355,.00737614814814812,1,.286004,.286004,.373355,.286004,.373355,.19044,.373355,.23805,1,1,0,-.157202819079659,-.224619871542797,.334609272465532,.309957410845966,-.417012301137147,-.887714036144338, , ,0.00280126240861859,0.171870963447654,.00108883351231003,.331582572862225,.194562733105182,.465682637181346
P01,74.42662,MO_60,60,28,5784.579102,8715.348633,-84.480309,-.001506,-.707044,16.6666,10.5,13.8,"{""type"":""M"",""msg"":""FADE0"",""time"":74.3979,""dist"":1.11399}",1.724227,12.224227,0,24.1,28.8,-.433572,24.1,10.5,.00236,-.003866,-.001506,-.00171166666666667,.000605215858429137,-.707044,-.433572,-.600072388888889,.0873291769948886,2.630944,-.3002,.600072388888889,1,-.433572,.433572,.3002,.433572,-.3002,.8496,.3002,1.062,1,1,0,1.44412502982183,-.464346572289946,.423055498704568,-.440566081270146,.014625045383623,-.559076568401824, , ,0.00280126240861859,0.171870963447654,.00108883351231003,.331582572862225,.194562733105182,.465682637181346
P01,76.954399,MO_60,60,29,5788.331543,8673.373047,-85.38002,-.004191,-.478303,16.6667,9.5,15.1,"{""type"":""M"",""msg"":""FADE0"",""time"":76.902,""dist"":1.15574}",2.02409399999999,11.524094,0,9.6,12.9,-.714985,9.6,9.5,.002685,-.004191,-.001506,-.00287938095238095,.000693673949070489,-.714985,-.478303,-.624356095238095,.0757695638405717,1.724227,-.707044,.624356095238095,1,-.714985,.714985,.707044,.714985,-.707044,.9666,.707044,1.20825,1,1,0,-.238429594023937,.868868790142876,-.36684754994083,-.192354976801635,-.0629967330310534,-.500743866590618, , ,0.00280126240861859,0.171870963447654,.00108883351231003,.331582572862225,.194562733105182,.465682637181346
P01,79.690308,MO_60,60,30,5791.172363,8627.851563,-87.577637,-.007243,-.014317,16.6666,24.9,18.3,"{""type"":""M"",""msg"":""FADE0"",""time"":79.5929,""dist"":1.2006}",2.231041,20.531041,0,11.7,20.6,-.376033,11.7,18.3,.001872,-.007243,-.005371,-.00673530434782609,.000502306809066712,-.376033,-.014317,-.175537565217391,.11282622927994,2.02409399999999,-.478303,.175537565217391,1,-.376033,.376033,.478303,.376033,-.478303,.67392,.478303,.8424,1,1,0,.00525073080889792,.119291519203041,-.105612944779416,-.0210572233427717,.935578172346544,-.646665363736803, , ,0.00280126240861859,0.171870963447654,.00108883351231003,.331582572862225,.194562733105182,.465682637181346
