"t","id","drive","speed.kmh","occ_nr","x","y","yaw","steer","off","speed","leftTLC","rightTLC","report","OT","OTTLC","true.TLC","FADE1.leftTLC","FADE1.rightTLC","FADE1.off","FADE1.TLC.min","FADE0.TLC.min","steer.ampl","steer.min","steer.max","steer.avg","steer.sd","offset.min","offset.max","offset.avg","offset.sd"
13.151443,"P01","Occ_MO_1.2",100,1,5765.777832,8312.948242,-100.740921,-0.012451,0.571028,27.3894,11.4,8.6,"{""type"":""M"",""msg"":""FADE0"",""time"":13.0583,""dist"":0.198999}",0.403159,9.003159,0,9,6.8,0.471993,6.8,8.6,0.002848,-0.015299,-0.012451,-0.0135498,0.00137504298114641,0.471993,0.571028,0.5242142,0.0391225427688436
13.961686,"P01","Occ_MO_1.2",100,2,5761.414551,8291.068359,-101.997185,-0.01359,0.652983,27.6026,8.7,6.3,"{""type"":""M"",""msg"":""FADE0"",""time"":13.9081,""dist"":0.222376}",0.303884,6.603884,0,9.9,7.3,0.639703,7.3,6.3,0.000650999999999999,-0.01359,-0.012939,-0.01326475,0.000265769793869305,0.639703,0.652983,0.6476225,0.00592941618823752
14.773736,"P01","Occ_MO_1.2",100,3,5756.526367,8269.163086,-103.332039,-0.012451,0.559124,27.6543,8,5.3,"{""type"":""M"",""msg"":""FADE0"",""time"":14.7,""dist"":0.244263}",0.305271999999999,5.605272,0,7.8,5.4,0.616977,5.4,5.3,0.001139,-0.01359,-0.012451,-0.013224,0.000537625024219173,0.559124,0.616977,0.58946875,0.024926127769538
15.884655,"P01","Occ_MO_1.2",100,4,5749.121094,8239.282227,-104.398781,-0.005208,0.26273,27.7435,9.1,13,"{""type"":""M"",""msg"":""FADE0"",""time"":15.8215,""dist"":0.275335}",0.606849,9.706849,0,22.7,28.4,0.41914,22.7,9.1,0.001831,-0.007039,-0.005208,-0.00549285714285714,0.000684485799358767,0.26273,0.41914,0.336383857142857,0.0565018285173987
17.297897,"P01","Occ_MO_1.2",100,5,5739.080078,8201.339844,-105.26725,-0.004557,0.154005,27.775,5.5,9,"{""type"":""M"",""msg"":""FADE0"",""time"":17.2925,""dist"":0.316187}",0.908425999999999,6.408426,0,7.4,11.1,0.180461,7.4,5.5,0.000163,-0.00472,-0.004557,-0.0045733,5.15451258607446e-05,0.143572,0.180461,0.154888,0.0119748016638644
19.022585,"P01","Occ_MO_1.2",100,6,5726.030762,8155.230957,-106.41198,-0.005371,0.549277,27.7779,2.6,6.7,"{""type"":""M"",""msg"":""FADE0"",""time"":18.9803,""dist"":0.363081}",1.218758,3.818758,0,4.9,8.9,0.214993,4.9,2.6,0.000163,-0.005371,-0.005208,-0.00533338461538462,7.14802285735229e-05,0.214993,0.549277,0.363403,0.109340528211943
20.132526,"P01","Occ_MO_1.2",100,7,5716.992676,8125.74707,-108.224754,-0.017456,0.886505,27.7762,6.9,5.2,"{""type"":""M"",""msg"":""FADE0"",""time"":20.0649,""dist"":0.393218}",0.605851999999999,5.805852,0,7.5,5.8,0.751499,5.8,5.2,0.001546,-0.019002,-0.017456,-0.0178631428571429,0.000552791530498141,0.751499,0.886505,0.833543571428571,0.0500808875016446
21.549726,"P01","Occ_MO_1.2",100,8,5703.847168,8088.631836,-110.760674,-0.011434,0.483977,27.7784,6.8,4.1,"{""type"":""M"",""msg"":""FADE0"",""time"":21.4921,""dist"":0.432874}",0.913795,5.013795,0,6.2,4.4,0.83904,4.4,4.1,0.005208,-0.016642,-0.011434,-0.0131712,0.00151514860290629,0.483977,0.83904,0.6797728,0.120852834719477
23.876284,"P01","Occ_MO_1.2",100,9,5680.393066,8028.390137,-111.724289,-0.00354,-0.00089,27.778,4.9,7.9,"{""type"":""M"",""msg"":""FADE0"",""time"":23.7808,""dist"":0.49647}",1.820757,6.720757,0,5.2,7.2,0.218664,5.2,4.9,0.006846,-0.004191,0.002655,-0.00190705263157895,0.00224108528950904,-0.043627,0.218664,0.0200162105263158,0.0788409249886398
27.013449,"P01","Occ_MO_1.2",100,10,5645.880859,7948.364258,-115.537811,-0.01359,0.310561,27.7771,7.1,4.5,"{""type"":""M"",""msg"":""FADE0"",""time"":26.9299,""dist"":0.583968}",2.633375,7.133375,0,27.4,20.5,0.099448,20.5,4.5,0.004353,-0.01359,-0.009237,-0.0108823703703704,0.00135576947065121,0.099448,0.369911,0.289948444444444,0.0835789671132513
29.838634,"P01","Occ_MO_1.2",100,11,5609.64502,7878.743652,-119.429771,-0.010254,-1.05084,27.7779,3.6,0.2,"{""type"":""M"",""msg"":""FADE0"",""time"":29.75,""dist"":0.662327}",2.321022,2.521022,0,6.2,3.7,0.180356,3.7,0.2,0.003174,-0.013428,-0.010254,-0.0107845416666667,0.000664856243315322,-1.05084,0.180356,-0.373818291666667,0.379953493658904
30.848244,"P01","Occ_MO_1.2",100,12,5595.853027,7854.316406,-118.560303,0.017588,-1.50862,27.7763,3.3,-0.908865,"{""type"":""M"",""msg"":""FADE0"",""time"":30.8192,""dist"":0.692036}",0.504973,-0.403892,0,4.3,-0.403892,-1.400789,-0.403892,-0.908865,0.000366999999999999,0.017588,0.017955,0.0176491666666667,0.000149827122600237,-1.517561,-1.400789,-1.479303,0.0455314825895226
31.764601,"P01","Occ_MO_1.2",100,13,5583.960449,7831.804688,-117.083595,0.008026,-0.758927,27.7775,2,3.1,"{""type"":""M"",""msg"":""FADE0"",""time"":31.7355,""dist"":0.717496}",0.40671,2.40671,0,2.6,-1.418512,-1.225898,-1.418512,2,0.003866,0.008026,0.011892,0.0105164,0.00164059083869196,-1.225898,-0.758927,-1.00455,0.185027200353083
33.077068,"P01","Occ_MO_1.2",100,14,5566.928711,7799.562012,-119.228127,-0.015137,0.958732,27.7773,0.4,12.9,"{""type"":""M"",""msg"":""FADE0"",""time"":33.0468,""dist"":0.753931}",0.808951999999998,1.208952,0,2.4,10.1,-0.015433,2.4,0.4,0.003662,-0.018799,-0.015137,-0.0171756666666667,0.00165164168329574,-0.015433,0.958732,0.498987888888889,0.333160444906596
33.985172,"P01","Occ_MO_1.2",100,15,5554.277832,7777.733398,-121.850471,-0.031839,1.63912,27.7733,-0.70602,4,"{""type"":""M"",""msg"":""FADE0"",""time"":33.8917,""dist"":0.777408}",0.402816999999999,-0.303203000000001,0,-0.303203,5.2,1.422982,-0.303203,-0.70602,0.002022,-0.031839,-0.029817,-0.031323,0.000853358951438373,1.422982,1.63912,1.5443298,0.0865430844591294
34.99865,"P01","Occ_MO_1.2",100,16,5538.671387,7754.305176,-125.046669,-0.010742,1.13215,27.7801,6.7,4.3,"{""type"":""M"",""msg"":""FADE0"",""time"":34.9375,""dist"":0.806459}",0.505699999999997,4.8057,0,-1.213798,2.9,1.547148,-1.213798,4.3,0.019075,-0.029817,-0.010742,-0.015135,0.0074613759857013,1.13215,1.547148,1.34803516666667,0.156155790787811
35.909653,"P01","Occ_MO_1.2",100,17,5524.047363,7733.638672,-125.097809,0.001017,0.459474,27.7823,4.7,7,"{""type"":""M"",""msg"":""FADE0"",""time"":35.8566,""dist"":0.832002}",0.405903000000002,5.105903,0,3.6,5.4,0.698021,3.6,4.7,0.007864,0.001017,0.008881,0.004411,0.00315727311140484,0.459474,0.698021,0.5714678,0.0943967123405259
38.334011,"P01","Occ_MO_1.2",100,18,5484.972168,7678.763184,-125.961624,-0.003866,0.559172,27.7778,2,5.1,"{""type"":""M"",""msg"":""FADE0"",""time"":38.2517,""dist"":0.898557}",1.919754,3.919754,0,5.3,7.9,0.296496,5.3,2,0.002523,-0.004354,-0.001831,-0.00278735,0.0011444688620997,0.233904,0.559172,0.32551205,0.101469655827934
40.052895,"P01","Occ_MO_1.2",100,19,5456.129883,7640.705566,-129.023682,-0.019165,1.049701,27.7765,6.4,4.7,"{""type"":""M"",""msg"":""FADE0"",""time"":39.9706,""dist"":0.946317}",1.215668,5.915668,0,9.5,7.6,0.807974,7.6,4.7,0.001872,-0.019165,-0.017293,-0.0176030769230769,0.00048304545361323,0.807974,1.060403,0.985435846153846,0.0850116423280229
42.074471,"P01","Occ_MO_1.2",100,20,5419.297363,7598.310547,-132.953766,-0.014771,-0.060341,27.7785,4,1.9,"{""type"":""M"",""msg"":""FADE0"",""time"":42.0538,""dist"":1.0042}",1.513241,3.413241,0,6.5,4.5,0.920166,4.5,1.9,0.000691000000000001,-0.015462,-0.014771,-0.015078375,0.000214576753944442,-0.060341,0.920166,0.487925625,0.313399036823212
43.393353,"P01","Occ_MO_1.2",100,21,5394.215332,7571.592285,-132.582565,0.010386,-0.899592,27.778,3.5,4.7,"{""type"":""M"",""msg"":""FADE0"",""time"":43.3895,""dist"":1.04131}",0.813590999999995,4.313591,0,5.4,6.6,-0.534404,5.4,3.5,0.004028,0.009206,0.013234,0.0106662222222222,0.00113149909166753,-0.899592,-0.534404,-0.772388777777778,0.13086882247768
45.415287,"P01","Occ_MO_1.2",100,22,5356.390137,7530.052734,-132.989319,-0.010417,0.598554,27.7773,1.1,4.3,"{""type"":""M"",""msg"":""FADE0"",""time"":45.3587,""dist"":1.09603}",1.517456,2.617456,0,3,4.4,-0.747528,3,1.1,0.014578,-0.010417,0.004161,-0.0048568125,0.00433577687339113,-0.747528,0.598554,-0.124360875,0.435441983123795
46.432022,"P01","Occ_MO_1.2",100,23,5336.718262,7509.785156,-136.195084,-0.030933,1.319169,27.7724,-0.406071,3.8,"{""type"":""M"",""msg"":""FADE0"",""time"":46.3795,""dist"":1.12439}",0.507728,0.101656999999996,0.101656999999996,0.1,4.7,1.088965,0.1,-0.406071,0.001185,-0.032118,-0.030933,-0.0311305,0.000483774224199679,1.088965,1.319169,1.22716033333333,0.0884222266778363
47.846973,"P01","Occ_MO_1.2",100,24,5307.510254,7483.475586,-139.165329,-0.008423,0.702934,27.7815,16.9,7.6,"{""type"":""M"",""msg"":""FADE0"",""time"":47.7777,""dist"":1.16324}",0.909045999999996,8.509046,0,-0.911976,4.6,1.204864,-0.911976,7.6,0.006551,-0.014974,-0.008423,-0.0101521,0.0018538051827405,0.702934,1.204864,0.9544631,0.170229965563221
49.764629,"P01","Occ_MO_1.2",100,25,5266.959473,7448.90625,-140.503494,-0.012451,0.301821,27.7775,9.1,5.9,"{""type"":""M"",""msg"":""FADE0"",""time"":49.6875,""dist"":1.21631}",1.413856,7.313856,0,4.2,6.6,0.47203,4.2,5.9,0.012777,-0.012451,0.000326,-0.00700673333333333,0.0048048954272353,0.301821,0.47203,0.366829,0.0478357875131162
52.492577,"P01","Occ_MO_1.2",100,26,5207.102051,7402.419922,-143.719162,-0.008586,-0.266108,27.778,20.3,7.6,"{""type"":""M"",""msg"":""FADE0"",""time"":52.4237,""dist"":1.29234}",2.22197,9.82197,0,10.4,6.2,0.217265,6.2,7.6,0.002156,-0.010742,-0.008586,-0.008929,0.000535560284358183,-0.266108,0.217265,-0.0274757391304348,0.149589905472266
55.727814,"P01","Occ_MO_1.2",100,27,5133.54248,7350.762695,-146.517944,-0.009766,-0.125607,27.7774,17.6,12.2,"{""type"":""M"",""msg"":""FADE0"",""time"":55.714,""dist"":1.38377}",2.729836,14.929836,0,8.9,12,-0.35726,8.9,12.2,0.00472,-0.009766,-0.005046,-0.007089,0.00199265999404109,-0.398532,-0.125607,-0.303910607142857,0.0920292638580107
59.361053,"P01","Occ_MO_1.2",100,28,5047.002441,7298.854492,-152.074402,-0.01766,-0.90348,27.7771,2.8,0.5,"{""type"":""M"",""msg"":""FADE0"",""time"":59.2922,""dist"":1.48319}",3.130516,3.630516,0,7.6,4.9,-0.070225,4.9,0.5,0.006063,-0.01766,-0.011597,-0.01297778125,0.00181607740588149,-0.90348,-0.060444,-0.3021224375,0.256740772504465
60.269066,"P01","Occ_MO_1.2",100,29,5024.623535,7287.204102,-152.084595,0.012583,-1.563639,27.7779,4.5,-0.605644,"{""type"":""M"",""msg"":""FADE0"",""time"":60.1892,""dist"":1.50811}",0.403492,-0.202152,0,5.8,-0.202152,-1.323479,-0.202152,-0.605644,0.002035,0.010874,0.012909,0.0124042,0.000866018879701823,-1.563639,-1.323479,-1.455269,0.0957752891642724
61.076042,"P01","Occ_MO_1.2",100,30,5004.90332,7276.534668,-150.659256,0.016937,-1.423124,27.7768,2.7,-1.41262,"{""type"":""M"",""msg"":""FADE0"",""time"":61.026,""dist"":1.53136}",0.302368000000001,-1.110252,0,3.2,-1.110252,-1.581116,-1.110252,-1.41262,0.000854999999999998,0.016937,0.017792,0.01752725,0.000405080547545793,-1.581116,-1.423124,-1.509498,0.0685565682143828
63.292042,"P01","Occ_MO_1.2",100,31,4950.95166,7246.872559,-152.734451,-0.012777,0.888062,27.7777,0.6,15.3,"{""type"":""M"",""msg"":""FADE0"",""time"":63.2511,""dist"":1.59319}",1.71259300000001,2.31259300000001,0,4.5,24.7,-0.904998,4.5,0.6,0.004191,-0.012777,-0.008586,-0.0111920555555556,0.00143278968828285,-0.904998,0.888062,0.0346797222222223,0.56653614766889
64.301712,"P01","Occ_MO_1.2",100,32,4925.778809,7234.499023,-155.793594,-0.028073,1.404008,27.7726,-0.707405,3.7,"{""type"":""M"",""msg"":""FADE0"",""time"":64.2105,""dist"":1.61985}",0.504584999999992,-0.202820000000008,0,-0.20282,4.5,1.274665,-0.20282,-0.707405,0.002581,-0.030654,-0.028073,-0.0300378333333333,0.00100063188369483,1.274665,1.406561,1.36254366666667,0.0522541313071671
65.415871,"P01","Occ_MO_1.2",100,33,4897.228516,7222.542969,-158.722336,-0.016642,0.688865,27.7801,4.1,2.5,"{""type"":""M"",""msg"":""FADE0"",""time"":65.3878,""dist"":1.65255}",0.60743699999999,3.10743699999999,0,-1.214127,3.4,1.206595,-1.214127,2.5,0.002849,-0.019491,-0.016642,-0.0176944285714286,0.00124071523151539,0.688865,1.206595,0.963109857142857,0.187114645204866
68.44767,"P01","Occ_MO_1.2",100,34,4818.5625,7192.393066,-158.810577,0.002197,-0.654663,27.7777,3.7,5.3,"{""type"":""M"",""msg"":""FADE0"",""time"":68.4215,""dist"":1.73686}",2.52733600000001,6.227336,0,6.7,8.3,0.142516,6.7,3.7,0.003835,0.001343,0.005178,0.00205615384615385,0.00100943151099251,-0.78884,0.142516,-0.542171653846154,0.281706798127549
71.276489,"P01","Occ_MO_1.2",100,35,4744.737793,7165.492676,-163.350235,-0.024585,0.715,27.7758,4.2,2.9,"{""type"":""M"",""msg"":""FADE0"",""time"":71.2021,""dist"":1.81411}",2.3246,5.2246,0,2.5,4,-0.375705,2.5,2.9,0.02842,-0.024585,0.003835,-0.016178,0.00860638862807108,-0.375705,0.797606,0.411858625,0.394455374266057
74.306847,"P01","Occ_MO_1.2",100,36,4663.269531,7144.224609,-165.661087,0.004486,-1.363572,27.7782,5.2,-0.709015,"{""type"":""M"",""msg"":""FADE0"",""time"":74.2563,""dist"":1.89898}",2.526741,1.81772599999999,1.81772599999999,4.4,2.4,0.366015,2.4,-0.709015,0.0171,-0.012614,0.004486,-0.00203061538461538,0.00449239357204529,-1.363572,0.366015,-0.681379307692308,0.560303845686518
75.31514,"P01","Occ_MO_1.2",100,37,4636.165527,7137.136719,-164.848236,0.007172,-0.994208,27.7771,2.8,4,"{""type"":""M"",""msg"":""FADE0"",""time"":75.2593,""dist"":1.92685}",0.505279999999999,3.30528,0,3.7,-1.212028,-1.293789,-1.212028,2.8,0.000854,0.007172,0.008026,0.00782933333333333,0.000331779243875603,-1.293789,-0.994208,-1.15990366666667,0.113076502868928
77.537888,"P01","Occ_MO_1.2",100,38,4576.314453,7121.943848,-168.1689,-0.024934,1.078457,27.7752,6,4.8,"{""type"":""M"",""msg"":""FADE0"",""time"":77.536,""dist"":1.99011}",1.71485899999999,6.51485899999999,0,3,5.9,-0.484692,3,4.8,0.018546,-0.024934,-0.006388,-0.0159361666666667,0.00605665967199354,-0.484692,1.078457,0.39476,0.509516044979593
79.963524,"P01","Occ_MO_1.2",100,39,4509.633789,7112.477051,-175.308044,-0.016317,-1.077368,27.7803,1.5,0,"{""type"":""M"",""msg"":""FADE0"",""time"":79.8937,""dist"":2.05562}",1.920883,1.920883,0,-0.303444,3.1,1.140935,-0.303444,0,0.01608,-0.032397,-0.016317,-0.02251505,0.00504812650474359,-1.077368,1.140935,0.2761992,0.719853960733016
80.77037,"P01","Occ_MO_1.2",100,40,4487.279785,7110.745117,-175.037079,0.017792,1.265363,27.7794,0.2,-0.806846,"{""type"":""M"",""msg"":""FADE0"",""time"":80.7253,""dist"":2.07873}",0.302345000000003,-0.504500999999997,0,0.9,-0.504501,1.73687,-0.504501,-0.806846,0.003214,0.014903,0.018117,0.0171,0.00148077749847842,1.265363,1.73687,1.4944095,0.202966555892837
81.578331,"P01","Occ_MO_1.2",100,41,4464.94873,7108.463867,-172.52182,0.030584,0.798467,27.7736,-0.70665,-1.614807,"{""type"":""M"",""msg"":""FADE0"",""time"":81.5688,""dist"":2.10216}",0.302315000000007,-1.31249199999999,0,-0.404335,-1.312492,0.812148,-1.312492,-1.614807,0.001116,0.029468,0.030584,0.03023525,0.000528138476159425,0.779466,0.812148,0.7935845,0.0147735872082579
82.386635,"P01","Occ_MO_1.2",100,42,4442.762695,7105.015625,-169.574127,0.007009,1.870311,27.7758,2.1,-2.423111,"{""type"":""M"",""msg"":""FADE0"",""time"":82.3734,""dist"":2.12452}",0.303505000000001,-2.119606,0,2.2,-2.119606,1.281658,-2.119606,-2.423111,0.026435,0.007009,0.033444,0.018917,0.0113875412330026,1.281658,1.870311,1.56722025,0.253789186509033
83.291756,"P01","Occ_MO_1.2",100,43,4417.979004,7100.746582,-172.05928,-0.040768,0.043333,27.7738,5.1,4.1,"{""type"":""M"",""msg"":""FADE0"",""time"":83.2427,""dist"":2.14867}",0.401818000000006,4.50181800000001,0,2.5,9.6,-0.733656,2.5,4.1,0.016462,-0.041047,-0.024585,-0.035104,0.00739080459084124,-0.733656,0.043333,-0.3294566,0.307717301792246
84.908119,"P01","Occ_MO_1.2",100,44,4373.236816,7097.271484,-179.248734,-0.031212,0.394358,27.7798,2.8,1.7,"{""type"":""M"",""msg"":""FADE0"",""time"":84.8812,""dist"":2.1942}",1.111419,2.811419,0,4,3,0.623797,3,1.7,0.014648,-0.044465,-0.029817,-0.0338450833333333,0.0054129975472902,0.394358,0.749544,0.644913,0.112212111630365
86.119324,"P01","Occ_MO_1.2",100,45,4339.577148,7097.362305,-179.990082,0.009369,-0.979671,27.7835,5.1,0.6,"{""type"":""M"",""msg"":""FADE0"",""time"":86.0646,""dist"":2.22708}",0.706344999999999,1.306345,0,8.7,1.7,-0.239061,1.7,0.6,0.006226,0.003143,0.009369,0.00700875,0.00181423724625923,-0.979671,-0.239061,-0.6437005,0.260922284805265
87.533142,"P01","Occ_MO_1.2",100,46,4300.294922,7096.79248,-178.831223,-0.004191,-0.776853,27.7792,3.7,5.8,"{""type"":""M"",""msg"":""FADE0"",""time"":87.4811,""dist"":2.26644}",0.909774999999996,4.609775,0,3.4,-0.202453,-1.171399,-0.202453,3.7,0.018443,-0.004191,0.014252,0.0036835,0.00690866649377593,-1.171399,-0.776853,-1.0246619,0.140888965055977
89.85804,"P01","Occ_MO_1.2",100,47,4235.710449,7097.391602,177.472214,-0.013794,0.484949,27.7778,11.3,8.7,"{""type"":""M"",""msg"":""FADE0"",""time"":89.7902,""dist"":2.33061}",1.819985,10.519985,0,10.7,8.2,-0.403206,8.2,8.7,0.003012,-0.015951,-0.012939,-0.0135454736842105,0.000668589840088081,-0.403206,0.484949,0.095312052631579,0.279725749485788
93.196747,"P01","Occ_MO_1.2",100,48,4143.691406,7108.346191,168.519897,-0.020592,1.209064,27.7781,0.1,-0.706894,"{""type"":""M"",""msg"":""FADE0"",""time"":93.1213,""dist"":2.42316}",2.835129,2.12823499999999,2.12823499999999,5.1,3.7,0.582494,3.7,-0.706894,0.003714,-0.024306,-0.020592,-0.0218192068965517,0.000978391989049611,-1.717494,1.838266,0.0340374137931034,0.915309177622845
94.009193,"P01","Occ_MO_1.2",100,49,4121.605469,7113.020996,168.709061,0.026817,-0.589608,27.7776,-0.708,-1.51934,"{""type"":""M"",""msg"":""FADE0"",""time"":93.934,""dist"":2.44574}",0.30206299999999,-1.21727700000001,0,-0.405937,-1.217277,0.029775,-1.217277,-1.51934,0.01095,0.016774,0.027724,0.024533,0.00519030744111881,-0.589608,0.029775,-0.288509,0.266846901421021
94.815384,"P01","Occ_MO_1.2",100,50,4099.547852,7116.870605,172.836075,0.056533,1.102357,27.7624,-1.514191,-2.325531,"{""type"":""M"",""msg"":""FADE0"",""time"":94.7495,""dist"":2.4684}",0.302009999999996,-2.023521,0,-1.212181,-2.023521,1.074635,-2.023521,-2.325531,0.003488,0.053045,0.056533,0.055591,0.00170245783109793,1.047265,1.102357,1.07009425,0.0243444570470707
95.523109,"P01","Occ_MO_1.2",100,51,4079.984131,7118.702148,177.237122,0.051022,0.220919,27.7667,-2.221916,-3.033256,"{""type"":""M"",""msg"":""FADE0"",""time"":95.4901,""dist"":2.48897}",0.201118000000008,-2.83213799999999,0,-2.020798,-2.832138,-0.349767,-2.832138,-3.033256,0.000907000000000005,0.051022,0.051929,0.0513243333333333,0.000523656694154993,-0.349767,0.220919,-0.0705143333333333,0.285537920650364
96.335861,"P01","Occ_MO_1.2",100,52,4057.410889,7119.243652,178.242264,-0.066368,-0.157207,27.7816,0.8,4.9,"{""type"":""M"",""msg"":""FADE0"",""time"":96.2662,""dist"":2.51053}",0.304328999999996,1.104329,0,1.1,-3.541679,-1.506935,-3.541679,0.8,0.057294,-0.066368,-0.009074,-0.035844,0.0247794510027967,-1.506935,-0.157207,-0.82813025,0.581642865052302
96.94339,"P01","Occ_MO_1.2",100,53,4040.586426,7120.401855,172.637146,-0.08569,1.707586,27.7481,-0.202973,2.9,"{""type"":""M"",""msg"":""FADE0"",""time"":96.9292,""dist"":2.52894}",0.101554999999991,-0.101418000000009,0,-0.101418,2.9,1.500913,-0.101418,-0.202973,0.005162,-0.090852,-0.08569,-0.088271,0.00365008520448496,1.500913,1.707586,1.6042495,0.146139879788167
97.749886,"P01","Occ_MO_1.2",100,54,4018.574951,7124.44043,165.606583,-0.077598,-1.785804,27.7663,-1.009469,1.8,"{""type"":""M"",""msg"":""FADE0"",""time"":97.7115,""dist"":2.55066}",0.302391,-0.707078,0,-0.707078,2.2,-1.601092,-0.707078,-1.009469,0.002581,-0.080179,-0.077598,-0.07953375,0.0012905,-1.785804,-1.601092,-1.67525175,0.0821187673246297
99.568893,"P01","Occ_MO_1.2",100,55,3969.87085,7138.075195,165.043152,0.010061,-0.567167,27.7936,4.6,5.9,"{""type"":""M"",""msg"":""FADE0"",""time"":99.548,""dist"":2.60173}",1.314086,5.914086,0,7.1,8.4,1.09359,7.1,4.6,0.002889,0.007172,0.010061,0.00860457142857143,0.000791463951682695,-0.567167,1.09359,0.136212714285714,0.538337422780464
101.390076,"P01","Occ_MO_1.2",100,56,3920.776367,7150.374512,166.264175,-0.001506,-0.014025,27.779,2,4,"{""type"":""M"",""msg"":""FADE0"",""time"":101.369,""dist"":2.65235}",1.316239,3.316239,0,3.3,4.4,-0.737719,3.3,2,0.01592,-0.00236,0.01356,0.00375942857142857,0.00635434289666144,-0.737719,-0.014025,-0.463854928571429,0.247080986309056
102.601944,"P01","Occ_MO_1.2",100,57,3888.179932,7158.805664,163.660645,-0.035257,0.945682,27.7731,4.3,3.3,"{""type"":""M"",""msg"":""FADE0"",""time"":102.505,""dist"":2.68391}",0.706299000000001,4.006299,0,2.4,9.3,0.467047,2.4,3.3,0.019144,-0.035257,-0.016113,-0.024661375,0.00685475101011804,0.467047,0.945682,0.7398005,0.171567471665565
104.01738,"P01","Occ_MO_1.2",100,58,3850.959229,7171.472168,159.738571,-0.006388,0.010385,27.7825,6.2,2.4,"{""type"":""M"",""msg"":""FADE0"",""time"":103.918,""dist"":2.72316}",0.911507,3.311507,0,4.3,2.8,0.82859,2.8,2.4,0.01294,-0.019328,-0.006388,-0.0118815,0.00386755277921323,0.010385,0.82859,0.4345074,0.278789763478265
105.432655,"P01","Occ_MO_1.2",100,59,3814.050537,7185.056641,159.682709,-0.003215,-0.849055,27.7794,10,12.3,"{""type"":""M"",""msg"":""FADE0"",""time"":105.382,""dist"":2.76384}",1.011444,11.011444,0,4.6,5.9,-0.354059,4.6,10,0.015106,-0.003703,0.011403,-0.000198090909090909,0.00481826465554862,-0.849055,-0.354059,-0.633220454545455,0.162353093692337
106.846451,"P01","Occ_MO_1.2",100,60,3777.241211,7198.780273,159.623383,0.003672,-0.902066,27.7776,3.9,5.4,"{""type"":""M"",""msg"":""FADE0"",""time"":106.805,""dist"":2.80338}",0.909744000000003,4.809744,0,6.1,7.9,-0.971558,6.1,3.9,0.002655,0.001017,0.003672,0.0016132,0.000987181487310661,-0.997064,-0.902066,-0.969457,0.0309779015536344
108.463081,"P01","Occ_MO_1.2",100,61,3735.154053,7214.472168,158.527863,-0.014974,0.198334,27.7763,10.4,8.2,"{""type"":""M"",""msg"":""FADE0"",""time"":108.361,""dist"":2.84662}",1.111755,9.311755,0,3,4.6,-0.640667,3,8.2,0.01648,-0.014974,0.001506,-0.00996558333333333,0.00642208318592726,-0.640667,0.198334,-0.207582833333333,0.280736839679192
109.975037,"P01","Occ_MO_1.2",100,62,3696.467773,7230.834473,155.474365,-0.014771,0.515468,27.7777,6.8,4.7,"{""type"":""M"",""msg"":""FADE0"",""time"":109.953,""dist"":2.89085}",1.107811,5.807811,0,6.5,4.8,0.405604,4.8,4.7,0.0061,-0.020871,-0.014771,-0.0165335,0.00190956694281476,0.405604,0.543222,0.506150416666667,0.0440780874615171
111.996025,"P01","Occ_MO_1.2",100,63,3646.029785,7255.506348,152.339981,-0.011597,-0.395024,27.7781,4.5,1.7,"{""type"":""M"",""msg"":""FADE0"",""time"":111.911,""dist"":2.94525}",1.51346600000001,3.21346600000001,0,6.8,4.3,0.39095,4.3,1.7,0.001342,-0.012939,-0.011597,-0.0123010625,0.000436485581090601,-0.395024,0.39095,0.0398729375,0.250845788232922
113.307281,"P01","Occ_MO_1.2",100,64,3613.858887,7272.610352,152.235489,0.007701,-1.122136,27.7783,4.5,0,"{""type"":""M"",""msg"":""FADE0"",""time"":113.297,""dist"":2.98376}",0.804687000000001,0.804687000000001,0.804687000000001,8.3,1.4,-0.762892,1.4,0,0.006521,0.00118,0.007701,0.00467966666666667,0.00223831817443365,-1.122136,-0.762892,-0.976196888888889,0.12597182617201
114.920769,"P01","Occ_MO_1.2",100,65,3573.964355,7293.061035,153.031647,-0.003866,-0.169131,27.7778,2.2,4.2,"{""type"":""M"",""msg"":""FADE0"",""time"":114.822,""dist"":3.02613}",1.10995500000001,3.30995500000001,0,3.2,4.4,-1.066409,3.2,2.2,0.014252,-0.003866,0.010386,0.00231325,0.00565397781333075,-1.066409,-0.169131,-0.674412833333333,0.30155545321333
116.030396,"P01","Occ_MO_1.2",100,66,3546.731934,7307.507324,150.28096,-0.024934,0.731147,27.7742,5.5,4.2,"{""type"":""M"",""msg"":""FADE0"",""time"":116.006,""dist"":3.05905}",0.706848999999991,4.90684899999999,0,8.7,7.1,0.257762,7.1,4.2,0.004342,-0.024934,-0.020592,-0.02439125,0.001535128821956,0.257762,0.731147,0.53036425,0.167986360388277
118.65992,"P01","Occ_MO_1.2",100,67,3485.321777,7347.042969,144.648117,-0.013794,-0.815903,27.7788,2.6,0.5,"{""type"":""M"",""msg"":""FADE0"",""time"":118.605,""dist"":3.13125}",2.120476,2.620476,0,5.1,3.6,0.74633,3.6,0.5,0.006798,-0.020592,-0.013794,-0.0155232272727273,0.00164741361307782,-0.815903,0.74633,0.109571909090909,0.494203047332139
