id;drive;OT or glance duration;steering amplitude;lane crossing;total search time;TLC at the beginning of occlusion;OT mean
P05;9;1.31831;2.71368;0;78.5199998133333;3.3; 
P05;9;.705829000000001;2.41704;1;78.5199998133333;.8; 
P05;9;.609511999999995;4.09032;0;78.5199998133333;4.9; 
P05;9;2.023315;2.58192;0;78.5199998133333;5; 
P05;9;.709511000000006;1.62612;0;78.5199998133333;6.4; 
P05;9;1.42559800000001;2.05092;0;78.5199998133333;6.6; 
P05;9;2.54229000000001;4.33944;0;78.5199998133333;4.2; 
P05;9;1.216644;2.60748;0;78.5199998133333;2.3; 
P05;9;1.016434;3.0762;0;78.5199998133333;3.9; 
P05;9;1.217095;4.11624;0;78.5199998133333;6.5; 
P05;9;2.125061;6.87384;0;78.5199998133333;4.1; 
P05;9;1.214134;4.17456;0;78.5199998133333;9.1; 
P05;9;1.01159699999999;4.779;0;78.5199998133333;2; 
P05;9;1.318344;3.56328;0;78.5199998133333;18.5; 
P05;9;1.92257000000001;6.63948;0;78.5199998133333;2.7; 
P05;9;2.02705399999999;2.00664;0;78.5199998133333;4.3; 
P05;9;1.11919399999999;3.0906;0;78.5199998133333;5.3; 
P05;9;1.22138199999999;3.26664;1;78.5199998133333;1.8; 
P05;9;2.134148;3.62196;0;78.5199998133333;4.4; 
P05;9;1.01994999999999;4.48236;0;78.5199998133333;3; 
P05;9;1.82449399999999;4.39812;0;78.5199998133333;4.2; 
P05;9;2.53703400000001;.17604;0;78.5199998133333;29.8; 
P05;9;2.540756;.60048;0;78.5199998133333;10.2; 
P05;9;2.436455;.35136;0;78.5199998133333;18.7; 
P05;9;1.730194;1.02528;0;78.5199998133333;5.9; 
P05;9;.607963999999996;1.87524;0;78.5199998133333;8.3; 
P05;9;1.116501;7.48872;0;78.5199998133333;3.8; 
P05;9;1.01719;5.33196;0;78.5199998133333;3.7; 
P05;9;1.41874;8.8074;0;78.5199998133333;2.9; 
P05;9;.712119999999999;5.74236;0;78.5199998133333;1.8; 
P05;9;.710457000000005;7.23744;0;78.5199998133333;3.8; 
P05;9;.504752999999994;2.06568;0;78.5199998133333;30.2; 
P05;9;1.11829299999999;1.33308;0;78.5199998133333;6; 
P05;9;1.11275500000001;.24912;0;78.5199998133333;5; 
P05;9;.60914600000001;4.65804;0;78.5199998133333;2.5; 
P05;9;1.21508800000001;1.75788;0;78.5199998133333;6; 
P05;9;1.221665;3.31452;0;78.5199998133333;4.4; 
P05;9;2.13523899999998;1.86408;0;78.5199998133333;4.6; 
P05;9;1.52560399999999;1.08396;0;78.5199998133333;9.3; 
P05;9;1.51483100000002;3.69144;0;78.5199998133333;5; 
P05;9;1.52709999999999;1.75752;0;78.5199998133333;4.4; 
P05;9;1.72169500000001;0;0;78.5199998133333;9.2; 
P05;9;1.82217399999999;4.48236;0;78.5199998133333;6.6; 
P05;9;2.02825899999999;.65916;0;78.5199998133333;6.5; 
P05;9;1.31890899999999;3.14964;0;78.5199998133333;6.4; 
P05;9;2.125045;4.40928;0;78.5199998133333;3.2; 
P05;9;.910002999999989;4.64724;0;78.5199998133333;4; 
P05;9;2.12820400000001;7.97256;0;78.5199998133333;2.8; 
P05;9;1.423889;6.79788;0;78.5199998133333;3.2; 
P05;9;1.32225100000002;3.68064;0;78.5199998133333;9.1; 
P05;9;.81045499999999;5.08284;0;78.5199998133333;1.9; 
P05;9;1.620621;11.3868;1;78.5199998133333;3.9; 
P05;9;2.435059;3.26664;0;78.5199998133333;9; 
P05;9;2.64080799999999;3.0762;0;78.5199998133333;7.5; 
P05;9;1.42243999999999;1.46484;0;78.5199998133333;12.7; 
P05;9;2.231537;0;1;78.5199998133333;3.7; 
P05;9;.612426999999997;.63396;0;78.5199998133333;8.9; 
P05;9;.710082999999997;7.46316;0;78.5199998133333;3.9; 
P05;9;1.52319299999999;4.10544;1;78.5199998133333;4.2; 
P05;9;.304001;.54216;0;78.5199998133333;3.8; 
P05;9;2.436691;8.40708;1;78.5199998133333;2.6; 
P06;9;1.216774;.4248;0;75.8886670333333;7.3; 
P06;9;1.820361;.9666;0;75.8886670333333;6.1; 
P06;9;1.523143;3.61836;0;75.8886670333333;4.7; 
P06;9;1.832718;1.14264;0;75.8886670333333;7.1; 
P06;9;2.233545;1.45008;0;75.8886670333333;8.8; 
P06;9;2.442452;.9666;0;75.8886670333333;9.2; 
P06;9;2.33738;.90792;0;75.8886670333333;26; 
P06;9;2.335813;1.39176;0;75.8886670333333;9.9; 
P06;9;2.54248;3.69144;0;75.8886670333333;5.3; 
